מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","חטיבת עציוני 131","89.3","27/05/2025","1880000","19870-2-5","דירה בבית קומות","4","שלישית"
"2","חטיבת עציוני 29","107.1","04/05/2025","770000","19871-7-43","דירה בבית קומות","5","קרקע וראשונה"
"3","חטיבת עציוני 141","89","10/04/2025","1630000","19870-2-54","דירה בבית קומות","4","שניה"
"4","חטיבת עציוני 2","123.08","10/04/2025","499000","19871-8-21","דירה בבית קומות","5","שלישית"
"5","חטיבת עציוני 135","111.18","08/04/2025","1600000","19870-2-22","דירה בבית קומות","5","קרקע+ראשונה"
"6","חטיבת עציוני 93","115.44","28/03/2025","2520000","19870-17-3","דירה בבית קומות","5","קרקע + ראשונה"
"7","חטיבת עציוני 141","78.8","03/03/2025","1452000","19870-2-57","דירה בבית קומות","4","רביעית"
"8","חטיבת עציוני 2","120.45","30/01/2025","2670000","19871-8-39","דירה בבית קומות","5","חמישית"
"9","חטיבת עציוני 105","88.2","07/01/2025","1950000","19870-5-17","דירה בבית קומות","4","ראשונה"
"10","חטיבת עציוני 107","109.9","12/12/2024","1919100","19870-5-30","דירה בבית קומות","5","שניה"
"11","חטיבת עציוני 123","97.35","27/11/2024","1950000","19870-3-6","דירה בבית קומות","4","קרקע"
"12","חטיבת עציוני 38","111.4","19/09/2024","2420000","19870-9-20","דירה בבית קומות","5","מרתף קרקע ראשונה"
"13","חטיבת עציוני 4","106.44","06/09/2024","2500000","19871-8-42","דירה בבית קומות","4","קרקע"
"14","השלום 169","54.35","15/08/2024","1310000","19870-12-10","דירה בבית קומות","3","קרקע+חמישית"
"15","חטיבת עציוני 125","100.5","14/08/2024","1840000","19870-3-22","דירה בבית קומות","3","שלישית"
"16","הסיירים 51","123.5","05/08/2024","2440000","19870-7-14","דירה בבית קומות","6","מרתף קרקע ראשונה"
"17","חטיבת עציוני 117","88.2","17/06/2024","1720000","19870-4-28","דירה בבית קומות","4","ראשונה"
"18","השלום 169","123.85","16/06/2024","1970000","19870-12-2","דירה בבית קומות","5","קרקע+ראשונה+שניה"
"19","נתיב הל"ה 3","107.45","16/05/2024","2275000","19870-11-30","דירה בבית קומות","5","שניה +שלישית"
"20","חטיבת עציוני 135","91.6","09/05/2024","2150000","19870-2-25","דירה בבית קומות","5","שלישית"
"21","השלום 189","122.54","04/04/2024","2070000","19871-8-92","דירה בבית קומות","5","רביעית"
"22","השלום 191","126.9","04/04/2024","2050000","19871-8-76","דירה בבית קומות","5","שישית"
"23","השלום 89","117.5","02/04/2024","1800000","19870-6-8","דירה בבית קומות","5","קרקע שלישית רביעית"
"24","חטיבת עציוני 137","111.18","20/03/2024","1795000","19870-2-31","דירה בבית קומות","5","קרקע+ראשונה"
"25","השלום 169","52.2","15/03/2024","1140000","19870-12-11","דירה בבית קומות","3","קרקע+חמישית"
"26","השלום 191","111.94","18/01/2024","2850000","19871-8-77","דירה בבית קומות","5","שביעית"
"27","חטיבת עציוני 35","85.1","10/01/2024","1425000","19871-7-57","דירה בבית קומות","4","שניה ומרתף"
"28","חטיבת עציוני 133","73.8","26/12/2023","1325000","19870-2-19","דירה בבית קומות","3","חמישית"
"29","חטיבת עציוני 2","106.44","18/12/2023","1850000","19871-8-31","דירה בבית קומות","4","שניה"
"30","חטיבת עציוני 38","114.6","27/11/2023","2650000","19870-9-13","דירה בבית קומות","6","מרתף קרקע ראשונה"
"31","חטיבת עציוני 2","118.58","28/09/2023","1870000","19871-8-12","דירה בבית קומות","5","שלישית"
"32","חטיבת עציוני 29","104.1","06/09/2023","1600000","19871-7-41","דירה בבית קומות","5","קרקע וראשונה"
"33","הסיירים 75","80.5","21/08/2023","1330000","19870-18-13","דירה בבית קומות","3","חמישית"
"34","חטיבת עציוני 127","100.5","06/08/2023","1570000","19870-3-31","דירה בבית קומות","3","שלישית"
"35","חטיבת עציוני 2","150.96","10/07/2023","2550000","19871-8-19","דירה בבית קומות","5","ראשונה"
"36","חטיבת עציוני 103","100.5","06/07/2023","1135000","19870-5-11","דירה בבית קומות","3","שלישית"
"37","חטיבת עציוני 4","127","02/06/2023","2000000","19871-8-57","דירה בבית קומות","5","חמישית"
"38","חטיבת עציוני 131","91.1","22/05/2023","1700000","19870-2-6","דירה בבית קומות","4","שלישית"
"39","חטיבת עציוני 36","109.8","04/04/2023","2450000","19870-9-38","קוטג' דו משפחתי","6","קרקע ראשונה"
"40","חטיבת עציוני 35","104.1","17/02/2023","1920000","19871-7-52","דירה בבית קומות","4","קרקע וראשונה"
"41","חטיבת עציוני 5","89","02/01/2023","1520000","19871-7-8","דירה בבית קומות","4","שניה ומרתף"
"42","חטיבת עציוני 127","97.35","05/12/2022","1600000","19870-3-26","דירה בבית קומות","4","קרקע"
"43","חטיבת עציוני 139","73.8","24/11/2022","1270000","19870-2-49","דירה בבית קומות","3","חמישית"
"44","חטיבת עציוני 46","110","20/09/2022","2100000","19870-9-3","דירה בבית קומות","5","קרקע ראשונה"
"45","חטיבת עציוני 38","109.9","08/09/2022","2210000","19870-9-42","דירה בבית קומות","5","קרקע ראשונה"
"46","השלום 189","120.73","04/09/2022","2800000","19871-8-99","דירה בבית קומות","5","שביעית"
"47","חטיבת עציוני 109","109.05","14/07/2022","1700000","19870-5-35","דירה בבית קומות","5","קרקע+ראשונה"
"48","השלום 189","98.58","22/06/2022","1450000","19871-8-87","דירה בבית קומות","3","שלישית"
"49","חטיבת עציוני 123","60.35","14/06/2022","1330000","19870-3-14","דירה בבית קומות","3","רביעית"
"50","השלום 189","106.46","19/05/2022","1500000","19871-8-91","דירה בבית קומות","4","רביעית"
"51","חטיבת עציוני 36","111.4","17/05/2022","1825000","19870-9-16","דירה בבית קומות","5","קרקע ראשונה"
"52","חטיבת עציוני 46","50.9","05/04/2022","860000","19870-9-24","דירה בבית קומות","2","שניה"
"53","מבצע חורב 1","117.5","22/02/2022","1650000","19871-5-4","דירה בבית קומות","5","קרקע וראשונה"
"54","חטיבת עציוני 111","109.05","16/02/2022","1545000","19870-4-1","דירה בבית קומות","5","קרקע + ראשונה"
"55","חטיבת עציוני 113","97.35","06/02/2022","1685000","19870-4-6","דירה בבית קומות","4","קרקע"
"56","השלום 169","107.7","13/01/2022","1800000","19870-12-23","דירה בבית קומות","5","קרקע+ראשונה+שניה"
"57","חטיבת עציוני 23","88.7","05/01/2022","1250000","19871-7-36","דירה בבית קומות","4","שניה ומרתף"
"58","חטיבת עציוני 36","110.9","21/12/2021","1850000","19870-9-37","דירה בבית קומות","5","קרקע ראשונה"
"59","השלום 189","106.45","15/12/2021","1500000","19871-8-97","דירה בבית קומות","4","שישית"
"60","השלום 89","96.1","26/11/2021","1200000","19870-6-10","דירה בבית קומות","4","קרקע חמישית"
"61","חטיבת עציוני 2","126.76","21/11/2021","2480000","19871-8-7","דירת גן","5","רביעית"
"62","הסיירים 75","94.45","14/11/2021","1290000","19870-18-16","דירה בבית קומות","4","רביעית"
"63","חטיבת עציוני 36","110.3","11/11/2021","1725000","19870-9-49","דירה בבית קומות","5","מרתף קרקע ראשונה"
