מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","0","1845","15/02/2024","480000","30926-68-2","ללא תיכנון","לא ידוע","לא ידוע"
"2","0","81","09/11/2021","2184000","30926-6-6","לא ידוע","5","ראשונה"
"3","0","81","21/05/2021","1497000","30926-6-5","לא ידוע","3","לא ידוע"
"4","0","112","12/05/2021","1923200","30926-6-4","דירה","4","לא ידוע"
"5","0","132","21/04/2021","2358000","30926-6-3","דירה","5","לא ידוע"
"6","0","81","04/01/2021","2089200","30926-6-2","לא ידוע","3","לא ידוע"
"7","0","81","04/01/2021","1916200","30926-6-1","לא ידוע","4","לא ידוע"
"8","0","5977","19/10/2020","900000","30926-68-1","ללא תיכנון","לא ידוע","לא ידוע"
"9","0","714","23/12/2018","107000","30926-1-1","מגורים","לא ידוע","לא ידוע"
"10","0","89","17/02/2018","107000","30926-1-2","ללא תיכנון","לא ידוע","לא ידוע"
