מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,חולון,נאות שושנים,ההסתדרות 120,42.63,2025,1770000,6021-936-45,דירה בבית,2,41520
2,חולון,נאות שושנים,התחייה 12,93.16,2025,2500000,6021-947-8,דירה בבית,4.5,26836
3,חולון,נאות שושנים,גאולים 52,49.03,2025,2025200,6021-969-16,דירה בבית,3,41305
4,חולון,נאות שושנים,התחייה 24,97.22,2025,2400000,6021-950-4,דירה בבית,4,24686
5,חולון,נאות שושנים,חנקין 115,38.9,2025,950000,6021-526-4,דירה בבית,2,24422
6,חולון,נאות שושנים,התחייה 24,97.22,2025,2500000,6021-950-6,דירה בבית,4,25715
8,חולון,נאות שושנים,ההסתדרות 92,63.92,2025,1920000,6021-883-12,דירה בבית,3,30038
9,חולון,נאות שושנים,גאולים 42,65.82,2025,1950000,6021-938-74,דירה בבית,3,29626
10,חולון,נאות שושנים,חנקין 115,39,2025,480000,6021-526-28,דירה בבית,2,12308
11,חולון,נאות שושנים,גאולים 56,74.1,2024,2200000,6020-1039-11,דירה בבית,3,29690
12,חולון,נאות שושנים,התחייה 2,92.73,2024,2121200,6021-1013-23,דירה בבית,4,22875
13,חולון,נאות שושנים,התחייה 19,52.85,2024,1845000,6021-940-19,דירה בבית,3,34910
14,חולון,נאות שושנים,גאולים 46,65.82,2024,1970000,6021-938-21,דירה בבית,3,29930
15,חולון,נאות שושנים,ראש פינה 3,75.9,2024,2070000,6021-851-47,דירה בבית,3,27273
16,חולון,נאות שושנים,התחייה 26,104,2024,2780000,6021-951-12,דירה בבית,5,26731
17,חולון,נאות שושנים,ראש פינה 3,78.9,2024,2120000,6021-851-38,דירה בבית,3,26869
18,חולון,נאות שושנים,ראש פנה 4,63.92,2024,2080000,6021-886-4,דירה בבית,3,32541
19,חולון,נאות שושנים,התחייה 19,42.4,2024,1620000,6021-940-40,דירה בבית,2,38208
20,חולון,נאות שושנים,גאולים 52,55.83,2024,2150000,6021-969-7,דירה בבית,3,38510
21,חולון,נאות שושנים,התחייה 19,52.25,2024,1850000,6021-940-5,דירה בבית,3,35407
22,חולון,נאות שושנים,התחייה 19,52.25,2024,1850000,6021-940-8,דירה בבית,2.5,35407
23,חולון,נאות שושנים,קדושי בלזן 8,69.7,2024,1550000,6021-885-10,דירה בבית,3,22238
25,חולון,נאות שושנים,התחייה 22,97.22,2024,2450000,6021-949-22,דירה בבית,4,25201
26,חולון,נאות שושנים,ראש פינה 17,37,2024,1050000,6021-1017-28,דירה בבית,2,28378
28,חולון,נאות שושנים,התחייה 12,78.24,2024,2330000,6021-947-6,דירה בבית,4,29780
29,חולון,נאות שושנים,התחייה 20,97.22,2024,2184900,6021-948-7,דירה בבית,4,22474
30,חולון,נאות שושנים,גאולים 52,55.83,2024,2100000,6021-969-27,דירה בבית,3,37614
31,חולון,נאות שושנים,ראש פינה 3,35.1,2023,1444400,6021-851-14,דירה בבית,2,41151
32,חולון,נאות שושנים,התחייה 8,93.16,2023,2400000,6021-945-24,דירה בבית,4,25762
33,חולון,נאות שושנים,גאולים 52,53.56,2023,2040000,6021-969-44,דירה בבית,3,38088
34,חולון,נאות שושנים,התחייה 19,52.25,2023,1700000,6021-940-32,דירה בבית,3,32536
35,חולון,נאות שושנים,ההסתדרות 86,69.7,2023,750000,6021-884-4,דירה בבית,3,10760
36,חולון,נאות שושנים,התחייה 8,76.89,2023,2116000,6021-945-27,דירה בבית,4,27520
37,חולון,נאות שושנים,ההסתדרות 120,42.63,2023,1692700,6021-936-27,דירה בבית,2,39707
38,חולון,נאות שושנים,חנקין 113,45.3,2023,150000,6021-525-6,דירה בבית,2,3311
39,חולון,נאות שושנים,התחייה 22,97.22,2023,2460000,6021-949-16,דירה בבית,4,25303
40,חולון,נאות שושנים,חנקין 105,43.5,2023,1737300,6021-501-7,דירה בבית,2,39938
41,חולון,נאות שושנים,התחייה 8,93.16,2023,2340000,6021-945-12,דירה בבית,4,25118
42,חולון,נאות שושנים,חנקין 117,55.4,2023,2000000,6021-522-16,דירה בבית,2,36101
43,חולון,נאות שושנים,התחייה 22,97.22,2023,2270000,6021-949-2,דירה בבית,4,23349
44,חולון,נאות שושנים,חנקין 101,43.5,2023,1730000,6021-499-2,דירה בבית,2.5,39770
45,חולון,נאות שושנים,חנקין 103,38.5,2023,1500000,6021-500-17,דירה בבית,2,38961
46,חולון,נאות שושנים,חנקין 117,40.5,2023,1450000,6021-522-27,דירה בבית,2,35802
47,חולון,נאות שושנים,התחייה 26,78.23,2023,2580800,6021-951-24,דירה בבית,4,32990
48,חולון,נאות שושנים,חנקין 115,38.6,2023,1440000,6021-526-30,דירה בבית,2,37306
49,חולון,נאות שושנים,ראש פינה 21,34.2,2023,651000,6021-739-22,דירה בבית,2,19035
50,חולון,נאות שושנים,ראש פינה 17,37,2023,1200000,6021-1017-9,דירה בבית,1.5,32432
51,חולון,נאות שושנים,ההסתדרות 120,42.63,2023,1655000,6021-936-34,דירה בבית,2,38822
52,חולון,נאות שושנים,התחייה 10,76.89,2023,2100000,6021-946-27,דירה בבית,4,27312
53,חולון,נאות שושנים,התחייה 28,78.23,2023,1950000,6021-952-11,דירה בבית,3,24926
54,חולון,נאות שושנים,ראש פנה 4,63.92,2023,1900000,6021-886-20,דירה בבית,3,29725
55,חולון,נאות שושנים,התחייה 11,65.66,2023,1890000,6021-941-28,דירה בבית,3,28785
56,חולון,נאות שושנים,ההסתדרות 122,73,2022,1750000,6021-937-6,דירה בבית,3,23973
57,חולון,נאות שושנים,התחייה 24,97.22,2022,2400000,6021-950-14,דירה בבית,4,24686
58,חולון,נאות שושנים,ראש פינה 3,58.5,2022,1752500,6021-851-61,דירה בבית,3,29957
59,חולון,נאות שושנים,ראש פינה 19,34.2,2022,450000,6021-738-3,דירה בבית,2,13158
61,חולון,נאות שושנים,ההסתדרות 116,63.21,2022,1790000,6021-934-43,דירה בבית,3,28318
62,חולון,נאות שושנים,ראש פינה 17,37,2022,1200000,6021-1017-22,דירה בבית,2,32432
63,חולון,נאות שושנים,גאולים 44,65.82,2022,1750000,6021-938-69,דירה בבית,3,26588
64,חולון,נאות שושנים,ראש פינה 3,58.9,2022,1730000,6021-851-53,דירה בבית,3,29372
66,חולון,נאות שושנים,ההסתדרות 86,69.7,2022,1850000,6021-884-20,דירה בבית,3.5,26542
67,חולון,נאות שושנים,התחייה 19,52.85,2022,1680000,6021-940-36,דירה בבית,3,31788
69,חולון,נאות שושנים,חנקין 103,40.3,2022,1500000,6021-500-10,דירה בבית,2,37221
70,חולון,נאות שושנים,התחייה 2,92.73,2022,2250000,6021-1013-45,דירה בבית,4,24264
71,חולון,נאות שושנים,התחייה 19,52.85,2022,1400000,6021-940-7,דירה בבית,3,26490
72,חולון,נאות שושנים,התחייה 2,92.73,2022,2050000,6021-1013-41,דירה בבית,4,22107
73,חולון,נאות שושנים,ההסתדרות 116,63.21,2022,1585000,6021-934-48,דירה בבית,3,25075
74,חולון,נאות שושנים,ראש פינה 3,59,2022,1600000,6021-851-8,דירה בבית,3,27119
75,חולון,נאות שושנים,ההסתדרות 116,58.63,2022,1500000,6021-934-5,דירה בבית,3,25584
76,חולון,נאות שושנים,ראש פינה 3,71.6,2022,1616100,6021-851-49,דירה בבית,3,22571
77,חולון,נאות שושנים,ההסתדרות 120,52.68,2022,1054000,6021-936-36,דירה בבית,3,20008
78,חולון,נאות שושנים,ההסתדרות 116,48.34,2022,1550000,6021-934-4,דירה בבית,3,32065
79,חולון,נאות שושנים,התחייה 2,92.73,2022,2030000,6021-1013-21,דירה בבית,4,21892
80,חולון,נאות שושנים,ההסתדרות 116,48.34,2022,1400000,6021-934-15,דירה בבית,3,28962
81,חולון,נאות שושנים,התחייה 10,93.16,2022,2230000,6021-946-16,דירה בבית,4,23937
82,חולון,נאות שושנים,ההסתדרות 86,77.93,2022,1580000,6021-884-1,דירה בבית,3,20275
83,חולון,נאות שושנים,ההסתדרות 120,51.31,2022,1460000,6021-936-47,דירה בבית,3,28454
84,חולון,נאות שושנים,ראש פינה 8,93.84,2022,2130000,6021-752-4,דירה בבית,4,22698
85,חולון,נאות שושנים,גאולים 44,65.82,2022,1660000,6021-938-31,דירה בבית,3,25220
86,חולון,נאות שושנים,ראש פינה 3,66.3,2022,1735000,6021-851-11,דירה בבית,3,26169
87,חולון,נאות שושנים,התחייה 8,94.51,2022,2150000,6021-945-9,דירה בבית,4,22749
88,חולון,נאות שושנים,ראש פינה 3,78.9,2022,1590000,6021-851-64,דירה בבית,3,20152
89,חולון,נאות שושנים,התחייה 2,92.73,2021,300000,6021-1013-14,דירה בבית,4,3235
90,חולון,נאות שושנים,ההסתדרות 116,58.63,2021,1465000,6021-934-44,דירה בבית,3,24987
91,חולון,נאות שושנים,התחייה 5,80.31,2021,1930000,6021-944-9,דירה בבית,4,24032
92,חולון,נאות שושנים,ההסתדרות 116,63.21,2021,1350000,6021-934-36,דירה בבית,3,21357
93,חולון,נאות שושנים,ראש פנה 4,63.92,2021,1400000,6021-886-9,דירה בבית,3,21902
94,חולון,נאות שושנים,ראש פינה 3,59,2021,1580000,6021-851-29,דירה בבית,3,26780
95,חולון,נאות שושנים,חנקין 113,48.95,2021,1100000,6021-525-2,דירה בבית,2,22472
96,חולון,נאות שושנים,ראש פינה 13,40,2021,1020000,6021-764-7,דירה בבית,2,25500
97,חולון,נאות שושנים,גאולים 52,49.03,2021,1430000,6021-969-40,דירה בבית,3,29166
98,חולון,נאות שושנים,ראש פינה 5,40.5,2021,1277000,6021-815-22,דירה בבית,2,31531
99,חולון,נאות שושנים,ראש פינה 19,34.2,2021,1280000,6021-738-29,דירה בבית,2,37427
100,חולון,נאות שושנים,ההסתדרות 116,58.63,2021,1320000,6021-934-8,דירה בבית,3,22514
101,חולון,נאות שושנים,התחייה 2,92.17,2021,1850000,6021-1013-19,דירה בבית,4,20072
102,חולון,נאות שושנים,גאולים 46,65.82,2021,1575000,6021-938-60,דירה בבית,3,23929
103,חולון,נאות שושנים,התחייה 8,93.16,2021,2080000,6021-945-16,דירה בבית,4,22327
104,חולון,נאות שושנים,התחייה 22,96.17,2021,1838300,6021-949-19,דירה בבית,4,19115
105,חולון,נאות שושנים,התחייה 24,97.22,2021,2110000,6021-950-30,דירה בבית,4,21703
106,חולון,נאות שושנים,ראש פנה 4,63.92,2021,1590000,6021-886-6,דירה בבית,3,24875
107,חולון,נאות שושנים,ראש פינה 11,40.5,2021,574000,6021-765-19,דירה בבית,2,14173
108,חולון,נאות שושנים,ראש פינה 3,65.2,2021,190000,6021-851-84,דירה בבית,3,2914
109,חולון,נאות שושנים,התחייה 27,65.99,2021,1680000,6021-939-27,דירה בבית,3,25458
110,חולון,נאות שושנים,גאולים 52,77,2021,2020000,6021-969-0,דירת גן,3,26234
111,חולון,נאות שושנים,ראש פינה 3,59,2021,615000,6021-851-28,דירה בבית,3,10424
112,חולון,נאות שושנים,התחייה 20,96.17,2021,1900000,6021-948-32,דירה בבית,4,19757
113,חולון,נאות שושנים,ראש פנה 18,36,2021,1000000,6021-725-2,דירה בבית,3,27778
114,חולון,נאות שושנים,ראש פינה 7,40,2021,1300000,6021-767-9,דירה בבית,2,32500
115,חולון,נאות שושנים,ההסתדרות 116,63.21,2021,1430000,6021-934-12,דירה בבית,3,22623
116,חולון,נאות שושנים,התחייה 11,69.51,2021,1660000,6021-941-32,דירה בבית,3,23881
117,חולון,נאות שושנים,התחייה 28,78.23,2021,1750000,6021-952-7,דירה בבית,3,22370
118,חולון,נאות שושנים,התחייה 5,60.2,2021,1550000,6021-944-7,דירה בבית,3,25748
119,חולון,נאות שושנים,ההסתדרות 118,48.34,2021,1325000,6021-935-33,דירה בבית,3,27410
120,חולון,נאות שושנים,ראש פינה 15,47,2021,1600000,6021-1016-23,דירה בבית,2,34043
121,חולון,נאות שושנים,התחייה 8,94.51,2021,2000000,6021-945-5,דירה בבית,4,21162
122,חולון,נאות שושנים,ההסתדרות 118,62.27,2021,1325000,6021-935-42,דירה בבית,3,21278
123,חולון,נאות שושנים,ראש פינה 3,65.2,2021,1430000,6021-851-32,דירה בבית,3,21933
124,חולון,נאות שושנים,התחייה 19,52.85,2021,1450000,6021-940-37,דירה בבית,3,27436
125,חולון,נאות שושנים,חנקין 117,53.7,2021,1250000,6021-522-11,דירה בבית,2,23277
126,חולון,נאות שושנים,התחייה 19,42.4,2021,1295000,6021-940-21,דירה בבית,2,30542
127,חולון,נאות שושנים,גאולים 42,65.82,2021,1600000,6021-938-67,דירה בבית,3,24309
128,חולון,נאות שושנים,התחייה 24,115.92,2021,2480000,6021-950-33,דירה בבית,4,21394
129,חולון,נאות שושנים,ההסתדרות 88,63.92,2021,1420000,6021-883-5,דירה בבית,3,22215
130,חולון,נאות שושנים,ההסתדרות 92,63.92,2021,1300000,6021-883-35,דירה בבית,3,20338
131,חולון,נאות שושנים,ההסתדרות 118,48.34,2021,1275000,6021-935-34,דירה בבית,3,26376
132,חולון,נאות שושנים,התחייה 5,60.2,2021,1615000,6021-944-3,דירה בבית,3,26827
133,חולון,נאות שושנים,גאולים 52,48.07,2020,1465000,6021-969-22,דירה בבית,3,30476
134,חולון,נאות שושנים,ההסתדרות 118,58.63,2020,208000,6021-935-32,דירה בבית,3,3548
135,חולון,נאות שושנים,ראש פינה 13,40,2020,1416600,6021-764-3,דירה בבית,3,35415
136,חולון,נאות שושנים,ראש פינה 17,37,2020,500000,6021-1017-17,דירה בבית,2,13514
137,חולון,נאות שושנים,התחייה 8,94.51,2020,2010000,6021-945-1,דירה בבית,4.5,21268
138,חולון,נאות שושנים,התחייה 11,70.96,2020,1620000,6021-941-37,דירה בבית,3,22830
139,חולון,נאות שושנים,0,40.3,2020,1400000,6021-502-16,דירה בבית,2,34739
140,חולון,נאות שושנים,התחייה 8,132.39,2020,2270000,6021-945-33,דירה בבית,5,17146
141,חולון,נאות שושנים,התחייה 19,52.25,2020,1405000,6021-940-14,דירה בבית,2.5,26890
142,חולון,נאות שושנים,ראש פינה 23,34.2,2020,1220000,6021-740-4,דירה בבית,2,35673
143,חולון,נאות שושנים,ראש פינה 23,34.2,2020,600000,6021-740-11,דירה בבית,2,17544
144,חולון,נאות שושנים,ראש פנה 16,35.9,2020,1360000,6021-720-4,דירה בבית,1.5,37883
145,חולון,נאות שושנים,התחייה 24,97.22,2020,1960000,6021-950-22,דירה בבית,4,20160
146,חולון,נאות שושנים,חנקין 103,39.1,2020,1285000,6021-500-9,דירה בבית,2,32864
147,חולון,נאות שושנים,ההסתדרות 116,48.34,2020,1395000,6021-934-16,דירה בבית,3,28858
148,חולון,נאות שושנים,ראש פינה 19,34.2,2020,221000,6021-738-16,דירה בבית,2.5,6462
149,חולון,נאות שושנים,ראש פינה 5,40.5,2020,1240000,6021-815-15,דירה בבית,2,30617
150,חולון,נאות שושנים,ראש פינה 21,34.2,2020,1100000,6021-739-15,דירה בבית,2.5,32164
151,חולון,נאות שושנים,התחייה 2,92.17,2020,1700000,6021-1013-34,דירה בבית,4,18444
152,חולון,נאות שושנים,התחייה 10,76.89,2020,1150000,6021-946-31,דירה בבית,4,14956
153,חולון,נאות שושנים,ההסתדרות 92,63.92,2020,70000,6021-883-14,דירה בבית,3,1095
154,חולון,נאות שושנים,ההסתדרות 116,63.21,2020,1500000,6021-934-30,דירה בבית,3,23730
155,חולון,נאות שושנים,ההסתדרות 120,52.68,2020,1329000,6021-936-12,דירה בבית,3,25228
156,חולון,נאות שושנים,התחייה 27,65.99,2020,1640000,6021-939-30,דירה בבית,3.5,24852
157,חולון,נאות שושנים,חנקין 111,55.1,2020,645000,6021-506-4,דירת גן,2,11706
158,חולון,נאות שושנים,ראש פינה 9,40,2020,522000,6021-766-7,דירה בבית,2,13050
159,חולון,נאות שושנים,חנקין 101,43.5,2020,1031000,6021-499-7,דירה בבית,2,23701
160,חולון,נאות שושנים,התחייה 12,76.89,2020,1770000,6021-947-15,דירה בבית,4,23020
161,חולון,נאות שושנים,התחייה 19,52.85,2020,1300000,6021-940-48,דירה בבית,3,24598
163,חולון,נאות שושנים,ראש פנה 4,63.92,2019,1490000,6021-886-21,דירה בבית,3,23310
164,חולון,נאות שושנים,ההסתדרות 118,58.63,2019,1260000,6021-935-20,דירה בבית,3,21491
165,חולון,נאות שושנים,ראש פינה 3,59.5,2019,1300000,6021-851-45,דירה בבית,3,21849
166,חולון,נאות שושנים,ראש פינה 9,40.5,2019,1280000,6021-766-18,דירה בבית,2.5,31605
167,חולון,נאות שושנים,התחייה 2,92.73,2019,1621600,6021-1013-25,דירה בבית,4,17487
168,חולון,נאות שושנים,התחייה 24,96.17,2019,1850000,6021-950-25,דירה בבית,4,19237
169,חולון,נאות שושנים,ההסתדרות 120,51.31,2019,1345000,6021-936-14,דירה בבית,3,26213
170,חולון,נאות שושנים,גאולים 52,53.56,2019,1420000,6021-969-32,דירה בבית,3,26512
171,חולון,נאות שושנים,חנקין 105,43.5,2019,1400000,6021-501-1,דירה בבית,2.5,32184
172,חולון,נאות שושנים,התחייה 26,78.23,2019,2000000,6021-951-20,דירה בבית,4,25566
173,חולון,נאות שושנים,התחייה 10,76.89,2019,1600000,6021-946-23,דירה בבית,4,20809
174,חולון,נאות שושנים,חנקין 113,48.95,2019,1305000,6021-525-8,דירה בבית,2,26660
175,חולון,נאות שושנים,ראש פינה 21,34.2,2019,1270000,6021-739-12,דירה בבית,2,37135
176,חולון,נאות שושנים,ההסתדרות 116,48.34,2019,1200000,6021-934-9,דירה בבית,3,24824
177,חולון,נאות שושנים,התחייה 22,96.17,2019,1725000,6021-949-29,דירה בבית,4,17937
178,חולון,נאות שושנים,חנקין 111,53.9,2019,430000,6021-506-10,דירה בבית,2,7978
179,חולון,נאות שושנים,ההסתדרות 120,52.68,2019,1295000,6021-936-25,דירה בבית,3,24582
180,חולון,נאות שושנים,ההסתדרות 120,42.63,2019,1085000,6021-936-39,דירה בבית,2,25452
181,חולון,נאות שושנים,ההסתדרות 120,52.68,2019,1330000,6021-936-30,דירה בבית,3,25247
182,חולון,נאות שושנים,ההסתדרות 118,58.63,2019,1300000,6021-935-26,דירה בבית,3,22173
183,חולון,נאות שושנים,ההסתדרות 88,63.92,2019,675000,6021-883-6,דירה בבית,3,10560
184,חולון,נאות שושנים,ראש פנה 22,36,2019,1200000,6021-731-2,דירה בבית,2,33333
185,חולון,נאות שושנים,ראש פינה 17,37,2019,900000,6021-1017-26,דירה בבית,2,24324
186,חולון,נאות שושנים,ההסתדרות 118,58.63,2019,1240000,6021-935-47,דירה בבית,3,21150
187,חולון,נאות שושנים,ראש פינה 7,40.5,2019,1345000,6021-767-20,דירה בבית,2,33210
188,חולון,נאות שושנים,ההסתדרות 92,63.92,2019,1450000,6021-883-25,דירה בבית,3,22685
189,חולון,נאות שושנים,התחייה 19,52.25,2019,1300000,6021-940-47,דירה בבית,3,24880
190,חולון,נאות שושנים,ההסתדרות 120,52.68,2019,1140000,6021-936-37,דירה בבית,3,21640
191,חולון,נאות שושנים,ראש פינה 3,62.1,2019,1370000,6021-851-85,דירה בבית,3,22061
192,חולון,נאות שושנים,התחייה 5,60.2,2019,1570000,6021-944-11,דירה בבית,3,26080
193,חולון,נאות שושנים,התחייה 11,64.7,2019,650000,6021-941-45,דירה בבית,3,10046
194,חולון,נאות שושנים,התחייה 12,78.24,2019,875000,6021-947-10,דירה בבית,4,11184
195,חולון,נאות שושנים,קדושי בלזן 12,39,2019,630000,6021-715-10,דירה בבית,2,16154
196,חולון,נאות שושנים,התחייה 26,78.23,2019,1915000,6021-951-8,דירה בבית,4,24479
197,חולון,נאות שושנים,ראש פינה 3,62.1,2018,1300000,6021-851-33,דירה בבית,3,20934
198,חולון,נאות שושנים,ההסתדרות 116,58.63,2018,1370000,6021-934-29,דירה בבית,3,23367
199,חולון,נאות שושנים,ראש פינה 21,34.2,2018,850000,6021-739-26,דירה בבית,2,24854
