מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
1,השושנים 5,96.98,"2025","1440000",2422-94-17,דירה בבית קומות,4,שלישית, רביעית
2,השושנים 13,83.88,"2025","1220000",2422-87-19,דירה בבית קומות,4,שניה
3,ז'בוטינסקי 10,87.6,"2025","1250000",2407-49-7,דירה בבית קומות,4,ראשונה
4,משה שרת 7,58.1,"2025","970000",2407-36-24,דירה בבית קומות,3,שלישית
5,ז'בוטינסקי 4,60.9,"2025","500000",2422-2-31,דירה בבית קומות,3,שמינית
6,משה שרת 7,85.5,"2025","1100000",2407-36-35,דירה בבית קומות,4,ראשונה
7,השושנים 13,127.34,"2025","1560000",2422-87-20,דירה בבית קומות,4,שלישית ורביעית
8,השושנים 12,70,"2025","1260000",2422-70-28,דירה בבית קומות,3,שלישית
9,הוורדים 15,69,"2024","1800000",2422-73-39,דירת גן,3,קרקע
10,בן גוריון 3,108,"2024","1330000",2407-28-9,דירה בבית קומות,4,ראשונה
11,השושנים 5,113.9,"2024","1360000",2422-94-18,דירה בבית קומות,4,שלישית, רביעית
12,משה שרת 13,58.4,"2024","1050000",2407-40-12,דירה בבית קומות,3,ראשונה
13,משה שרת 2,83.5,"2024","1170000",2407-42-4,דירה בבית קומות,4,ראשונה
14,הוורדים 13,84,"2024","1400000",2422-73-26,דירה בבית קומות,4,שניה
15,בן גוריון 7,107.2,"2024","1210000",2407-26-3,דירה בבית קומות,4,שניה
16,הורדים 5,113.02,"2024","600000",2422-47-33,דירה בבית קומות,4,שלישית + רביעית
17,ז'בוטינסקי 2,95,"2024","1385000",2422-1-9,דירה בבית קומות,4,שמינית
18,השושנים 10,73.8,"2024","1365000",2422-70-13,דירה בבית קומות,4,שלישית
19,השושנים 15,71.65,"2024","1200000",2422-87-3,דירה בבית קומות,3,ראשונה
20,כלנית 8,211.4,"2024","3100000",2422-27-2,דירה בבית קומות,6,קרקע + ראשונה
21,הורדים 21,90,"2024","1480000",2422-71-14,דירה בבית קומות,4,רביעית
22,משה שרת 15,60.2,"2024","910000",2407-41-9,דירה בבית קומות,3,שלישית
23,הוורדים 10,88.15,"2024","1400000",2422-54-31,דירה בבית קומות,4,שניה
24,משה שרת 4,89.4,"2024","1115000",2407-43-11,דירה בבית קומות,4,ראשונה
25,הוורדים 6,69.7,"2024","1160000",2422-52-14,דירה בבית קומות,3,שלישית
26,השושנים 9,83.88,"2024","1250000",2422-87-33,דירה בבית קומות,4,שניה
27,הוורדים 10,87.7,"2024","1950000",2422-54-24,דירה בבית קומות,4,קרקע
28,בן גוריון 3,106.4,"2024","1320000",2407-28-3,דירה בבית קומות,4,שניה
29,השושנים 12,84.5,"2024","1425000",2422-70-21,דירה בבית קומות,4,ראשונה
30,הוורדים 15,73.5,"2024","1200000",2422-73-53,דירה בבית קומות,3,רביעית וחמישית
31,הוורדים 15,102.5,"2024","1320000",2422-73-55,דירה בבית קומות,5,רביעית וחמישית
32,השושנים 5,81.5,"2024","1490000",2422-94-12,דירה בבית קומות,3,ראשונה
33,ז'בוטינסקי 2,96,"2024","1360000",2422-1-8,דירה בבית קומות,4,שניה
34,השושנים 14,72.4,"2024","1250000",2422-70-43,דירה בבית קומות,3,ראשונה
35,הוורדים 15,75,"2024","1180000",2422-73-56,דירה בבית קומות,3,רביעית וחמישית
36,ז'בוטינסקי 4,89.1,"2024","1200000",2422-2-24,דירה בבית קומות,4,שישית
37,השושנים 10,74.1,"2024","1260000",2422-70-10,דירה בבית קומות,3.5,שניה
38,השושנים 2,68.55,"2024","1190000",2422-53-5,דירה בבית קומות,3,ראשונה
39,הורדים 25,88,"2024","1450000",2422-71-53,דירה בבית קומות,4,רביעית
40,ז'בוטינסקי 4,60.4,"2024","1270000",2422-2-32,דירה בבית קומות,3,שמינית
41,משה שרת 4,87.5,"2024","1265000",2407-43-2,דירה בבית קומות,4,קרקע
42,בן גוריון 7,106.5,"2024","1400000",2407-26-4,דירה בבית קומות,5,שניה
43,הוורדים 15,73.5,"2024","1245000",2422-73-54,דירה בבית קומות,3,רביעית וחמישית
44,משה שרת 7,58.1,"2024","1050000",2407-36-18,דירה בבית קומות,3,קרקע
45,השושנים 2,89.6,"2023","185000",2422-53-7,דירה בבית קומות,4,ראשונה
46,בן גוריון 3,106.4,"2023","1265000",2407-28-6,דירה בבית קומות,4,שלישית
47,השושנים 11,62.52,"2023","1400000",2422-87-22,דירה בבית קומות,3,קרקע
48,הוורדים 5,113.02,"2023","1320000",2422-47-14,דירה בבית קומות,5,שלישית + רביעית
49,משה שרת 4,87.3,"2023","1100000",2407-43-5,דירה בבית קומות,4,שניה
50,הוורדים 5,84.68,"2023","1400000",2422-47-6,דירה בבית קומות,4,ראשונה
51,השושנים 5,67.31,"2023","1300000",2422-94-8,דירת גן,3,קרקע
52,משה שרת 7,58.1,"2023","1015000",2407-36-16,דירה בבית קומות,3,שלישית
53,השושנים 7,81.4,"2023","1220000",2422-93-2,דירה בבית קומות,4,ראשונה
54,הוורדים 10,88.15,"2023","229000",2422-54-27,דירה בבית קומות,4,ראשונה
55,השושנים 14,63.2,"2023","1270000",2422-70-50,דירה בבית קומות,3,שלישית
56,הורדים 21,76,"2023","1300000",2422-71-15,דירה בבית קומות,4,רביעית
57,משה שרת 2,83.5,"2023","1200000",2407-42-6,דירה בבית קומות,4,שניה
58,הוורדים 6,88.55,"2023","1450000",2422-52-9,דירה בבית קומות,4,ראשונה
59,משה שרת 7,88.5,"2023","1420000",2407-36-26,דירה בבית קומות,4,קרקע
60,הוורדים 10,87.7,"2023","1340000",2422-54-38,דירה בבית קומות,4,רביעית
61,משה שרת 2,45.5,"2023","820000",2407-42-7,דירה בבית קומות,3,שלישית
62,השושנים 7,68.4,"2023","1050000",2422-93-7,דירה בבית קומות,3,שלישית
63,משה שרת 2,44.8,"2023","1085000",2407-42-8,דירה בבית קומות,3,שלישית
64,השושנים 5,80.8,"2023","1200000",2422-94-5,דירה בבית קומות,4,שניה
65,הורדים 5,65.1,"2023","1040000",2422-47-27,דירה בבית קומות,3,ראשונה
66,משה שרת 4,44.8,"2023","900000",2407-43-16,דירה בבית קומות,3,שלישית
67,משה שרת 2,44.8,"2023","820000",2407-42-16,דירה בבית קומות,3,שלישית
68,הורדים 21,48,"2023","1190000",2422-71-17,דירה בבית קומות,2,חמישית
69,הוורדים 17,119.2,"2023","1800000",2422-44-3,קוטג' דו משפחתי,5,ראשונה ושניה
70,משה שרת 13,80.3,"2023","1000000",2407-40-2,דירה בבית קומות,4,קרקע
71,השושנים 5,80.34,"2022","1600000",2422-94-1,דירה בבית קומות,4,קרקע
72,הורדים 21,76,"2022","1420000",2422-71-8,דירה בבית קומות,4,שניה
73,איריס 6,150,"2022","2300000",2422-7-1,דירה בבית קומות,6,ראשונה
74,הוורדים 5,113.02,"2022","1331000",2422-47-11,דירה בבית קומות,5,שלישית + רביעית
75,משה שרת 2,84.9,"2022","1100000",2407-42-19,דירה בבית קומות,4,ראשונה
76,יסמין 5,222,"2022","3390000",2422-11-1,קוטג' דו משפחתי,6,ראשונה
77,הוורדים 10,87.7,"2022","1415000",2422-54-30,דירה בבית קומות,4,שניה
78,ז'בוטינסקי 10,93.4,"2022","1110000",2407-49-12,דירה בבית קומות,4,שלישית
79,ז'בוטינסקי 8,32,"2022","524000",2422-41-17,חנות,לא ידוע,ראשונה
80,השושנים 2,68.55,"2022","1450000",2422-53-2,דירה בבית קומות,3,קרקע
81,הורדים 21,76,"2022","1300000",2422-71-12,דירה בבית קומות,4,שלישית
82,ז'בוטינסקי 2,95,"2022","1275000",2422-1-7,דירה בבית קומות,4,שניה
83,ז'בוטינסקי 8,1182,"2022","180000",2422-41-0,חנות,לא ידוע,שניה
84,בן גוריון 7,71,"2022","1120000",2407-26-21,דירה בבית קומות,4,שלישית
85,משה שרת 7,76.2,"2022","980000",2407-36-9,דירה בבית קומות,3,קרקע
86,השושנים 10,63.2,"2022","1360000",2422-70-1,דירה בבית קומות,3,קרקע
87,ז'בוטינסקי 4,99.3,"2022","1180000",2422-2-9,דירה בבית קומות,4,שלישית
88,משה שרת 2,44.8,"2022","870000",2407-42-25,דירה בבית קומות,3,קרקע
89,משה שרת 2,44.8,"2022","690000",2407-42-23,דירה בבית קומות,3,שלישית
90,השושנים 5,64.02,"2022","970000",2422-94-14,דירה בבית קומות,3,שניה
91,השושנים 12,88.1,"2022","1270000",2422-70-35,דירה בבית קומות,4,חמישית ושישית
92,הורדים 5,95.37,"2022","1175000",2422-47-32,דירה בבית קומות,4,שלישית + רביעית
93,השושנים 10,72.4,"2022","1035000",2422-70-11,דירה בבית קומות,3,שניה
94,הוורדים 11,82,"2022","1250000",2422-73-13,דירת גג,4,שלישית
95,משה שרת 13,81.3,"2022","895000",2407-40-23,דירה בבית קומות,3,שלישית
96,הורדים 23,62,"2022","1250000",2422-71-39,דירה בבית קומות,4,חמישית
97,הורדים 5,67.03,"2022","860000",2422-47-28,דירה בבית קומות,3,שניה
98,משה שרת 2,45.5,"2022","735000",2407-42-3,דירה בבית קומות,3,ראשונה
99,השושנים 12,84.5,"2022","1180000",2422-70-22,דירה בבית קומות,4,ראשונה
