Area Name,Area ID,Type
"אל-בוסתאן","6540136","Street"
"א-ס'באח","6540702","Street"
"כאנון א-ת'אני","6540212","Street"
"אל-אדיב","6540611","Street"
"אל-עווד","6540679","Street"
"א-נעים","6540116","Street"
"א-נח'יל","6540221","Street"
"א-סיידה עאאישה","6540689","Street"
"א-סרוב","6540238","Street"
"טריק אל-מטלה","6540374","Street"
"טריק אל-עדאסה","6540368","Street"
"אל-יאקות","6540358","Street"
"טריק ח'לת א-שלח","6540365","Street"
"טריק בין א-דורוב","6540375","Street"
"אל-ג'ילאני","6540384","Street"
"תאופיק זיאד","6540707","Street"
"מוסא בן נוס'יר","6540705","Street"
"טריק אל-קטאיין","6540367","Street"
"אל-ארז","6540390","Street"
"טריק סתאלין","6540376","Street"
"טריק אל-מזר'מתה","6540371","Street"
"א-שעב","6540380","Street"
"טריק אל-מפאח'יר","6540373","Street"
"סחלב","6540386","Street"
"מרים","6540173","Street"
"אל-ערבי","6540389","Street"
"אל-פווארס","6540318","Street"
"א-ניל","6540188","Street"
"א-רביע","6540131","Street"
"אל-מונתזה","6540141","Street"
"אל-חורש","6540377","Street"
"אל-בלוט","6540382","Street"
"אל-בורה","6540296","Street"
"אל-ברקוק","6540388","Street"
"אל-עסל","6540385","Street"
"אילול","6540316","Street"
"אל-מכתבה","6540383","Street"
"טריק א-ריחאנה","6540378","Street"
"טריק ס'דר אל-ערוס","6540372","Street"
"א-ס'דיק","6540657","Street"
"א-נג'ם","6540379","Street"
"אל-אס'מעי","6540359","Street"
"עין חוד","6540307","Street"
"א-תקווא","6540699","Street"
"אל-עלם","6540129","Street"
"א-נח'לה","6540112","Street"
"אל-ואדי","6540602","Street"
"א-סיכה","6540265","Street"
"א-רומאן","6540604","Street"
"אל-ענב","6540605","Street"
"מכה אל-מכרמה","6540140","Street"
"א-נבי אדם","6540391","Street"
"א-שמס","6540235","Street"
"אל-עדאלה","6540639","Street"
"אבו עוביידה","6540656","Street"
"אל-אמל","6540179","Street"
"א-ס'פס'אף","6540608","Street"
"רביע אל-אוול","6540253","Street"
"א-נס'ר","6540649","Street"
"אל-ועד","6540688","Street"
"א-סרווה","6540632","Street"
"א-נזהה","6540603","Street"
"אל-את'יר","6540638","Street"
"אל-בס'ה","6540356","Street"
"עאבר א-נזאזה","6540625","Street"
"אל-עזבה","6540615","Street"
"אל-פרדוס","6540643","Street"
"א-תין","6540614","Street"
"מרג' אבן עאמר","6540624","Street"
"חוש ברדק","6540292","Street"
"אל-כוות'ר","6540612","Street"
"ג'מאדי אל-אוול","6540105","Street"
"זריף א-טול","6540634","Street"
"א-רשאד","6540645","Street"
"א-ס'אפי","6540610","Street"
"אל-מראעי","6540696","Street"
"ואדי אל-חמאם","6540623","Street"
"א-נהר","6540621","Street"
"א-סבע","6540606","Street"
"אל-ענדליב","6540348","Street"
"אום אל-בס'ל","6540340","Street"
"אל-מראח","6540335","Street"
"א-ס'פא","6540613","Street"
"א-זערורה","6540363","Street"
"אל-ג'נה","6540698","Street"
"סונבולה","6540659","Street"
