city,neighborhood,transaction_id,address,area_sqm,transaction_date,transaction_price,block,property_type,rooms,price_per_sqm
ירושלים,גבעת הורדים-רסקו,103,שמעוני 43,31,2023,858000,30122-70-11,דירה בבית,2,27677
ירושלים,גבעת הורדים-רסקו,104,הפלמח 40,59,2023,2625000,30024-134-21,דירה בבית,3,44492
ירושלים,גבעת הורדים-רסקו,105,הטייסים 27,48,2023,760000,30121-116-7,דירה בבית,3,15833
ירושלים,גבעת הורדים-רסקו,106,טשרניחובסקי 72,30,2023,1840000,30122-71-2,דירה בבית,2,61333
ירושלים,גבעת הורדים-רסקו,107,טשרניחובסקי 35,105,2023,3585800,30121-123-6,דירה בבית,4,34150
ירושלים,גבעת הורדים-רסקו,108,הטייסים 16,108,2023,3333300,30121-73-4,דירה בבית,5,30864
ירושלים,גבעת הורדים-רסקו,109,0,88,2023,2848400,30121-20-30,דירה בבית,3,32368
ירושלים,גבעת הורדים-רסקו,110,הפלמח 48,150.2,2023,6538000,30121-145-13,דירה בבית,5,43529
ירושלים,גבעת הורדים-רסקו,112,הרב הרצוג 35,54,2023,1880000,30024-9-6,דירה בבית,3,34815
ירושלים,גבעת הורדים-רסקו,113,הפלמח 75,120,2023,4050000,30185-74-1,דירה בבית,4,33750
ירושלים,גבעת הורדים-רסקו,114,טשרניחובסקי 74,68,2023,2440000,30122-74-12,דירה בבית,3,35882
ירושלים,גבעת הורדים-רסקו,115,שמעוני 54,86,2023,1172000,30122-59-8,דירה בבית,3,13628
ירושלים,גבעת הורדים-רסקו,116,שמעוני 45,124,2023,4041000,30122-75-12,דירה בבית,5,32589
ירושלים,גבעת הורדים-רסקו,117,יצחק קצנלסון 5,137.85,2023,4848400,30185-175-9,דירה בבית,5,35172
ירושלים,גבעת הורדים-רסקו,118,טשרניחובסקי 54,54.3,2023,2850000,30185-40-4,דירה בבית,3,52486
ירושלים,גבעת הורדים-רסקו,119,הטייסים 41,73,2023,1200000,30185-67-2,דירה בבית,3,16438
ירושלים,גבעת הורדים-רסקו,120,הרב הרצוג 83,41,2023,2030000,30185-141-3,דירה בבית,2,49512
ירושלים,גבעת הורדים-רסקו,121,הפלמח 66,50,2023,1970000,30185-157-13,דירה בבית,2,39400
ירושלים,גבעת הורדים-רסקו,122,טשרניחובסקי 36,81,2023,3100000,30121-23-8,דירה בבית,3.5,38272
ירושלים,גבעת הורדים-רסקו,123,שמעוני 26,43.68,2023,2325000,30185-16-1,דירה בבית,3,53228
ירושלים,גבעת הורדים-רסקו,124,טשרניחובסקי 40,76,2023,3900000,30121-31-3,דירה בבית,4,51316
ירושלים,גבעת הורדים-רסקו,125,העולה 2,112,2023,3500000,30185-181-26,דירה בבית,5,31250
ירושלים,גבעת הורדים-רסקו,126,הורקניה 27,94,2023,2676700,30122-39-6,דירה בבית,4,28476
ירושלים,גבעת הורדים-רסקו,127,הרב הרצוג 43,82,2023,2750000,30024-1-8,דירה בבית,4,33537
ירושלים,גבעת הורדים-רסקו,128,שמעוני 45,127,2023,4139000,30122-75-13,דירה בבית,5,32591
ירושלים,גבעת הורדים-רסקו,129,אלוף שמחוני 4,95,2023,4180000,30024-77-12,דירה בבית,3.5,44000
ירושלים,גבעת הורדים-רסקו,130,הטייסים 41,26,2023,1350000,30185-67-6,דירה בבית,1,51923
ירושלים,גבעת הורדים-רסקו,132,יצחק קצנלסון 1,53.71,2023,2940000,30185-103-8,דירה בבית,3,54738
ירושלים,גבעת הורדים-רסקו,133,אהרוני 6,86,2023,3900000,30185-87-2,דירה בבית,4,45349
ירושלים,גבעת הורדים-רסקו,134,שמעוני 50,82,2023,2700000,30122-61-3,דירה בבית,4,32927
ירושלים,גבעת הורדים-רסקו,135,טשרניחובסקי 27,65,2023,2620000,30121-68-7,דירה בבית,3,40308
ירושלים,גבעת הורדים-רסקו,136,הטייסים 22,67,2023,3000000,30121-66-6,דירה בבית,3,44776
ירושלים,גבעת הורדים-רסקו,137,נילי 2,68,2023,3160000,30024-146-5,דירה בבית,3,46471
ירושלים,גבעת הורדים-רסקו,138,נילי 12,63,2023,1900000,30024-224-2,דירה בבית,2.5,30159
ירושלים,גבעת הורדים-רסקו,139,טשרניחובסקי 18,124,2023,3295000,30121-3-14,דירה בבית,5,26573
ירושלים,גבעת הורדים-רסקו,140,המעפילים 4,25.6,2023,890000,30185-88-6,דירה בבית,2,34766
ירושלים,גבעת הורדים-רסקו,141,הרב הרצוג 81,51.24,2023,2700000,30185-141-29,דירה בבית,3,52693
ירושלים,גבעת הורדים-רסקו,142,טשרניחובסקי 34,85,2023,3150000,30121-22-10,דירה בבית,4,37059
ירושלים,גבעת הורדים-רסקו,143,טשרניחובסקי 74,68,2023,2310000,30122-74-18,דירה בבית,3,33971
ירושלים,גבעת הורדים-רסקו,144,הורקניה 25,50,2023,2260000,30122-38-11,דירה בבית,3.5,45200
ירושלים,גבעת הורדים-רסקו,145,0,276,2023,5700000,30122-116-1,דירה בבית,6,20652
ירושלים,גבעת הורדים-רסקו,147,טשרניחובסקי 23,85,2023,3373700,30121-72-8,דירה בבית,4,39691
