מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
19,סיני 9,120,2023,1450000,10678-143-25,דירה בבית,5,12083
20,סיני 11,103,2023,1730000,10678-143-30,דירה בבית,5,16796
21,0,125.8,2023,900000,12540-60-78,דירה בבית,5,7154
22,הפלמח 23,94.26,2023,1670000,12701-5-9,דירה בבית,4,17717
23,השחרור 3,107.04,2023,1875000,12701-1-17,דירה בבית,5,17517
24,הרצל 8,158,2023,2300000,10676-22-2,דירה בבית,5,14557
