מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","הפלמ"ח 25","104","21/04/2024","2458000","6288-264-1","קוטג' חד משפחתי","3","ראשונה"
2,ברוך שרוני 14,228.8,"2023","6150000",6288-211-1,דירה בבית קומות,6,מרתף קרקע וראשונה
3,שמחה הולצברג 12,175,"2023","6700000",6288-293-1,קוטג' דו משפחתי,7,ראשונה
4,יהושע גיבשטיין 36,206,"2023","5050000",6288-279-1,קוטג' דו משפחתי,6,ראשונה
5,0,394,"2023","5100000",6288-355-2,קרקע למגורים,לא ידוע,לא ידוע
6,קירז'נר 5,97,"2022","4300000",6288-21-1,קרקע למגורים,לא ידוע,לא ידוע
7,שקולניק 10,338,"2022","6425000",6288-298-2,קוטג' דו משפחתי,6,ראשונה
8,0,1885,"2022","1925000",6288-46-1,קרקע למגורים,לא ידוע,לא ידוע
9,צדוק ומלכה כמוס 26,1180,"2022","10500000",6288-4-2,קרקע למגורים,לא ידוע,לא ידוע
10,0,3789,"2022","6969000",6288-10-2,ללא תיכנון,לא ידוע,לא ידוע
11,0,3798,"2022","7400000",6288-10-1,קרקע למגורים,לא ידוע,לא ידוע
12,שלמה עראקי 31,346.09,"2021","8500000",6288-327-1,קוטג' דו משפחתי,7,מרתף, קרקע, ראשונה
13,0,232,"2021","9000000",6288-349-1,לא ידוע,6,ראשונה
14,0,7890,"2021","3375000",6288-355-1,ללא תיכנון,לא ידוע,לא ידוע
15,שלמה עראקי 13,1500,"2021","4554000",6288-32-3,קרקע למגורים,לא ידוע,לא ידוע
16,שלמה עראקי 13,750,"2021","5350000",6288-32-1,קרקע למגורים,לא ידוע,לא ידוע
17,יהושע גיבשטיין 74,207,"2021","4000000",6288-313-1,דירה בבית קומות,6,ראשונה
18,0,373,"2021","2860000",6288-356-1,קרקע למגורים,לא ידוע,לא ידוע
19,חיים בן אפרים 9,256.7,"2020","4825000",6288-215-2,קוטג' דו משפחתי,7,קרקע וראשונה
20,שלמה עראקי 36,209,"2020","3800000",6288-300-3,קוטג' דו משפחתי,6,מרתף קרקע וראשונה
21,0,45,"2020","280000",6288-34-1,ללא תיכנון,לא ידוע,לא ידוע
22,0,823,"2020","4760000",6288-348-1,קרקע למגורים,לא ידוע,לא ידוע
