מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
1,עוזיאל 126,102,"2025","3801000",6157-563-7,דירה בבית קומות,4,ראשונה
2,עוזיאל 126,85,"2025","3484000",6157-563-12,דירה בבית קומות,4,חמישית
3,עוזיאל 142,124,"2025","4426000",6156-269-7,דירה בבית קומות,5,חמישית
4,עוזיאל 142,77.58,"2025","4200000",6156-269-1,דירה בבית קומות,4.5,מרתף
5,עוזיאל 120,90,"2025","2940000",6157-567-15,דירה בבית קומות,4,רביעית
6,יוסף צבי 65,120,"2025","3980000",6156-238-3,דירה בבית קומות,5,ראשונה
7,עוזיאל 128,92,"2025","4275000",6157-560-2,דירה בבית קומות,4,רביעית
8,הפורצים 2,71.68,"2024","2900000",6157-497-20,דירה בבית קומות,3,ראשונה
9,עוזיאל 142,159,"2024","6850000",6156-269-8,דירה בבית קומות,5,שישית
10,עוזיאל 142,581,"2024","807000",6156-269-0,קומבינציה,לא ידוע,לא ידוע
11,גדעון 36,72.8,"2024","2675000",6157-497-73,דירה בבית קומות,3.5,ראשונה
12,עוזיאל 142,61.16,"2024","3606000",6156-269-5,דירה בבית קומות,4,ראשונה
13,לויטה 16,73.5,"2024","366000",6157-495-1,קרקע למגורים,4,קרקע
14,מרדכי 30,320,"2024","10900000",6157-330-1,קוטג' חד משפחתי,5,ראשונה
15,גדעון 22,76,"2024","2500000",6157-336-4,דירה בבית קומות,4,ראשונה
16,קיש 1,514,"2024","7050000",6157-451-1,קרקע למגורים,לא ידוע,לא ידוע
17,יוסף צבי 36,74,"2024","715000",6157-545-2,קרקע למגורים,לא ידוע,קרקע
18,עוזיאל 130,56,"2024","2100000",6157-461-12,דירה בבית קומות,3,שניה
19,עוזיאל 130,47.5,"2024","1800000",6157-461-13,דירה בבית קומות,2,שניה
20,גדעון 8,132,"2024","4950000",6157-396-1,קוטג' חד משפחתי,6,ראשונה
21,קיש 17,122,"2024","2350000",6157-478-1,קרקע למגורים,לא ידוע,לא ידוע
22,עוזיאל 122,לא ידוע,"2024","56000",6157-573-2,חנות,לא ידוע,עמודים
23,גדעון 36,72.8,"2024","2733000",6157-497-97,דירה בבית קומות,4,שביעית
24,גדעון 16,67.9,"2023","145000",6157-339-4,קרקע למגורים,לא ידוע,ראשונה
25,עוזיאל 142,118,"2023","4306000",6156-269-9,דירה בבית קומות,5,רביעית
26,עוזיאל 142,124,"2023","1000000",6156-269-10,דירה בבית קומות,5,רביעית
27,יצחק רבין 62,67.74,"2023","1100000",6156-249-5,דירה בבית קומות,3,שניה
28,עוזיאל 142,118,"2023","4100000",6156-269-11,דירה בבית קומות,5,חמישית
29,שער הגיא 1,71.68,"2023","2860000",6157-497-8,דירה בבית קומות,3,שניה
30,עוזיאל 146,60.09,"2023","2350000",6156-271-3,דירה בבית קומות,3,ראשונה
31,מרדכי 14,104,"2023","10000000",6157-416-2,קרקע למגורים,לא ידוע,לא ידוע
32,גדעון 36,72.2,"2023","1150000",6157-497-79,דירה בבית קומות,4,שניה
33,מרדכי 18,379,"2023","17800000",6157-398-1,קוטג' חד משפחתי,7,ראשונה
34,דוד בן גוריון 255,46,"2022","2100000",6157-322-6,דירה בבית קומות,2,ראשונה
35,שער הגיא 3,73.28,"2022","820000",6157-497-41,דירה בבית קומות,3,שלישית
36,יוסף צבי 8,129,"2022","9350000",6157-381-1,קרקע למגורים,לא ידוע,לא ידוע
37,יפתח 8,29,"2022","870000",6157-345-2,חנות,לא ידוע,קרקע
38,הפורצים 1,95.4,"2022","2600000",6157-323-8,דירה בבית קומות,4,שניה
39,מרדכי 17,121,"2022","375000",6157-431-2,קרקע למגורים,לא ידוע,לא ידוע
40,קיש 25,107,"2022","8400000",6157-474-2,קרקע למגורים,לא ידוע,לא ידוע
41,מרדכי 14,100,"2022","1273000",6157-416-1,קרקע למגורים,לא ידוע,לא ידוע
42,0,לא ידוע,"2022","2969000",6157-379-1,מגורים,לא ידוע,לא ידוע
43,גדעון 5,לא ידוע,"2022","664000",6157-378-2,קרקע למגורים,לא ידוע,לא ידוע
44,גדעון 5,לא ידוע,"2022","636000",6157-378-4,קרקע למגורים,לא ידוע,לא ידוע
45,גדעון 5,110,"2022","1000000",6157-378-3,דירה בבית קומות,1,ראשונה
46,עוזיאל 122,95.37,"2022","2940000",6157-573-17,דירה בבית קומות,4,קומה ‎3‏
47,גדעון 36,לא ידוע,"2022","504000",6157-497-70,משרד,לא ידוע,ביניים
48,יוסף צבי 13,505,"2022","1320000",6157-405-1,קרקע למגורים,לא ידוע,לא ידוע
49,עוזיאל 116,81.61,"2022","2525200",6157-345-16,דירה בבית קומות,4,שניה
50,עוזיאל 138,60.78,"2022","2065000",6156-237-3,דירה בבית קומות,3,קרקע
51,יוסף צבי 45,114,"2022","2260000",6157-487-1,קרקע למגורים,לא ידוע,לא ידוע
52,הפורצים 2,71.68,"2022","539000",6157-497-31,דירה בבית קומות,3,רביעית
53,אירנה סנדלר 7,77,"2022","2640000",6157-334-6,דירה בבית קומות,4,שלישית
54,עוזיאל 130,28,"2022","1510000",6157-461-5,דירה בבית קומות,2,עמודים
55,יפתח 8,73.5,"2022","215000",6157-345-10,קרקע למגורים,לא ידוע,ראשונה
56,0,108,"2021","410000",6157-467-1,קומבינציה,לא ידוע,לא ידוע
57,דוד בן גוריון 253,73,"2021","2600000",6157-321-15,דירה בבית קומות,4,חמישית
58,גדעון 36,72.2,"2021","2100000",6157-497-76,דירה בבית קומות,4,ראשונה
59,יפתח 8,127.12,"2021","2700000",6157-345-12,דירה בבית קומות,5,ראשונה, שניה
60,דוד בן גוריון 247,47.38,"2021","1876000",6157-318-2,דירת גן,3,קרקע
61,גדעון 36,72.2,"2021","2191000",6157-497-80,דירה בבית קומות,4,שניה
62,יפתח 6,71.22,"2021","2150000",6157-351-2,קוטג' דו משפחתי,4,קרקע
63,עוזיאל 128,100,"2021","650000",6157-560-43,דירה בבית קומות,4,רביעית
64,מרדכי 11,246,"2021","3300000",6157-448-1,קרקע למגורים,לא ידוע,לא ידוע
65,גדעון 36,27.52,"2021","350000",6157-497-63,חנות,לא ידוע,קרקע
66,אירנה סנדלר 5,51,"2021","1590000",6157-333-3,דירה בבית קומות,2,שניה
67,גדעון 34,93.38,"2021","1900000",6157-497-60,קרקע למגורים,4,ראשונה ושניה
68,שער הגיא 3,71.68,"2020","1750000",6157-497-35,דירה בבית קומות,3,ראשונה
69,קיש 6,73,"2020","3800000",6157-443-2,קרקע למגורים,לא ידוע,ראשונה
70,עוזיאל 120,101,"2020","2175000",6157-567-6,דירה בבית קומות,4,ראשונה
71,גדעון 20,49,"2020","1760000",6157-337-5,דירה בבית קומות,2,ראשונה
72,גדעון 14,161.32,"2020","1834000",6157-354-1,קוטג' חד משפחתי,5,קרקע וראשונה
73,יפתח 8,45,"2020","703000",6157-345-5,משרד,לא ידוע,קרקע
74,קיש 7,600,"2020","6420000",6157-454-1,מגורים,לא ידוע,לא ידוע
75,גדעון 36,72.2,"2020","2020000",6157-497-99,דירה בבית קומות,4.5,שביעית
76,עוזיאל 128,99,"2020","2604000",6157-560-41,דירה בבית קומות,4,שביעית
77,גדעון 36,25.51,"2020","760000",6157-497-67,חנות,לא ידוע,קרקע
78,הפורצים 2,71.68,"2020","1935000",6157-497-28,דירה בבית קומות,3,שלישית
79,דוד בן גוריון 253,53.1,"2020","1959500",6157-321-5,דירה בבית קומות,3,שניה
80,אירנה סנדלר 7,77,"2019","2000000",6157-334-2,דירה בבית קומות,3.5,ראשונה
81,יוסף צבי 35,70.4,"2019","4050500",6157-536-1,דירה בבית קומות,3,קרקע
82,עוזיאל 120,95,"2019","2030000",6157-567-12,דירה בבית קומות,4,שניה
83,גדעון 36,72.8,"2019","2000000",6157-497-81,דירה בבית קומות,4,שלישית
84,גדעון 36,72.2,"2019","2305000",6157-497-88,דירה בבית קומות,4,רביעית
85,עוזיאל 120,104,"2019","2110000",6157-567-16,דירה בבית קומות,4,רביעית
86,עוזיאל 120,98,"2019","2150000",6157-567-7,דירה בבית קומות,3.5,רביעית
87,עוזיאל 120,216,"2019","3700000",6157-567-17,דירה בבית קומות,5.5,לא ידוע
88,עוזיאל 120,98,"2019","2070000",6157-567-11,דירה בבית קומות,4,שניה
89,עוזיאל 120,158,"2019","3900000",6157-567-18,דירה בבית קומות,5.5,חמישית
90,דוד בן גוריון 253,73,"2018","2275000",6157-321-6,דירה בבית קומות,4,שניה
91,אירנה סנדלר 5,51,"2018","1550000",6157-333-4,דירה בבית קומות,2.5,שניה
92,עוזיאל 120,100,"2018","1122000",6157-567-20,דירה בבית קומות,4,רביעית
93,קיש 9,659,"2018","6300000",6157-455-0,קוטג' דו משפחתי,7,לא ידוע
94,עוזיאל 120,100,"2018","2000000",6157-567-21,דירה בבית קומות,4,שלישית
95,גדעון 20,49,"2018","1420000",6157-337-8,דירה בבית קומות,2,שניה
96,גדעון 36,77.95,"2018","2818000",6157-497-61,משרד,לא ידוע,קרקע
97,גדעון 36,31.2,"2018","1018000",6157-497-62,משרד,לא ידוע,קרקע
98,גדעון 36,27.52,"2018","2618000",6157-497-64,חנות,לא ידוע,קרקע
99,יפתח 8,100.66,"2018","950000",6157-345-24,דירה בבית קומות,4,שניה
100,עוזיאל 136,80.2,"2018","1675000",6157-555-4,דירה בבית קומות,3,ראשונה
101,יפתח 8,73.5,"2018","1450000",6157-345-11,דירה בבית קומות,3,ראשונה
102,עוזיאל 126,44.5,"2018","1625000",6157-563-3,דירה בבית קומות,3,קרקע
103,עוזיאל 128,79,"2018","2330579",6157-560-6,דירה בבית קומות,4,קומה ‎1‏
104,עוזיאל 120,95,"2018","2180000",6157-567-13,דירה,4,שניה
105,הפורצים 2,71.68,"2018","600000",6157-497-23,דירה בבית קומות,3,שניה
106,אירנה סנדלר 9,53,"2018","1650000",6157-335-2,דירה בבית קומות,3,ראשונה
107,עוזיאל 116,99.64,"2018","1375000",6157-345-20,דירה בבית קומות,5,רביעית, חמישית
108,גדעון 9,362,"2018","6620000",6157-376-2,בית בודד,7,לא ידוע
109,עוזיאל 128,111,"2017","2403000",6157-560-37,דירה בבית קומות,4,שישית
110,עוזיאל 128,97,"2017","2384000",6157-560-35,דירה בבית קומות,4,שביעית
111,גדעון 36,72.2,"2017","2365000",6157-497-83,דירה בבית קומות,4,שלישית
112,יוסף צבי 66,76.1,"2017","4000000",6156-268-1,קוטג' טורי,4,קרקע
113,יצחק רבין 58,67.51,"2017","3924000",6156-251-3,דירה בבית קומות,3,קרקע
114,עוזיאל 122,163,"2017","3600000",6157-573-18,דירה בבית קומות,5,חמישית
115,עוזיאל 128,76,"2017","2199000",6157-560-31,דירה בבית קומות,3,שמינית
