מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,פתח תקווה,כפר גנים ב,יטקובסקי אחים 5,110.04,2025,3130000,6714-106-7,דירה בבית,4,28444
3,פתח תקווה,כפר גנים ב,מיכל לייב כץ 66,86.06,2025,2500000,6714-260-5,דירה בבית,4,29050
4,פתח תקווה,כפר גנים ב,יצחק בן צבי 15,88.24,2025,1950000,6715-239-5,דירה בבית,4,22099
5,פתח תקווה,כפר גנים ב,הנשיאים 48,90.42,2025,2990000,6714-360-2,דירה בבית,5,33068
7,פתח תקווה,כפר גנים ב,מיכל לייב כץ 94,116.6,2025,2550000,6715-567-64,דירה בבית,4,21870
8,פתח תקווה,כפר גנים ב,מיכל לייב כץ 94,132.05,2025,3050000,6715-567-58,דירה בבית,5,23097
9,פתח תקווה,כפר גנים ב,מיכל לייב כץ 94,116.25,2025,2450000,6715-567-220,דירה בבית,4,21075
10,פתח תקווה,כפר גנים ב,מיכל לייב כץ 94,117.1,2025,2550000,6715-567-8,דירה בבית,4,21776
12,פתח תקווה,כפר גנים ב,מיכל לייב כץ 94,128.55,2025,2655000,6715-567-297,דירה בבית,4,20653
13,פתח תקווה,כפר גנים ב,הנשיאים 46,77.65,2025,2160000,6714-351-5,דירה בבית,3.5,27817
14,פתח תקווה,כפר גנים ב,הנשיאים 47,113,2025,2900000,6714-265-1,דירה בבית,4.5,25664
15,פתח תקווה,כפר גנים ב,יד הבנים 4,73.3,2025,2120000,6714-565-2,דירה בבית,3,28922
16,פתח תקווה,כפר גנים ב,מיכל לייב כץ 94,128.55,2025,2680000,6715-567-282,דירה בבית,4,20848
17,פתח תקווה,כפר גנים ב,מאיר מקליס 5,100.68,2025,2440000,6714-532-15,דירה בבית,4,24235
19,פתח תקווה,כפר גנים ב,הנשיאים 49,120,2025,3070000,6714-265-2,דירה בבית,5,25583
20,פתח תקווה,כפר גנים ב,הנשיאים 65,62.73,2025,1820000,6714-271-4,דירה בבית,3,29013
21,פתח תקווה,כפר גנים ב,הנשיאים 50,102,2025,3150000,6714-342-16,דירה בבית,4,30882
22,פתח תקווה,כפר גנים ב,מיכל לייב כץ 88,110,2025,2800000,6715-191-17,דירה בבית,5,25455
25,פתח תקווה,כפר גנים ב,מיכל לייב כץ 94,155.5,2025,2900000,6715-567-257,דירה בבית,5.5,18650
26,פתח תקווה,כפר גנים ב,מיכל לייב כץ 88,110,2025,2840000,6715-191-18,דירה בבית,5,25818
27,פתח תקווה,כפר גנים ב,צבי סטרכילביץ 6,84,2025,2606000,6715-203-4,דירה בבית,4,31024
28,פתח תקווה,כפר גנים ב,מאיר מקליס 10,96.67,2025,2620000,6714-447-5,דירה בבית,4,27103
29,פתח תקווה,כפר גנים ב,מיכל לייב כץ 94,170.5,2025,4070000,6715-567-359,דירה בבית,5,23871
30,פתח תקווה,כפר גנים ב,זליג בס 7,103.39,2025,2950000,6714-520-16,דירה בבית,4,28533
31,פתח תקווה,כפר גנים ב,בן צבי יצחק 19,74.6,2024,2085000,6715-192-2,דירה בבית,3.5,27949
33,פתח תקווה,כפר גנים ב,צבי סטרכילביץ 6,84,2024,2186000,6715-203-3,דירה בבית,4,26024
34,פתח תקווה,כפר גנים ב,הנשיאים 49,101,2024,2750000,6714-265-3,דירה בבית,4,27228
35,פתח תקווה,כפר גנים ב,מיכל לייב כץ 62,87,2024,2000000,6714-302-6,דירה בבית,3.5,22989
36,פתח תקווה,כפר גנים ב,מיכל לייב כץ 58,100.41,2024,2230000,6714-382-11,דירה בבית,4,22209
