מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,חיפה,קרית חיים מערבית,חפצי בה 1,105,2025,1780000,11567-105-2,דירה בבית,4,16952
2,חיפה,קרית חיים מערבית,ורבורג 9,47,2025,1025000,11572-212-8,דירה בבית,3,21809
3,חיפה,קרית חיים מערבית,דגניה 42,38.5,2025,1250000,11567-529-50,דירה בבית,2,32468
4,חיפה,קרית חיים מערבית,דגניה 57,36,2025,1170000,11567-555-3,דירה בבית,2.5,32500
5,חיפה,קרית חיים מערבית,הקונגרס 63,160,2025,2700000,11567-382-2,קוטג' דו משפחתי,5,16875
6,חיפה,קרית חיים מערבית,יוסף בוסל 61,100,2025,2200000,11566-213-2,דירה בבית,4,22000
7,חיפה,קרית חיים מערבית,טרומן 52,61.64,2025,1560000,11567-652-5,דירה בבית,3,25308
8,חיפה,קרית חיים מערבית,משמר העמק 2,51.2,2025,1055000,11567-640-12,דירה בבית,3,20605
10,חיפה,קרית חיים מערבית,טרומן 26,61.3,2025,1450000,11567-661-27,דירה בבית,3,23654
11,חיפה,קרית חיים מערבית,שדה בוקר 7,65.59,2025,1320000,11567-667-7,דירה בבית,3,20125
13,חיפה,קרית חיים מערבית,דגניה 51,52.72,2025,1270000,11567-558-3,דירה בבית,3,24090
14,חיפה,קרית חיים מערבית,מחל 1,42,2025,450000,11566-261-10,דירה בבית,3,10714
15,חיפה,קרית חיים מערבית,מחל 39,45.2,2025,1325000,11567-594-30,דירה בבית,3,29314
16,חיפה,קרית חיים מערבית,מחל 31,43.73,2025,1420000,11567-598-19,דירה בבית,3,32472
17,חיפה,קרית חיים מערבית,מחל 33,42,2025,1300000,11567-597-11,דירה בבית,3,30952
18,חיפה,קרית חיים מערבית,זלמן ארן 48,150,2025,2450000,11567-35-3,דירה בבית,6,16333
19,חיפה,קרית חיים מערבית,דגניה 44,39.25,2025,1150000,11567-529-81,דירה בבית,2,29299
20,חיפה,קרית חיים מערבית,אברבנאל 15,83,2025,850000,11572-192-7,דירה בבית,4,10241
21,חיפה,קרית חיים מערבית,דגניה 25,36.5,2025,1000000,11571-141-39,דירה בבית,2,27397
22,חיפה,קרית חיים מערבית,אברבנאל 59,57,2025,909000,11567-537-5,דירה בבית,3,15947
23,חיפה,קרית חיים מערבית,כברי 6,61.3,2025,1180000,11572-239-7,דירה בבית,3,19250
24,חיפה,קרית חיים מערבית,הארזים 5,70,2025,1460000,11571-128-3,דירה בבית,3,20857
25,חיפה,קרית חיים מערבית,מחל 9,49,2025,1060000,11567-624-8,דירה בבית,3,21633
26,חיפה,קרית חיים מערבית,מחל 13,49,2025,1130000,11567-620-6,דירה בבית,3,23061
27,חיפה,קרית חיים מערבית,מחל 27,42,2025,1265000,11567-600-8,דירה בבית,3,30119
28,חיפה,קרית חיים מערבית,בית אלפא 13,95,2025,1250000,11567-351-3,דירה בבית,4,13158
29,חיפה,קרית חיים מערבית,ורבורג 11,47,2025,980000,11572-213-7,דירה בבית,3,20851
30,חיפה,קרית חיים מערבית,מחל 41,101,2025,2748000,11567-593-27,דירה בבית,4,27208
31,חיפה,קרית חיים מערבית,יוסף בוסל 65,200,2025,2900000,11567-163-2,דירה בבית,5,14500
32,חיפה,קרית חיים מערבית,דגניה 15,49.7,2025,1080000,11571-169-10,דירה בבית,3,21730
33,חיפה,קרית חיים מערבית,דגניה 47,52.72,2025,1230000,11567-560-21,דירה בבית,3,23331
34,חיפה,קרית חיים מערבית,מחל 27,42,2025,1215000,11567-600-20,דירה בבית,3,28929
35,חיפה,קרית חיים מערבית,דגניה 56,39.4,2025,517000,11567-541-8,דירה בבית,2,13122
36,חיפה,קרית חיים מערבית,דגניה 49,52.72,2025,1200000,11567-559-23,דירה בבית,3,22762
37,חיפה,קרית חיים מערבית,שדה בוקר 9,60.8,2025,1480000,11567-665-7,דירה בבית,3,24342
41,חיפה,קרית חיים מערבית,ארן זלמן 40,99.54,2025,2820000,11567-36-3,דירה בבית,5,28330
42,חיפה,קרית חיים מערבית,דגניה 15,49.7,2025,1100000,11571-169-11,דירה בבית,3,22133
43,חיפה,קרית חיים מערבית,אנה פרנק 29,73.54,2025,1180000,11572-80-5,דירה בבית,3.5,16046
44,חיפה,קרית חיים מערבית,טרומן 46,60.1,2025,1363600,11567-653-30,דירה בבית,3,22689
45,חיפה,קרית חיים מערבית,בן ציון ישראלי 35,84,2025,1330000,11567-70-5,דירה בבית,5,15833
46,חיפה,קרית חיים מערבית,דגניה 23,36.5,2025,1070000,11571-142-34,דירה בבית,2,29315
47,חיפה,קרית חיים מערבית,דגניה 41,36,2025,1100000,11567-564-8,דירה בבית,2,30556
49,חיפה,קרית חיים מערבית,דגניה 51,52.72,2025,1300000,11567-558-20,דירה בבית,3,24659
50,חיפה,קרית חיים מערבית,בן ציון ישראלי 29,101,2025,1500000,11567-67-2,דירה בבית,4,14851
51,חיפה,קרית חיים מערבית,דגניה 25,36.5,2025,980000,11571-141-4,דירה בבית,2,26849
52,חיפה,קרית חיים מערבית,דגניה 42,26,2025,850000,11567-529-58,דירה בבית,2,32692
53,חיפה,קרית חיים מערבית,שדה בוקר 11,92,2025,1440000,11567-664-18,דירה בבית,5,15652
55,חיפה,קרית חיים מערבית,מחל 15,49,2024,210000,11567-618-9,דירה בבית,3,4286
56,חיפה,קרית חיים מערבית,מחל 35,42,2024,1200000,11567-596-5,דירה בבית,3,28571
58,חיפה,קרית חיים מערבית,הקונגרס 75,81,2024,2000000,11567-378-1,קוטג' דו משפחתי,4,24691
59,חיפה,קרית חיים מערבית,דגניה 44,38,2024,1180000,11567-529-97,דירה בבית,1.5,31053
60,חיפה,קרית חיים מערבית,דגניה 5,45.57,2024,1060000,11573-5-28,דירה בבית,3,23261
61,חיפה,קרית חיים מערבית,בן ציון ישראלי 5,100,2024,1285000,11567-535-5,דירה בבית,4,12850
62,חיפה,קרית חיים מערבית,דגניה 5,42.79,2024,1000000,11573-5-9,דירה בבית,3,23370
65,חיפה,קרית חיים מערבית,דגניה 40,38.5,2024,1170000,11567-529-38,דירה בבית,2,30390
66,חיפה,קרית חיים מערבית,דגניה 47,52.72,2024,1100000,11567-560-7,דירה בבית,3,20865
67,חיפה,קרית חיים מערבית,מחל 39,97,2024,2067000,11567-594-41,דירה בבית,4,21309
68,חיפה,קרית חיים מערבית,דגניה 44,39.25,2024,1070000,11567-529-70,דירה בבית,2,27261
69,חיפה,קרית חיים מערבית,מחל 9,49,2024,1100000,11567-624-3,דירה בבית,3,22449
70,חיפה,קרית חיים מערבית,מחל 37,45.2,2024,1320000,11567-595-8,דירה בבית,3,29204
