מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,אשקלון,מרינה,0,35,2025,870000,1938-32-157,דירת נופש,1.5,24857
2,אשקלון,מרינה,מודיעין 6,103.94,2025,2360000,1940-64-8,דירה בבית,4,22705
4,אשקלון,מרינה,בת גלים 3,37,2025,900000,1938-428-4,דירה בבית,2,24324
5,אשקלון,מרינה,יפה נוף 4,102.1,2025,1950000,1940-69-7,דירה בבית,5,19099
6,אשקלון,מרינה,מודיעין 5,147,2025,3200000,1940-68-115,דירה בבית,5,21769
7,אשקלון,מרינה,מודיעין 5,147,2025,3210000,1940-68-116,דירה בבית,5,21837
8,אשקלון,מרינה,0,109,2025,2510000,1938-20-43,דירה בבית,4,23028
9,אשקלון,מרינה,בת גלים 3,40,2025,1150000,1938-428-5,דירה בבית,2,28750
10,אשקלון,מרינה,בת גלים 1,33,2025,930000,1938-438-12,דירה בבית,2,28182
11,אשקלון,מרינה,מודיעין 11,129.5,2025,2760000,1940-65-18,דירה בבית,5,21313
14,אשקלון,מרינה,0,60,2025,1250000,1938-147-28,דירה בבית,2,20833
15,אשקלון,מרינה,0,52,2025,1100000,1938-157-1,דירה בבית,3,21154
16,אשקלון,מרינה,הנמל 3,47,2025,850000,1938-424-81,דירה בבית,2,18085
17,אשקלון,מרינה,0,130,2025,2300000,1938-441-3,דירה בבית,4,17692
18,אשקלון,מרינה,בת גלים 1,65,2025,1160000,1938-438-10,דירה בבית,3,17846
19,אשקלון,מרינה,בת גלים 1,44,2025,1000000,1938-438-9,דירה בבית,2,22727
20,אשקלון,מרינה,בת גלים 1,56,2025,1036000,1938-438-13,דירה בבית,3,18500
21,אשקלון,מרינה,0,50,2024,1260000,1938-32-159,דירה בבית,2,25200
22,אשקלון,מרינה,מודיעין 5,122,2024,2350000,1940-68-117,דירה בבית,4,19262
24,אשקלון,מרינה,0,35,2024,900000,1938-32-161,דירה בבית,2,25714
25,אשקלון,מרינה,0,57,2024,1180000,1938-157-2,דירה בבית,3,20702
26,אשקלון,מרינה,בת גלים 1,78,2024,1200000,1938-438-14,דירה בבית,3,15385
27,אשקלון,מרינה,מודיעין 5,150,2024,3350000,1940-68-119,דירה בבית,5,22333
29,אשקלון,מרינה,מודיעין 5,88,2024,1720000,1940-68-120,דירה בבית,3,19545
30,אשקלון,מרינה,בת גלים 1,58,2024,960000,1938-438-8,דירה בבית,3,16552
31,אשקלון,מרינה,רבי רפאל אנקווה 8,270,2024,5225000,1938-211-1,קוטג' דו משפחתי,5,19352
32,אשקלון,מרינה,0,128,2024,2180000,1938-20-44,דירה בבית,4,17031
33,אשקלון,מרינה,מודיעין 5,107,2024,2900000,1938-432-6,דירה בבית,4,27103
34,אשקלון,מרינה,מודיעין 6,103.94,2024,2400000,1940-64-9,דירה בבית,4,23090
36,אשקלון,מרינה,גולני 11,42,2024,1180000,1938-134-20,דירה בבית,2,28095
37,אשקלון,מרינה,מודיעין 5,116,2024,2060000,1940-68-114,דירה בבית,4,17759
38,אשקלון,מרינה,0,33,2024,900000,1938-32-163,דירה בבית,2,27273
40,אשקלון,מרינה,בת גלים 1,40,2024,900000,1938-438-7,דירה בבית,2,22500
41,אשקלון,מרינה,0,47,2024,1225000,1938-32-165,דירה בבית,3,26064
42,אשקלון,מרינה,בת גלים 1,70,2024,1600000,1938-438-6,דירה בבית,3,22857
43,אשקלון,מרינה,מודיעין 5,254,2024,7000000,1940-68-121,דירה בבית,5,27559
44,אשקלון,מרינה,0,39,2024,400000,1938-32-166,דירה בבית,2,10256
45,אשקלון,מרינה,0,75,2024,1930000,1938-147-29,דירה בבית,3,25733
46,אשקלון,מרינה,הנמל 3,44,2024,1000000,1938-424-82,דירה בבית,2,22727
49,אשקלון,מרינה,מודיעין 11,99.4,2024,2050000,1940-65-16,דירה בבית,4,20624
50,אשקלון,מרינה,מודיעין 5,89,2024,1820000,1940-68-122,דירה בבית,3,20449
52,אשקלון,מרינה,מודיעין 5,88,2024,1925000,1940-68-123,דירה בבית,3,21875
53,אשקלון,מרינה,הנמל 3,144,2024,3790000,1938-424-84,דירה בבית,5,26319
55,אשקלון,מרינה,0,88,2024,2075000,1938-147-30,דירה בבית,4,23580
56,אשקלון,מרינה,0,109,2024,2270000,1938-20-46,דירה בבית,4,20826
57,אשקלון,מרינה,0,109,2024,2480000,1938-20-47,דירה בבית,4,22752
58,אשקלון,מרינה,הנמל 3,146,2024,3500000,1938-424-85,דירה בבית,5,23973
61,אשקלון,מרינה,0,107,2024,2350000,1938-20-48,דירה בבית,4,21963
62,אשקלון,מרינה,0,42,2024,720000,1938-32-168,דירה בבית,2,17143
63,אשקלון,מרינה,גולני 11,42,2024,940000,1938-134-21,דירת נופש,2,22381
