מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,חיפה,רמת בגין,אידר 14,88.14,2025,1687000,10785-87-2,דירה בבית,4,19140
2,חיפה,רמת בגין,משה סורוקה 33,110,2025,2900000,10797-72-9,דירה בבית,5,26364
3,חיפה,רמת בגין,אברהם קריב 3,91.42,2025,2955000,10797-19-4,דירה בבית,5,32323
4,חיפה,רמת בגין,אידר 18,144,2025,4100000,10797-131-7,דירה בבית,5,28472
8,חיפה,רמת בגין,היסמין 2,94.15,2025,1845000,10796-157-39,דירה בבית,4,19596
12,חיפה,רמת בגין,משה סורוקה 51,150.79,2025,3170000,10796-150-7,דירה בבית,6,21023
13,חיפה,רמת בגין,ליונל ווטסון 10,113.2,2025,2600000,10797-38-3,דירה בבית,4,22968
15,חיפה,רמת בגין,ליונל ווטסון 16,100,2025,2450000,10797-35-1,דירה בבית,4.5,24500
17,חיפה,רמת בגין,ליונל ווטסון 5,117.9,2025,2600000,10797-51-3,דירה בבית,5,22053
18,חיפה,רמת בגין,משה סורוקה 27,89.63,2025,2680000,10797-69-8,דירה בבית,4,29901
19,חיפה,רמת בגין,היסמין 2,107.3,2025,1620000,10796-157-4,דירה בבית,5,15098
21,חיפה,רמת בגין,היסמין 2,162.79,2025,3600000,10796-157-170,קוטג' דו משפחתי,7,22114
22,חיפה,רמת בגין,בני ברית 12,94.3,2025,2940000,10796-95-3,דירה בבית,4,31177
24,חיפה,רמת בגין,שימקין 12,93.92,2025,1800000,10797-90-9,דירה בבית,3,19165
25,חיפה,רמת בגין,שימקין 1,94.65,2025,2000000,10797-149-36,דירה בבית,4,21130
26,חיפה,רמת בגין,אבא חושי 8,111.9,2025,2315000,10797-46-2,דירה בבית,5,20688
27,חיפה,רמת בגין,אריה כרוך 2,134.54,2025,2875000,10796-90-3,דירה בבית,5,21369
28,חיפה,רמת בגין,היסמין 2,98.74,2025,1660000,10796-157-105,דירה בבית,4,16812
29,חיפה,רמת בגין,שימקין 34,93.12,2025,1545000,10797-79-13,דירה בבית,4,16591
30,חיפה,רמת בגין,ליונל ווטסון 13,95.3,2025,2690000,10797-55-7,דירה בבית,4,28227
32,חיפה,רמת בגין,ליונל ווטסון 16,87.6,2025,1870000,10797-35-2,דירה בבית,3.5,21347
33,חיפה,רמת בגין,ליונל ווטסון 10,104.4,2024,2560000,10797-38-27,דירה בבית,5,24521
34,חיפה,רמת בגין,אידר 17,184.4,2024,4500000,10785-28-4,קוטג' חד משפחתי,7,24403
35,חיפה,רמת בגין,אידר 47,92.3,2024,2000000,10797-103-10,דירה בבית,4,21668
36,חיפה,רמת בגין,משה סורוקה 51,158.09,2024,2940000,10796-150-9,דירה בבית,5,18597
37,חיפה,רמת בגין,צבי בן יעקב 4,105.29,2024,1475000,10796-126-4,דירה בבית,4,14009
38,חיפה,רמת בגין,אבא חושי 20,82.76,2024,1830000,10798-50-4,דירה בבית,4,22112
39,חיפה,רמת בגין,ג'ניה טברסקי 1,109.11,2024,2400000,10796-148-32,דירה בבית,4,21996
41,חיפה,רמת בגין,ליונל ווטסון 20,115.9,2024,2550000,10797-33-5,דירה בבית,4,22002
42,חיפה,רמת בגין,היסמין 2,155.59,2024,298000,10796-157-135,דירה בבית,5,1915
43,חיפה,רמת בגין,אבא חושי 20,129.73,2024,2400000,10798-50-11,דירה בבית,5,18500
46,חיפה,רמת בגין,חורב 34,110.78,2024,1760000,10785-7-10,דירה בבית,6,15887
47,חיפה,רמת בגין,ג'ניה טברסקי 9,114.92,2024,3330000,10796-148-6,דירה בבית,5,28977
48,חיפה,רמת בגין,אידר 15,115,2024,3253000,10785-24-7,דירה בבית,5,28287
49,חיפה,רמת בגין,אלתרמן 3,51,2024,1525000,10798-44-1,דירה בבית,3,29902
50,חיפה,רמת בגין,אידר 46,93.4,2024,2315000,10795-3-8,דירה בבית,5,24786
52,חיפה,רמת בגין,בני ברית 14,111.93,2024,2300000,10796-94-5,דירה בבית,5,20549
53,חיפה,רמת בגין,משה סורוקה 49,113.16,2024,2300000,10796-149-10,דירה בבית,4,20325
55,חיפה,רמת בגין,אידר 44,92.2,2024,450000,10795-2-2,דירה בבית,3,4881
60,חיפה,רמת בגין,הרב אסף דוד 10,129.29,2024,3500000,10796-72-3,דירה בבית,5,27071
61,חיפה,רמת בגין,משה סורוקה 25,92,2024,1665000,10797-68-6,דירה בבית,4,18098
62,חיפה,רמת בגין,שימקין 7,52.24,2024,1550000,10797-17-1,דירה בבית,3,29671
63,חיפה,רמת בגין,היסמין 2,101.63,2024,1868600,10796-157-80,דירה בבית,4,18386
65,חיפה,רמת בגין,ליונל ווטסון 4,90.1,2024,2150000,10797-41-3,דירה בבית,4.5,23862
67,חיפה,רמת בגין,שימקין 3,96.09,2024,1780000,10797-149-2,דירה בבית,4,18524
68,חיפה,רמת בגין,בני ברית 6,187,2024,3200000,10796-98-3,דירה בבית,5,17112
69,חיפה,רמת בגין,ליונל ווטסון 11,88.7,2024,2280000,10797-54-3,דירה בבית,3,25705
70,חיפה,רמת בגין,משה סורוקה 11,91.7,2024,2100000,10797-61-5,דירה בבית,4,22901
71,חיפה,רמת בגין,ליונל ווטסון 4,100.2,2024,2300000,10797-41-15,דירה בבית,4,22954
72,חיפה,רמת בגין,אורי צבי גרינברג 19,137.2,2024,3200000,10796-88-3,דירה בבית,5,23324
73,חיפה,רמת בגין,אבא חושי 6,135,2024,117000,10797-45-5,דירה בבית,5,867
74,חיפה,רמת בגין,אידר 48,110,2024,1500000,10795-4-4,דירה בבית,4,13636
75,חיפה,רמת בגין,היסמין 2,109.26,2024,1820000,10796-157-55,דירה בבית,4,16658
76,חיפה,רמת בגין,ליונל ווטסון 3,130,2024,3100000,10797-50-8,דירה בבית,5,23846
77,חיפה,רמת בגין,משה סורוקה 27,89.91,2024,2350000,10797-69-4,דירה בבית,4,26137
78,חיפה,רמת בגין,שימקין 29,85.8,2024,1535000,10797-31-5,דירה בבית,3,17890
80,חיפה,רמת בגין,משה סורוקה 25,90.6,2024,1770000,10797-68-2,דירה בבית,4,19536
83,חיפה,רמת בגין,שימקין 34,93.12,2024,1450000,10797-79-6,דירה בבית,4,15571
87,חיפה,רמת בגין,ליונל ווטסון 9,138,2024,3250000,10797-53-11,דירה בבית,6,23551
88,חיפה,רמת בגין,משה סורוקה 8,90.9,2024,1875000,10797-58-7,דירה בבית,4,20627
90,חיפה,רמת בגין,חורב 64,81,2024,1955000,10785-86-1,דירה בבית,4,24136
91,חיפה,רמת בגין,היסמין 2,110.42,2024,1700000,10796-157-67,דירה בבית,4,15396
93,חיפה,רמת בגין,אידר 47,89.9,2024,1780000,10797-103-4,דירה בבית,4,19800
94,חיפה,רמת בגין,הרב אסף דוד 10,146.02,2024,3100000,10796-72-8,דירה בבית,6,21230
95,חיפה,רמת בגין,ליונל ווטסון 12,99.5,2024,2830000,10797-37-3,דירה בבית,5,28442
97,חיפה,רמת בגין,אידר 47,92.85,2024,1850000,10797-103-3,דירה בבית,4,19925
98,חיפה,רמת בגין,משה סורוקה 19,158.7,2024,3600000,10797-65-3,דירה בבית,6,22684
99,חיפה,רמת בגין,היסמין 2,96.94,2023,1835000,10796-157-84,דירה בבית,4,18929
100,חיפה,רמת בגין,אידר 60,84.9,2023,2138000,10797-158-3,דירה בבית,4,25183
101,חיפה,רמת בגין,אידר 44,92.8,2023,1730000,10795-2-9,דירה בבית,4,18642
102,חיפה,רמת בגין,ליונל ווטסון 9,98.5,2023,2200000,10797-53-1,דירה בבית,5,22335
103,חיפה,רמת בגין,אידר 56,88.2,2023,1660000,10797-156-5,דירה בבית,4,18821
105,חיפה,רמת בגין,שימקין 5,110.9,2023,2120000,10797-15-5,דירה בבית,5,19116
106,חיפה,רמת בגין,שימקין 1,97.79,2023,2080000,10797-149-27,דירה בבית,4,21270
112,חיפה,רמת בגין,משה סורוקה 29,82.3,2023,1618000,10797-70-7,דירה בבית,4,19660
113,חיפה,רמת בגין,אברהם קריב 5,125.9,2023,2420000,10797-20-1,דירה בבית,5,19222
114,חיפה,רמת בגין,אידר 51,87.6,2023,1765000,10797-105-1,דירה בבית,4,20148
