מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,כפר סבא,אליעזר,אצג 14,307,2024,2842000,6431-390-1,קוטג' דו משפחתי,6.5,9257
4,כפר סבא,אליעזר,0,460,2024,9500000,7595-211-1,דירה בבית,1,20652
5,כפר סבא,אליעזר,לסל 8,172,2024,4370000,7595-207-1,קוטג' חד משפחתי,6,25407
6,כפר סבא,אליעזר,לסל 8,116,2024,755000,7595-206-1,קוטג' חד משפחתי,4,6509
8,כפר סבא,אליעזר,עגנון 2,430,2023,14000000,6431-111-3,קוטג' חד משפחתי,8,32558
9,כפר סבא,אליעזר,לסל 9,590,2023,8700000,7595-183-2,קוטג' חד משפחתי,6,14746
10,כפר סבא,אליעזר,אזר 11,65,2023,750000,6431-178-1,דירה בבית,2,11538
12,כפר סבא,אליעזר,שלום עליכם 25,78,2022,1715000,7595-75-1,דירה בבית,3,21987
13,כפר סבא,אליעזר,הס 16,314,2022,8100000,6431-111-2,קוטג' חד משפחתי,8,25796
15,כפר סבא,אליעזר,פרישמן 2,289,2022,347000,6431-387-2,קוטג' חד משפחתי,7,1201
17,כפר סבא,אליעזר,0,233,2022,3500000,7595-83-1,דירה בבית,9,15021
19,כפר סבא,אליעזר,אזר 3,264,2021,6100000,6431-401-2,קוטג' דו משפחתי,6,23106
20,כפר סבא,אליעזר,יבנאלי 3,210,2021,505000,6431-320-1,דירה בבית,7,2405
22,כפר סבא,אליעזר,שלום עליכם 11,271.26,2021,7670000,7595-82-3,קוטג' חד משפחתי,6,28275
23,כפר סבא,אליעזר,איתמר בן אבי 3,263,2021,5200000,6431-319-2,קוטג' דו משפחתי,6,19772
25,כפר סבא,אליעזר,אזר 5,175.65,2021,3650000,6431-181-1,קוטג' דו משפחתי,7,20780
26,כפר סבא,אליעזר,הס 5,245,2021,1555000,6431-442-2,קוטג' חד משפחתי,7,6347
31,כפר סבא,אליעזר,אבא קובנר 13,116,2020,3100000,6431-91-2,קוטג' דו משפחתי,4,26724
33,כפר סבא,אליעזר,איתמר בן אבי 3,275,2020,3765000,6431-319-1,דירה בבית,6.5,13691
34,כפר סבא,אליעזר,אבא קובנר 11,257,2020,4000000,6431-90-1,קוטג' דו משפחתי,6,15564
35,כפר סבא,אליעזר,טשרניחובסקי 100,280,2020,4400000,7595-102-2,דירה בבית,7,15714
36,כפר סבא,אליעזר,איתמר בן אבי 7,264,2020,3510000,6431-321-2,קוטג' דו משפחתי,6,13295
37,כפר סבא,אליעזר,אזר 35,104,2020,3000000,6431-120-1,דירה בבית,5,28846
40,כפר סבא,אליעזר,לאה גולדברג 11,379,2018,6749000,7595-137-2,קוטג' חד משפחתי,8,17807
42,כפר סבא,אליעזר,הס 9,288,2017,6125000,6431-100-2,קוטג' דו משפחתי,6,21267
43,כפר סבא,אליעזר,שלום עליכם 1,134,2017,4100000,7595-88-1,קוטג' דו משפחתי,2.5,30597
44,כפר סבא,אליעזר,אזר 31,80,2016,184000,6431-118-2,קוטג' דו משפחתי,3,2300
45,כפר סבא,אליעזר,פרישמן 3,193,2016,3050000,7595-121-2,דירה בבית,7,15803
46,כפר סבא,אליעזר,יבנאלי 2,215,2016,3450000,6431-316-1,דירה בבית,6,16047
48,כפר סבא,אליעזר,שלום עליכם 16,370,2015,6750000,7595-137-1,קוטג' חד משפחתי,5,18243
49,כפר סבא,אליעזר,טשרניחובסקי 100,278,2015,4649000,7595-102-1,דירה בבית,7,16723
50,כפר סבא,אליעזר,פרץ 30,210,2015,4350000,6431-58-1,קוטג' דו משפחתי,7,20714
51,כפר סבא,אליעזר,פרץ 11,65.23,2015,900000,6431-430-1,דירה בבית,4,13797
