מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
2,ירושלים,מחנה יהודה,0,29,2025,1320000,30044-219-2,דירה בבית,2,45517
3,ירושלים,מחנה יהודה,0,32.9,2025,1400000,30044-50-5,דירה בבית,2,42553
4,ירושלים,מחנה יהודה,0,66,2025,2700000,30044-364-7,דירה בבית,3,40909
5,ירושלים,מחנה יהודה,0,71,2025,3000000,30071-57-47,דירה בבית,3,42254
6,ירושלים,מחנה יהודה,0,88,2025,4425000,30047-38-1,דירה בבית,3,50284
7,ירושלים,מחנה יהודה,0,26.42,2025,1225000,30048-93-2,דירה בבית,1,46366
9,ירושלים,מחנה יהודה,0,50,2025,2536000,30044-63-1,דירה בבית,3,50720
10,ירושלים,מחנה יהודה,אליהו סלמן 4,47,2025,1550000,30044-301-1,דירה בבית,2,32979
11,ירושלים,מחנה יהודה,0,87,2025,3200000,30044-295-1,דירה בבית,3,36782
12,ירושלים,מחנה יהודה,ביבאס 24,80,2025,4200000,30044-142-1,דירה בבית,4,52500
13,ירושלים,מחנה יהודה,0,83.7,2025,3800000,30045-51-1,דירה בבית,4,45400
14,ירושלים,מחנה יהודה,0,46.45,2025,2100000,30044-366-4,דירה בבית,2,45210
17,ירושלים,מחנה יהודה,0,58,2025,2600000,30044-285-6,דירה בבית,3,44828
19,ירושלים,מחנה יהודה,0,133,2025,6600000,30045-199-1,דירה בבית,6,49624
20,ירושלים,מחנה יהודה,0,48,2025,1630000,30074-432-20,דירה בבית,2,33958
21,ירושלים,מחנה יהודה,0,97.8,2025,3500000,30045-173-4,דירה בבית,3,35787
22,ירושלים,מחנה יהודה,0,78,2025,3700000,30071-116-12,דירה בבית,3,47436
23,ירושלים,מחנה יהודה,0,111.15,2025,4626000,30074-449-96,דירה בבית,4,41619
26,ירושלים,מחנה יהודה,0,124.9,2025,4300000,30044-53-8,דירה בבית,5,34428
28,ירושלים,מחנה יהודה,0,79.6,2025,4040000,30074-449-109,דירה בבית,3,50754
32,ירושלים,מחנה יהודה,0,133.8,2024,6350000,30047-19-4,דירת גן,6,47459
33,ירושלים,מחנה יהודה,0,45.19,2024,470000,30044-324-3,דירה בבית,2,10401
36,ירושלים,מחנה יהודה,0,60.65,2024,2560000,30044-261-4,דירה בבית,3,42209
39,ירושלים,מחנה יהודה,0,78.4,2024,3620000,30046-16-5,דירה בבית,4,46173
40,ירושלים,מחנה יהודה,הכרמל 9,102,2024,5450000,30046-63-1,דירה בבית,3,53431
41,ירושלים,מחנה יהודה,0,45.2,2024,2150000,30044-307-5,דירה בבית,3,47566
44,ירושלים,מחנה יהודה,0,59.8,2024,1450000,30046-1-9,דירה בבית,3,24247
45,ירושלים,מחנה יהודה,0,230,2024,4426345,30048-60-3,דירה בבית,1,19245
47,ירושלים,מחנה יהודה,0,103,2024,4200000,30044-81-2,דירה בבית,4,40777
48,ירושלים,מחנה יהודה,0,106,2024,4020000,30045-81-1,דירה בבית,1,37925
51,ירושלים,מחנה יהודה,0,112,2024,5350000,30046-125-1,דירה בבית,4,47768
53,ירושלים,מחנה יהודה,0,33,2024,1950000,30044-219-4,דירה בבית,2,59091
54,ירושלים,מחנה יהודה,0,48,2024,875000,30074-431-17,דירה בבית,2,18229
55,ירושלים,מחנה יהודה,נהר פרת 13,55,2024,3150000,30044-369-1,דירת גן,3,57273
56,ירושלים,מחנה יהודה,0,41.5,2024,1700000,30046-158-2,דירה בבית,1,40964
58,ירושלים,מחנה יהודה,0,100.5,2024,2325000,30074-449-150,דירה בבית,4,23134
59,ירושלים,מחנה יהודה,0,22,2024,1100000,30044-273-5,דירה בבית,1,50000
60,ירושלים,מחנה יהודה,0,111.15,2024,4850000,30074-449-140,דירה בבית,4,43635
61,ירושלים,מחנה יהודה,0,39.2,2024,2000000,30045-280-6,דירה בבית,2,51020
62,ירושלים,מחנה יהודה,0,52,2024,3038000,30044-121-5,קוטג' חד משפחתי,2,58423
63,ירושלים,מחנה יהודה,בצלאל 28,51,2024,2770000,31421-12-25,דירה בבית,3,54314
65,ירושלים,מחנה יהודה,0,22.35,2024,850000,30048-93-7,דירה בבית,1,38031
67,ירושלים,מחנה יהודה,0,42,2024,1470000,30044-246-1,דירה בבית,2,35000
70,ירושלים,מחנה יהודה,אליהו סלמן 4,84,2024,2700000,30044-301-6,דירה בבית,4,32143
71,ירושלים,מחנה יהודה,0,31.87,2024,1250000,30048-93-6,דירה בבית,1,39222
74,ירושלים,מחנה יהודה,אגריפס 74,68,2024,2520000,30073-88-5,דירה בבית,3,37059
75,ירושלים,מחנה יהודה,0,44,2024,2135000,30044-370-6,דירה בבית,2,48523
79,ירושלים,מחנה יהודה,גבעון 3,42,2024,1333000,30045-281-1,דירה בבית,2,31738
80,ירושלים,מחנה יהודה,הדאייה 11,62,2024,787000,30044-75-1,דירה בבית,4,12694
81,ירושלים,מחנה יהודה,0,126.15,2024,742000,30074-449-157,דירה בבית,5,5882
83,ירושלים,מחנה יהודה,ניסים בכר 24,35,2024,2030000,30045-76-1,דירה בבית,1,58000
86,ירושלים,מחנה יהודה,0,37.5,2024,1760000,30044-226-7,דירה בבית,3,46933
88,ירושלים,מחנה יהודה,0,29.2,2024,1490000,30047-22-3,דירה בבית,1,51027
89,ירושלים,מחנה יהודה,0,37,2024,1620000,30044-315-1,דירה בבית,2,43784
90,ירושלים,מחנה יהודה,0,99.8,2024,3740000,30044-226-8,דירה בבית,4,37475
92,ירושלים,מחנה יהודה,0,111,2024,4850000,30074-449-128,דירה בבית,4,43694
93,ירושלים,מחנה יהודה,סוכת שלום 15,48,2024,1900000,30048-46-1,דירה בבית,2,39583
94,ירושלים,מחנה יהודה,0,96,2024,4000000,30071-143-3,דירה בבית,4,41667
95,ירושלים,מחנה יהודה,0,44.55,2024,2310000,30074-449-70,דירה בבית,3,51852
96,ירושלים,מחנה יהודה,0,89,2024,3750000,30044-79-1,דירת גן,3,42135
97,ירושלים,מחנה יהודה,0,100.5,2024,4500000,30074-449-126,דירה בבית,4,44776
99,ירושלים,מחנה יהודה,0,33.5,2024,1780000,30048-104-3,דירה בבית,2,53134
100,ירושלים,מחנה יהודה,0,56.3,2024,474000,30047-5-14,דירה בבית,3,8419
102,ירושלים,מחנה יהודה,בית יעקב 5,64,2024,2450000,30073-77-9,דירה בבית,3,38281
104,ירושלים,מחנה יהודה,0,126.2,2024,6550000,30074-449-113,דירה בבית,4,51902
105,ירושלים,מחנה יהודה,0,60,2024,226000,30071-141-9,דירה בבית,3,3767
106,ירושלים,מחנה יהודה,0,44,2024,1730000,30046-14-3,דירה בבית,3,39318
108,ירושלים,מחנה יהודה,0,53.4,2024,2600000,30044-279-11,דירה בבית,3,48689
109,ירושלים,מחנה יהודה,0,112,2024,4000000,30046-125-2,דירה בבית,4,35714
110,ירושלים,מחנה יהודה,0,104,2023,4282000,30074-507-81,דירה בבית,5,41173
112,ירושלים,מחנה יהודה,0,57.4,2023,1564000,30046-1-8,דירה בבית,3,27247
113,ירושלים,מחנה יהודה,0,50.1,2023,438000,30046-1-11,דירה בבית,3,8743
115,ירושלים,מחנה יהודה,האשכול 6,68,2023,408000,30073-81-16,דירה בבית,3,6000
118,ירושלים,מחנה יהודה,0,33.86,2023,190000,30071-145-1,דירה בבית,2.5,5611
119,ירושלים,מחנה יהודה,0,51.1,2023,380000,30071-145-11,דירה בבית,2.5,7436
120,ירושלים,מחנה יהודה,0,60,2023,2832000,30074-49-10,דירה בבית,3,47200
122,ירושלים,מחנה יהודה,0,100.5,2023,4350000,30074-449-118,דירה בבית,4,43284
123,ירושלים,מחנה יהודה,0,111.15,2023,4700000,30074-449-116,דירה בבית,4,42285
124,ירושלים,מחנה יהודה,0,47,2023,700000,30071-113-8,דירה בבית,2,14894
125,ירושלים,מחנה יהודה,0,84,2023,4050000,30074-507-76,דירה בבית,3,48214
128,ירושלים,מחנה יהודה,0,45,2023,2500000,30074-507-82,דירה בבית,2,55556
132,ירושלים,מחנה יהודה,0,50.9,2023,1900000,30045-198-4,דירה בבית,3,37328
133,ירושלים,מחנה יהודה,0,42.8,2023,142000,30044-316-1,דירה בבית,2,3318
134,ירושלים,מחנה יהודה,ניסים בכר 24,83,2023,3200000,30045-76-2,דירה בבית,4,38554
137,ירושלים,מחנה יהודה,0,61,2023,2350000,30044-83-4,דירה בבית,3,38525
138,ירושלים,מחנה יהודה,0,33.5,2023,1500000,30044-83-1,דירה בבית,3,44776
139,ירושלים,מחנה יהודה,0,26.4,2023,900000,30044-83-2,דירה בבית,2,34091
140,ירושלים,מחנה יהודה,0,63,2023,2000000,30044-83-3,דירה בבית,3,31746
141,ירושלים,מחנה יהודה,0,53,2023,2900000,30074-409-57,דירה בבית,2,54717
142,ירושלים,מחנה יהודה,0,42.3,2023,2150000,30074-449-86,דירה בבית,2,50827
143,ירושלים,מחנה יהודה,0,103.8,2023,4400000,30074-449-67,דירה בבית,4,42389
144,ירושלים,מחנה יהודה,אגריפס 76,65,2023,2525200,30073-87-6,דירה בבית,3,38849
146,ירושלים,מחנה יהודה,0,44,2023,1825000,30074-49-13,דירה בבית,2,41477
147,ירושלים,מחנה יהודה,0,70,2023,2250000,30044-164-1,דירה בבית,3,32143
148,ירושלים,מחנה יהודה,0,55,2023,1060000,30044-273-1,דירה בבית,1,19273
150,ירושלים,מחנה יהודה,0,63.55,2023,301000,30071-142-2,דירה בבית,3,4736
151,ירושלים,מחנה יהודה,0,43.2,2023,1600000,30044-327-1,דירה בבית,2,37037
152,ירושלים,מחנה יהודה,השקמה 2,42,2023,563000,30073-83-9,דירה בבית,2,13405
153,ירושלים,מחנה יהודה,0,46.3,2023,1500000,30046-15-4,דירה בבית,2,32397
154,ירושלים,מחנה יהודה,0,39.6,2023,1950000,30046-15-2,דירה בבית,2,49242
155,ירושלים,מחנה יהודה,0,62.5,2023,1550000,30046-15-3,דירה בבית,2,24800
157,ירושלים,מחנה יהודה,0,53.1,2023,700000,30046-15-8,דירה בבית,2,13183
158,ירושלים,מחנה יהודה,0,45.5,2023,600000,30046-15-7,דירה בבית,2,13187
159,ירושלים,מחנה יהודה,0,41.1,2023,2400000,30046-15-1,דירה בבית,2,58394
160,ירושלים,מחנה יהודה,0,103.8,2023,1850000,30074-449-49,דירה בבית,4,17823
161,ירושלים,מחנה יהודה,0,32,2023,1510000,30044-246-2,דירה בבית,2,47188
162,ירושלים,מחנה יהודה,0,32.1,2023,1580000,30045-84-2,דירה בבית,2,49221
163,ירושלים,מחנה יהודה,0,59,2023,2063000,30044-328-2,דירה בבית,3,34966
164,ירושלים,מחנה יהודה,0,60,2023,2311000,30044-328-3,דירה בבית,2,38517
165,ירושלים,מחנה יהודה,0,72,2023,2525000,30044-328-1,דירה בבית,3,35069
169,ירושלים,מחנה יהודה,0,57,2023,722000,30046-48-1,דירה בבית,3,12667
171,ירושלים,מחנה יהודה,0,126.05,2023,5025000,30074-449-117,דירה בבית,5,39865
172,ירושלים,מחנה יהודה,0,125.5,2023,3820000,30045-37-4,דירה בבית,5,30438
174,ירושלים,מחנה יהודה,0,78,2023,749000,30044-160-1,דירה בבית,3,9603
176,ירושלים,מחנה יהודה,0,41,2023,333000,30044-325-2,דירה בבית,2,8122
177,ירושלים,מחנה יהודה,0,65.71,2023,1900000,30048-93-1,דירה בבית,3,28915
178,ירושלים,מחנה יהודה,0,38,2023,1790000,30044-197-6,דירה בבית,2,47105
180,ירושלים,מחנה יהודה,נהר פרת 20,31,2023,1475000,30044-284-2,דירה בבית,1,47581
181,ירושלים,מחנה יהודה,0,35,2023,1760000,30045-103-2,דירה בבית,2,50286
182,ירושלים,מחנה יהודה,0,66,2023,1900000,30045-246-1,דירה בבית,4,28788
