מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,ירושלים,רוממה,שמגר 16,82,2025,2800000,30079-178-17,דירה בבית,4,34146
2,ירושלים,רוממה,0,75.8,2025,3750000,30236-182-123,דירה בבית,3,49472
3,ירושלים,רוממה,זיכרון יעקב 12,96,2025,4050000,30234-53-46,דירה בבית,4,42188
4,ירושלים,רוממה,פתח תקווה 7,87.3,2025,3675000,30236-87-53,דירה בבית,3,42096
5,ירושלים,רוממה,פתח תקווה 7,87,2025,3168000,30236-87-49,דירה בבית,4,36414
8,ירושלים,רוממה,פנים מאירות 2,67.84,2025,3530000,30234-74-15,דירה בבית,3,52034
9,ירושלים,רוממה,שמגר 10,105,2025,4756000,30079-213-326,דירה בבית,4,45295
10,ירושלים,רוממה,שמגר 10,190,2025,2500000,30079-213-325,דירה בבית,5,13158
11,ירושלים,רוממה,הרב יוסף גבאי 15,90.5,2025,4666000,30234-76-20,דירה בבית,4,51558
12,ירושלים,רוממה,שרי ישראל 12,41,2025,2280000,30075-188-1,דירה בבית,2,55610
13,ירושלים,רוממה,0,73.01,2025,3475000,30077-154-43,דירה בבית,3,47596
14,ירושלים,רוממה,תכלת מרדכי 15,87.52,2025,4500000,30236-118-16,דירה בבית,3,51417
16,ירושלים,רוממה,אור אלחנן 12,105,2025,5000000,30236-179-137,דירה בבית,5,47619
18,ירושלים,רוממה,המג 26,65.9,2025,3600000,30235-127-10,דירה בבית,4,54628
27,ירושלים,רוממה,זיכרון יעקב 13,51.7,2025,3250000,30234-61-3,דירה בבית,3,62863
28,ירושלים,רוממה,0,61,2025,2076000,30909-5-91,דירה בבית,2,34033
30,ירושלים,רוממה,מנחת יצחק 8,109,2025,6200000,30079-167-52,דירה בבית,4,56881
31,ירושלים,רוממה,המג 20,113,2025,5150000,30235-133-34,דירה בבית,6,45575
33,ירושלים,רוממה,פנים מאירות 14,95.62,2024,6486900,30234-67-22,דירה בבית,6,67840
34,ירושלים,רוממה,0,28.7,2024,1800000,30236-182-133,דירה בבית,2,62718
35,ירושלים,רוממה,שמגר 10,105,2024,5200000,30079-213-324,דירה בבית,4,49524
36,ירושלים,רוממה,פתח תקווה 5,66.2,2024,4450000,30236-87-40,דירה בבית,3,67221
38,ירושלים,רוממה,שמגר 21,130,2024,6050000,30236-146-159,דירה בבית,4,46538
39,ירושלים,רוממה,0,96.16,2024,4000000,30077-154-133,דירה בבית,4,41597
40,ירושלים,רוממה,פנים מאירות 7,66.61,2024,4336700,30234-80-6,דירה בבית,3,65106
42,ירושלים,רוממה,שמגר 10,354,2024,15782000,30079-213-327,דירה בבית,7,44582
44,ירושלים,רוממה,פתח תקווה 9,67.4,2024,4500000,30236-87-97,דירה בבית,3,66766
46,ירושלים,רוממה,מנחת יצחק 16,154,2024,9500000,30079-172-44,דירה בבית,7,61688
47,ירושלים,רוממה,המג 30,88,2024,4150000,30234-49-17,דירה בבית,5,47159
48,ירושלים,רוממה,אור אלחנן 12,102.8,2024,5420000,30236-179-136,דירה בבית,5,52724
49,ירושלים,רוממה,0,51,2024,1658000,30909-5-93,דירה בבית,2,32510
50,ירושלים,רוממה,המג 35,51.7,2024,1600000,30234-15-18,דירה בבית,3,30948
51,ירושלים,רוממה,פנים מאירות 10,72.83,2024,3500000,30234-69-7,דירה בבית,4,48057
53,ירושלים,רוממה,0,90.21,2024,4450000,30077-154-106,דירה בבית,4,49329
54,ירושלים,רוממה,חירם 4,86.35,2024,5100000,30077-161-16,דירה בבית,4,59062
57,ירושלים,רוממה,0,51,2024,2100000,30909-5-94,דירה בבית,2,41176
60,ירושלים,רוממה,0,108.5,2024,6026600,30235-382-9,דירה בבית,4,55545
62,ירושלים,רוממה,תכלת מרדכי 5,73.6,2024,3300000,30236-128-30,דירה בבית,3,44837
65,ירושלים,רוממה,שמגר 10,251,2024,15000000,30079-213-323,דירה בבית,7,59761
67,ירושלים,רוממה,0,74,2024,3225000,30909-5-95,דירה בבית,3,43581
