מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
1,מבצע יונתן 11,73.86,"2025","1670000",5808-71-3,דירה בבית קומות,4,שניה
2,יהודה שטיין 25,62,"2025","1350000",4354-54-14,דירה בבית קומות,3,רביעית
3,מבצע יונתן 17,137.85,"2025","2725000",5808-65-3,דירה בבית קומות,6,קרקע וראשונה
4,אברהם טוינה 12,93,"2025","2000000",5808-61-1,דירה בבית קומות,4,קרקע
5,מבצע יונתן 3,72.47,"2024","1680000",5808-77-7,דירה בבית קומות,4,שניה
6,אברהם טוינה 12,85.27,"2024","2400000",5808-61-5,דירה בבית קומות,4,ראשונה
7,יהודה שטיין 29,62,"2024","1440000",4354-52-8,דירה בבית קומות,3,שניה
8,יהודה שטיין 29,62,"2024","1300000",4354-52-13,דירה בבית קומות,3,רביעית
9,יהודה שטיין 29,62,"2024","1260000",4354-52-27,דירה בבית קומות,3.5,שביעית
10,מבצע יונתן 25,137.85,"2024","2350000",5808-49-3,קוטג' דו משפחתי,5,קרקע וראשונה
11,יהודה שטיין 31,62,"2024","1250000",4354-51-20,דירה בבית קומות,3,חמישית
12,יהודה שטיין 27,62,"2024","685000",4354-53-26,דירה בבית קומות,3,שביעית
13,יהודה שטיין 31,62,"2024","1460000",4354-51-1,דירה בבית קומות,3,ראשונה
14,מבצע יונתן 5,74.14,"2023","1300000",5808-79-5,דירה בבית קומות,4,שלישית
15,יהודה שטיין 29,62,"2023","1235000",4354-52-33,דירה בבית קומות,3,תשיעית
16,מבצע יונתן 13,113.25,"2023","3000000",5808-68-4,דירה בבית קומות,5,קרקע וראשונה
17,אברהם טוינה 2,96.52,"2023","1495000",5808-43-7,דירה בבית קומות,4,ראשונה
18,ורדים 11,150,"2023","3400000",5808-41-2,קוטג' דו משפחתי,6,ראשונה
19,יהודה שטיין 31,62,"2023","1230000",4354-51-34,דירה בבית קומות,3,תשיעית
20,יהודה שטיין 31,62,"2023","1350000",4354-51-10,דירה בבית קומות,3,שלישית
21,יהודה שטיין 21,74.14,"2023","1400000",5808-84-1,דירה בבית קומות,4,ראשונה
22,יהודה שטיין 27,62,"2023","1345000",4354-53-25,דירה בבית קומות,3,שביעית
23,מבצע יונתן 21,113.25,"2022","1800000",5808-52-1,דירה בבית קומות,4,קרקע וראשונה
24,יהודה שטיין 27,62,"2021","1017000",4354-53-33,דירה בבית קומות,3,תשיעית
25,יהודה שטיין 27,62,"2021","920000",4354-53-35,דירה בבית קומות,3,תשיעית
26,יהודה שטיין 31,62,"2021","572000",4354-51-31,דירה בבית קומות,3,שמינית
27,יהודה שטיין 29,62,"2021","947000",4354-52-34,דירה בבית קומות,3,תשיעית
28,אברהם טוינה 6,96.52,"2021","1940000",5808-44-5,דירה בבית קומות,5,ראשונה
29,יהודה שטיין 27,62,"2021","1075000",4354-53-19,דירה בבית קומות,3,חמישית
30,מבצע יונתן 9,72.75,"2021","1142000",5808-73-17,דירה בבית קומות,4,שלישית
31,יהודה שטיין 27,62,"2021","1060000",4354-53-24,דירה בבית קומות,3,שישית
32,ורדים 6,161,"2021","2600000",5808-28-2,דירה בבית קומות,5,קרקע וראשונה
33,יהודה שטיין 27,62,"2021","1083000",4354-53-21,דירה בבית קומות,3,שישית
34,מבצע יונתן 21,113.25,"2020","2320000",5808-52-2,קוטג' דו משפחתי,6,קרקע וראשונה
35,יהודה שטיין 31,62,"2020","1110000",4354-51-28,דירה בבית קומות,3,שביעית
36,מבצע יונתן 19,147.67,"2020","2300000",5808-54-4,קוטג' דו משפחתי,6,קרקע וראשונה
37,מבצע יונתן 3,73.86,"2020","1170000",5808-77-10,דירה בבית קומות,4,ראשונה
38,יהודה שטיין 21,74.14,"2019","980000",5808-84-11,דירה בבית קומות,4,שלישית
39,מבצע יונתן 15,155.83,"2019","2250000",5808-67-4,דירה בבית קומות,6,קרקע וראשונה
40,מבצע יונתן 11,73.86,"2019","1200000",5808-71-2,דירה בבית קומות,4,ראשונה
41,יהודה שטיין 27,62,"2019","1050000",4354-53-12,דירה בבית קומות,3,שלישית
42,יהודה שטיין 23,74.14,"2019","1060000",5808-83-3,דירה בבית קומות,4,שניה
43,יהודה שטיין 25,62,"2019","1050000",4354-54-12,דירה בבית קומות,3,שלישית
44,יהודה שטיין 29,62,"2019","990000",4354-52-36,דירה בבית קומות,3,תשיעית
45,יהודה שטיין 21,74.14,"2019","1100000",5808-84-6,דירה בבית קומות,4,שלישית
46,יהודה שטיין 27,62,"2019","900000",4354-53-13,דירה בבית קומות,3,רביעית
47,יהודה שטיין 25,62,"2019","561000",4354-54-4,דירה בבית קומות,3,ראשונה
48,מבצע יונתן 9,72.75,"2019","1130000",5808-73-10,דירה בבית קומות,4,שניה
49,ורדים 9,60,"2019","840000",5808-42-1,דירה בבית קומות,3,שלישית
50,יהודה שטיין 25,62,"2019","1020000",4354-54-17,דירה בבית קומות,3,חמישית
51,יהודה שטיין 29,62,"2019","1020000",4354-52-26,דירה בבית קומות,3,שביעית
52,אברהם טוינה 6,85.27,"2018","1800000",5808-44-8,דירה בבית קומות,4,ראשונה
53,יהודה שטיין 31,62,"2018","965000",4354-51-18,דירה בבית קומות,3,חמישית
54,יהודה שטיין 31,62,"2018","1050000",4354-51-7,דירה בבית קומות,3,שניה
55,יהודה שטיין 31,62,"2018","925000",4354-51-35,דירה בבית קומות,3,תשיעית
56,יהודה שטיין 31,62,"2018","1000000",4354-51-32,דירה בבית קומות,3,שמינית
57,ורדים 11,163,"2018","2075000",5808-41-1,קוטג' דו משפחתי,6,לא ידוע
58,יהודה שטיין 25,62,"2018","908000",4354-54-23,דירה בבית קומות,3,שישית
59,מבצע יונתן 27,147.67,"2017","1950000",5808-48-2,קוטג' דו משפחתי,5,קרקע וראשונה
60,מבצע יונתן 11,72.47,"2017","1150000",5808-71-12,דירה בבית קומות,4,שניה
61,מבצע יונתן 21,137.85,"2017","2000000",5808-52-3,קוטג' טורי,6,קרקע וראשונה
62,יהודה שטיין 29,62,"2017","910000",4354-52-9,דירה בבית קומות,3,שלישית
