מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","ארלוזורוב 22","157","23/07/2025","1337000","38028-9-4","דירה בבית קומות","6","ראשונה"
"2","השלום 20","73.3","18/07/2025","690000","38030-12-12","דירה בבית קומות","3","שניה"
"3","שרעבי 8","61.2","17/07/2025","750000","38076-32-10","דירה בבית קומות","3","קרקע"
"4","ז'בוטינסקי זאב 54","58.79","16/07/2025","460000","38031-53-56","דירה בבית קומות","3","רביעית"
"5","וינגייט 80","76","16/07/2025","1160000","38127-1-19","דירה בבית קומות","4","חמישית"
"6","זאב ז'בוטינסקי 15","62","10/07/2025","713000","38031-24-6","דירה בבית קומות","4","ראשונה"
"7","השלום 101","66.8","08/07/2025","730000","38028-75-4","דירה בבית קומות","4","ראשונה"
"8","המעפילים 20","49.2","08/07/2025","690000","38031-9-4","דירה בבית קומות","3","ראשונה"
"9","יד ושם 4","73.3","06/07/2025","620000","38030-15-6","דירה בבית קומות","3","שלישית"
"10","גוש עציון 77","38.2","03/07/2025","780000","38027-18-39","דירה בבית קומות","2","ראשונה"
"11","השלום 56","49","24/06/2025","515000","38076-48-60","דירה בבית קומות","2","שישית"
"12","זיסו 14","51.5","24/06/2025","710000","38028-67-35","דירה בבית קומות","3","שלישית"
"13","גוש עציון 20","80","19/06/2025","1050000","38028-60-11","דירה בבית קומות","3","רביעית"
"14","השלום 127","57.1","17/06/2025","820000","38027-29-1","דירה בבית קומות","3","קרקע"
"15","חביבה רייק 8","65.3","16/06/2025","790000","38027-38-8","דירה בבית קומות","3","ראשונה"
"16","ארלוזורוב 35","78.8","15/06/2025","1270000","38029-20-1","דירה בבית קומות","3","קרקע"
"17","הכ"ג 5","77.4","10/06/2025","690000","38030-184-6","דירה בבית קומות","4","שניה"
"18","השלום 56","60","08/06/2025","545000","38076-48-59","דירה בבית קומות","3","שלישית"
"19","0","51","05/06/2025","635000","38076-54-6","דירה בבית קומות","2","שניה"
"20","הלפרין 8","123.2","03/06/2025","975000","38030-51-2","דירה בבית קומות","4","קרקע"
"21","הנדיב 4","38.3","01/06/2025","570000","38076-43-10","דירה בבית קומות","2","שלישית"
"22","קלישר 4","79.55","29/05/2025","755000","38076-6-19","דירה בבית קומות","4","שניה"
"23","וינגייט 76","62","28/05/2025","935000","38127-2-8","דירה בבית קומות","3","שניה"
"24","המעפילים 12","48.93","27/05/2025","770000","38031-16-8","דירה בבית קומות","2","שניה"
"25","הכ"ג 13","61.4","26/05/2025","720000","38030-68-5","דירה בבית קומות","3","שניה"
"26","חנה סנש 14","38.2","26/05/2025","625000","38027-26-18","דירה בבית קומות","2","ראשונה"
"27","הנדיב 10","41.6","25/05/2025","590000","38076-76-4","דירה בבית קומות","2","ראשונה"
"28","יד ושם 24","65","18/05/2025","512000","38030-4-93","דירה בבית קומות","2","ראשונה"
"29","וינגייט 58","72","16/05/2025","895000","38127-9-31","דירה בבית קומות","3.5","רביעית"
"30","השלום 56","63","14/05/2025","600000","38076-48-58","דירה בבית קומות","3","רביעית"
"31","יד ושם 24","36","14/05/2025","390000","38030-4-94","דירה בבית קומות","1","שבע עשרה"
"32","הנוטר 25","260.4","12/05/2025","1700000","38029-70-1","דירה בבית קומות","7","קרקע"
"33","וינגייט 72","72","06/05/2025","940000","38127-3-53","דירה בבית קומות","3.5","שישית"
"34","0","91","04/05/2025","1015000","38030-30-49","דירה בבית קומות","3","שניה"
"35","חביבה רייק 21","38.25","30/04/2025","570000","38026-96-25","דירה בבית קומות","2","קרקע"
"36","הכ"ג 16","90.4","29/04/2025","959500","38030-99-2","דירה בבית קומות","4","קרקע"
"37","גוש עציון 28","74","28/04/2025","1040000","38028-57-121","דירה בבית קומות","3","שניה"
"38","ז'בוטינסקי זאב 48","58.79","28/04/2025","910000","38031-53-29","דירה בבית קומות","3","חמישית"
"39","וינגייט 61","79.6","27/04/2025","954500","38029-133-16","דירה בבית קומות","4","רביעית"
"40","ז'בוטינסקי זאב 46","58.79","24/04/2025","925000","38031-53-18","דירה בבית קומות","3","רביעית"
"41","0","91","23/04/2025","972000","38030-30-48","דירה בבית קומות","4","שלישית"
"42","גוש עציון 77","38.2","10/04/2025","780000","38027-18-57","דירה בבית קומות","2","ראשונה"
"43","חביבה רייק 6","65.3","10/04/2025","650000","38027-39-13","דירה בבית קומות","3","שלישית"
"44","המעפילים 14","48.93","09/04/2025","700000","38031-15-6","דירה בבית קומות","3","שניה"
"45","חנה סנש 2","38.2","08/04/2025","700000","38027-32-27","דירה בבית קומות","2","שניה"
"46","זאב ז'בוטינסקי 8","42.85","07/04/2025","1150000","38031-34-4","דירה בבית קומות","3","שניה"
"47","גוש עציון 15","122.6","07/04/2025","1000000","38028-35-1","דירה בבית קומות","4","קרקע"
"48","המעפילים 24","68","03/04/2025","750000","38031-12-30","דירה בבית קומות","3.5","שמינית"
"49","0","74","03/04/2025","770000","38030-30-51","דירה בבית קומות","4","ראשונה"
