מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","בן גוריון 41","62","06/04/2025","833000","6455-767-10","לא ידוע","2","שלישית"
"2","לוטם 32","96","27/03/2025","3170000","6453-279-12","דירה בבית קומות","4","ראשונה"
"3","משה שרת 39","36","27/03/2025","2050000","6455-501-16","דירה בבית קומות","2","ב"
"4","פרג 13","188.6","23/03/2025","1167000","6454-422-5","דירה בבית קומות","6","קרקע+ראשונה+גג"
"5","משה שרת 35","39.4","04/03/2025","2200000","6455-494-20","דירה בבית קומות","3","ג"
"6","בן גוריון 49","68.5","13/02/2025","2700000","6455-573-3","דירה בבית קומות","3","ראשונה"
"7","ארלוזורוב 25","1764","30/12/2024","1914000","6453-46-2","קרקע למגורים","לא ידוע","לא ידוע"
"8","טבת 9","211.48","23/12/2024","6700000","6454-494-2","דירה בבית קומות","6","מרתף+קרקע+ראשונה"
"9","פעמונית 45","243","15/12/2024","980000","6453-184-1","קרקע למגורים","לא ידוע","לא ידוע"
"10","בן גוריון 52","לא ידוע","26/11/2024","8680000","6454-569-1","קוטג' דו משפחתי","1","לא ידוע"
"11","משאבים 19","57.7","18/11/2024","2515000","6455-554-50","דירה בבית קומות","3","שניה"
"12","משה שרת 35","39.4","29/10/2024","2200000","6455-494-16","דירה בבית קומות","3","ב"
"13","הרדוף 27","244.4","25/09/2024","746000","6454-457-2","קוטג' דו משפחתי","6","מרתף + קרקע + ראשונה"
"14","תשרי 2","165","16/09/2024","1620000","6454-472-1","קרקע למגורים","לא ידוע","לא ידוע"
"15","משה שרת 37","29.4","25/07/2024","1900000","6455-509-6","דירה בבית קומות","2","א"
"16","בן גוריון 51","62","04/07/2024","1250000","6455-558-12","דירה בבית קומות","3","ג"
"17","כרכום 10","112","23/06/2024","4380000","6453-301-10","דירה בבית קומות","4","ראשונה"
"18","גורדון 15","200","07/06/2024","1342000","6454-158-2","קוטג' דו משפחתי","6","ראשונה"
"19","לוטם 30","124","22/05/2024","4100000","6453-279-34","דירה בבית קומות","5","קרקע"
"20","השקמים 24","333","24/04/2024","4092000","6455-994-3","קוטג' דו משפחתי","5","ראשונה"
"21","משה שרת 37","29.4","04/04/2024","1860000","6455-509-10","דירה בבית קומות","2","ב"
"22","פעמונית 32","190","04/04/2024","1850000","6453-186-3","קוטג' חד משפחתי","6","ראשונה"
"23","לוטם 30","127","12/03/2024","3500000","6453-279-39","דירה בבית קומות","5","שניה"
"24","בן יהודה 26","212","22/02/2024","3475000","6455-809-2","קוטג' דו משפחתי","7","ראשונה"
"25","האירוס 2","174.9","22/02/2024","572000","6454-416-2","קוטג' דו משפחתי","6","מרתף+קרקע+ראשונה"
"26","משה שרת 35","39.4","20/02/2024","2100000","6455-494-24","דירה בבית קומות","3","ג"
"27","בן גוריון 51","76.5","13/02/2024","2500000","6455-558-13","דירה בבית קומות","4","ד"
"28","לוטם 32","96","17/01/2024","3590000","6453-279-10","דירה בבית קומות","4","קרקע"
"29","שטיין 1","280","01/01/2024","7000000","6455-797-9","קוטג' דו משפחתי","5","ראשונה"
"30","מיטל 13","147","14/12/2023","6026600","6454-330-1","דירה בבית קומות","6","קרקע+ ראשונה"
"31","השקמים 24","334","26/11/2023","8800000","6455-994-2","קוטג' דו משפחתי","8","ראשונה"
"32","משה שרת 27","44.2","22/11/2023","2125000","6455-500-22","דירה בבית קומות","3","ג"
"33","משה שרת 37","39.4","22/11/2023","1800000","6455-509-9","דירה בבית קומות","2.5","ב"
"34","חצב 11","280","26/09/2023","6900000","6453-225-2","קוטג' דו משפחתי","6","ראשונה"
"35","עקלתון 9","168.82","22/08/2023","3450000","6454-247-1","קוטג' דו משפחתי","6","מרתף קרקע א'"
"36","משה שרת 33","38.3","21/08/2023","1750000","6455-497-12","דירה בבית קומות","2","שלישית"
"37","סתוונית 3","153.92","30/07/2023","5235000","6453-233-5","דירה בבית קומות","6","קרקע + ראשונה"
"38","משה שרת 31","38.3","10/07/2023","1600000","6455-498-13","דירה בבית קומות","2","רביעית"
"39","פעמונית 35","332","11/06/2023","5800000","6453-182-3","קוטג' דו משפחתי","8","ראשונה"
"40","בן גוריון 55","76","09/05/2023","2585000","6455-574-10","דירה בבית קומות","3","שניה"
"41","בן גוריון 32","146.2","01/05/2023","54000","6455-684-1","דירה בבית קומות","6","ראשונה,ב',גג"
"42","0","170","19/04/2023","6250000","6455-556-1","דירת גן","5","ראשונה"
"43","לוטם 30","127","28/02/2023","4000000","6453-279-41","דירה בבית קומות","5","שלישית"
"44","משה שרת 33","22.6","07/02/2023","1600000","6455-497-1","דירה בבית קומות","2","ראשונה"
"45","משה שרת 33","38.3","03/01/2023","1800000","6455-497-6","דירה בבית קומות","2","שניה"
"46","רמז 21","125","02/01/2023","7100000","6454-107-3","קוטג' חד משפחתי","4","ראשונה"
"47","משאבים 19","49.6","01/11/2022","500000","6455-554-8","דירה בבית קומות","3","שניה"
"48","משה שרת 27","44.2","18/09/2022","2100000","6455-500-24","דירה בבית קומות","3","ג"
"49","עקלתון 15","188","08/09/2022","6575000","6454-253-2","קוטג' דו משפחתי","6","ראשונה"
"50","פעמונית 11","286","30/08/2022","6500000","6453-176-3","קוטג' דו משפחתי","5","שניה"
"51","משה שרת 39","36","24/08/2022","1760000","6455-501-25","דירה בבית קומות","2","ג"
"52","משה שרת 31","38.3","10/08/2022","1813000","6455-498-7","דירה בבית קומות","2","שניה"
"53","השלושה 9","195","04/08/2022","7380000","6455-885-3","דירה בבית קומות","6","ראשונה"
"54","משאבים 19","50.1","17/07/2022","650000","6455-554-12","דירה בבית קומות","2.5","שניה"
"55","שטיין 1","279","03/07/2022","7475000","6455-797-8","דירה בבית קומות","7","ראשונה"
"56","עקלתון 18","230","23/06/2022","7150000","6454-230-1","קוטג' חד משפחתי","6","ראשונה"
"57","חמנית 5","120","19/06/2022","2700000","6453-204-2","דירה בבית קומות","5","קרקע"
"58","בן גוריון 59","73","24/05/2022","1700000","6455-559-12","דירה בבית קומות","4","ג"
"59","סיוון 3","196.69","15/05/2022","6500000","6454-384-2","דירה בבית קומות","6","מרתף+קרקע+ראשונה"
"60","הצבי 3","26.95","26/04/2022","6100000","6453-86-2","קרקע למגורים","לא ידוע","לא ידוע"
"61","אברהם הרצפלד 7","לא ידוע","12/04/2022","7625000","6454-227-2","קוטג' חד משפחתי","1","ראשונה"
"62","אלול 5","263","30/03/2022","7050000","6454-31-3","קוטג' דו משפחתי","6","ראשונה"
"63","פרג 3","188.06","06/03/2022","5400000","6454-421-1","דירה בבית קומות","6","קרקע+ראשונה+גג"
"64","משה שרת 27","44.2","22/02/2022","1700000","6455-500-3","דירה בבית קומות","3","א"
"65","משה שרת 39","36","15/02/2022","1600000","6455-501-1","דירה בבית קומות","2","א"
"66","משה שרת 39","36","13/02/2022","811000","6455-501-30","דירה בבית קומות","2","ג"
"67","בן יהודה 12","143.44","10/02/2022","4300000","6455-963-1","קוטג' דו משפחתי","6","קרקע, ראשונה"
"68","בן גוריון 51","62","30/01/2022","2200000","6455-558-8","דירה בבית קומות","3","ב"
"69","רותם 12","270","23/01/2022","2500000","6453-294-2","ללא תיכנון","לא ידוע","לא ידוע"
"70","משאבים 19","49.6","09/01/2022","1550000","6455-554-62","דירה בבית קומות","3","ראשונה"
"71","ארלוזורוב 9","1654","03/01/2022","16050000","6454-76-1","קוטג' חד משפחתי","8","ראשונה"
"72","הורד 5","49.03","26/12/2021","415000","6453-70-2","קוטג' דו משפחתי","3","ראשונה"
"73","עקלתון 15","170","23/12/2021","5430000","6454-253-1","דירה בבית קומות","6","ראשונה"
"74","פרג 22","177.8","23/12/2021","5350000","6454-423-4","קוטג' חד משפחתי","6","מרתף+קרקע+ראשונה+גג"
"75","בן גוריון 61","79.95","25/11/2021","1777000","6455-553-7","דירה בבית קומות","4","שניה"
"76","הרדוף 6","279","25/11/2021","1505000","6454-450-4","קוטג' דו משפחתי","6","ראשונה"
"77","ארלוזורוב 25","115","18/11/2021","8500000","6453-46-1","קרקע למגורים","לא ידוע","לא ידוע"
"78","ביאליק 34","275","15/11/2021","6160000","6455-952-3","קוטג' דו משפחתי","7","ראשונה"
"79","חמנית 6","131","09/11/2021","3950000","6453-324-8","דירת גג","5","ראשונה, שניה"
"80","חצב 6","161","07/11/2021","505000","6453-232-3","קוטג' דו משפחתי","6","ראשונה"
"81","פעמונית 1","191","28/10/2021","5200000","6453-173-2","דירה בבית קומות","6","שניה"
"82","בן גוריון 43","62","17/10/2021","1800000","6455-767-13","דירה בבית קומות","3","ראשונה"
"83","בן גוריון 55","83","05/09/2021","900000","6455-574-19","דירה בבית קומות","4","שלישית"
"84","משה שרת 33","38.3","26/07/2021","1380000","6455-497-7","דירה בבית קומות","2","שניה"
"85","בן גוריון 55","76","25/07/2021","1800000","6455-574-20","דירה בבית קומות","3","רביעית"
"86","הצבעוני 4","49.03","06/07/2021","3800000","6454-172-2","קרקע למגורים","לא ידוע","לא ידוע"
"87","משאבים 19","57.7","04/07/2021","360000","6455-554-55","דירה בבית קומות","3","רביעית"
"88","משאבים 19","57.7","24/06/2021","1730000","6455-554-45","דירה בבית קומות","3","ראשונה"
"89","כסלו 8","244","07/06/2021","425000","6454-397-2","קוטג' דו משפחתי","7","ראשונה"
"90","משה שרת 39","36","06/06/2021","1193000","6455-501-29","דירה בבית קומות","2","ג"
"91","בן גוריון 55","70","03/06/2021","1900000","6455-574-9","דירה בבית קומות","3","שניה"
"92","עירית 12","272","30/05/2021","4450000","6453-205-4","קוטג' דו משפחתי","5","ראשונה"
"93","הרדוף 6","279","27/05/2021","400000","6454-450-3","דירה בבית קומות","6","ראשונה"
"94","אדר 7","323","16/05/2021","6350000","6454-487-1","קוטג' דו משפחתי","8","ראשונה"
"95","סתוונית 21","לא ידוע","13/05/2021","3520000","6453-235-4","ללא תיכנון","לא ידוע","לא ידוע"
"96","0","לא ידוע","28/04/2021","600000","6454-286-1","ללא תיכנון","לא ידוע","לא ידוע"
"97","משה שרת 37","49.7","25/04/2021","1575700","6455-509-11","דירה בבית קומות","2","ב"
"98","משאבים 33","217","22/04/2021","4495000","6455-907-4","דירה בבית קומות","6","ראשונה"
"99","הברוש 7","187","20/04/2021","655000","6454-116-2","קוטג' דו משפחתי","5","קרקע ראשןנה"
"100","0","60","18/04/2021","513000","6455-355-1","קרקע למגורים","לא ידוע","לא ידוע"
"101","לוטם 28","127","07/04/2021","3250000","6453-279-26","דירה בבית קומות","5","קרקע"
"102","לוטם 51","167","06/04/2021","4050000","6453-340-9","דירה בבית קומות","5","שניה"
"103","סתוונית 21","354","05/04/2021","3200000","6453-235-3","ללא תיכנון","לא ידוע","לא ידוע"
"104","רקפת 5","187","31/03/2021","455000","6454-214-2","קוטג' דו משפחתי","6","ראשונה"
"105","משה שרת 35","29.4","21/03/2021","1200000","6455-494-6","דירה בבית קומות","2","א"
"106","חמנית 1","146","18/03/2021","3700000","6453-202-7","דירה בבית קומות","5","שניה+ גג"
"107","בן גוריון 47","62","17/03/2021","1650000","6455-767-45","דירה בבית קומות","2","שלישית"
"108","חמנית 6","118","21/02/2021","3625000","6453-324-4","דירה בבית קומות","5","קרקע"
"109","שלום עליכם 5","313","14/02/2021","5050000","6455-838-3","קוטג' דו משפחתי","7","ראשונה"
"110","לוטם 27","290","11/02/2021","905000","6453-163-7","קוטג' חד משפחתי","5","ראשונה"
"111","לילך 20","167.78","10/02/2021","3800000","6453-240-6","דירה בבית קומות","5","שניה, שלישית"
"112","הורד 9","49.03","09/02/2021","3600000","6453-77-2","קרקע למגורים","לא ידוע","לא ידוע"
"113","0","300","04/02/2021","5450000","6454-417-1","קוטג' דו משפחתי","6","ראשונה"
"114","חמנית 6","132","31/01/2021","3175000","6453-324-7","דירת גג","5","ראשונה, שניה"
"115","לוטם 39","287","20/01/2021","355000","6453-163-6","קוטג' דו משפחתי","7","ראשונה"
"116","לוטם 32","93","27/12/2020","2290000","6453-279-24","דירה בבית קומות","4","שלישית"
"117","לילך 20","154.53","22/12/2020","3912000","6453-240-4","דירת גן","5","קרקע, ראשונה"
"118","השלום 36","49.03","17/12/2020","3863000","6453-72-2","קרקע למגורים","לא ידוע","לא ידוע"
"119","בן גוריון 51","81.5","14/12/2020","2015000","6455-558-15","דירה בבית קומות","4","ד"
"120","רקפת 3","373","02/12/2020","6800000","6454-215-2","קוטג' חד משפחתי","7","ראשונה"
"121","לילך 20","153.99","02/12/2020","3700000","6453-240-3","דירת גן","5","קרקע, ראשונה"
"122","ארלוזורוב 21","170","02/12/2020","2900000","6454-89-1","קרקע למגורים","לא ידוע","לא ידוע"
"123","גורדון 17","49.03","26/11/2020","5250000","6454-157-2","קוטג' דו משפחתי","3","ראשונה"
"124","חרצית 15","272.4","23/11/2020","4470000","6454-369-3","קוטג' דו משפחתי","6","מרתף+קרקע+ראשונה"
"125","0","300","22/11/2020","3000000","6453-228-1","דירה בבית קומות","6","ראשונה"
"126","עגנון 8","221","17/11/2020","78000","6455-1020-2","קוטג' דו משפחתי","6","ראשונה"
"127","ביאליק 30","183","05/11/2020","3560000","6455-953-3","קוטג' דו משפחתי","6","ראשונה"
"128","עירית 10","248","02/11/2020","3840000","6453-205-3","דירה בבית קומות","5","ראשונה"
"129","לוטם 32","96","25/10/2020","2290000","6453-279-16","דירה בבית קומות","4","שלישית"
"130","עגנון 28","263","15/10/2020","4300000","6455-785-1","קוטג' דו משפחתי","6","ראשונה"
"131","בן גוריון 45","62","05/10/2020","1755000","6455-767-29","דירה בבית קומות","2","שניה"
"132","סיוון 9","280","17/09/2020","298000","6454-386-3","קוטג' דו משפחתי","8","ראשונה"
"133","משאבים 19","49.6","17/09/2020","1530000","6455-554-69","דירה בבית קומות","3","שניה"
"134","פרג 22","167.53","15/09/2020","3800000","6454-423-2","קוטג' דו משפחתי","7","קרקע+ראשונה+גג"
"135","ארלוזורוב 23","1753","14/09/2020","1106000","6453-45-1","ללא תיכנון","לא ידוע","לא ידוע"
"136","משאבים 19","38.9","01/09/2020","1380000","6455-554-32","דירה בבית קומות","3","שניה"
"137","לוטם 2","252","09/08/2020","4120000","6453-166-3","קוטג' דו משפחתי","6","לא ידוע"
"138","משאבים 19","57.7","06/08/2020","700000","6455-554-54","דירה בבית קומות","3","שלישית"
"139","אלתרמן 9","302","21/07/2020","4255000","6455-817-1","דירה בבית קומות","6","לא ידוע"
"140","הצבי 1","26.95","16/07/2020","3250000","6453-87-2","קרקע למגורים","לא ידוע","לא ידוע"
"141","לוטם 33","269","02/06/2020","528000","6453-163-5","קוטג' דו משפחתי","5","ראשונה"
"142","בן גוריון 51","76.5","18/05/2020","1925000","6455-558-9","דירה בבית קומות","4","ג"
"143","השריג 6","235","23/03/2020","4159000","6454-299-2","קוטג' דו משפחתי","6","לא ידוע"
"144","אברהם הרצפלד 4","265","18/03/2020","4150000","6454-200-1","קוטג' דו משפחתי","5","לא ידוע"
"145","משה שרת 29","38.3","16/03/2020","752000","6455-499-9","דירה בבית קומות","2","שלישית"
"146","0","10146","12/03/2020","497000","6454-42-1","ללא תיכנון","לא ידוע","לא ידוע"
"147","שטיין 11","356","05/03/2020","394000","6455-826-3","קוטג' דו משפחתי","7","לא ידוע"
"148","השלום 34","49.03","03/03/2020","3450000","6453-71-2","קרקע למגורים","לא ידוע","לא ידוע"
"149","רקפת 19","147","19/02/2020","3900000","6454-331-3","קוטג' דו משפחתי","5.5","קרקע + ראשונה"
"150","אברהם הרצפלד 10","543","30/01/2020","2860000","6454-203-1","מגורים","לא ידוע","לא ידוע"
"151","לוטם 65","160","19/01/2020","3875000","6453-340-8","דירה בבית קומות","7","לא ידוע"
"152","בן גוריון 34","139.87","17/01/2020","3480000","6455-685-2","קוטג' דו משפחתי","6","ראשונה+שניה"
"153","פעמונית 8","309","13/01/2020","2655000","6453-191-2","קרקע למגורים","לא ידוע","לא ידוע"
"154","ביאליק 24","190","19/12/2019","3650000","6455-959-2","דירה בבית קומות","6","לא ידוע"
"155","משאבים 11","45","17/12/2019","2550000","6455-1116-1","קוטג' דו משפחתי","2","לא ידוע"
"156","ארלוזורוב 13","96","16/12/2019","192000","6454-567-1","קוטג' דו משפחתי","4","לא ידוע"
"157","סיוון 4","400","25/10/2019","7450000","6454-30-6","קוטג' דו משפחתי","9","לא ידוע"
"158","לוטם 32","96","23/10/2019","2500000","6453-279-17","דירה בבית קומות","4","קרקע"
"159","חמנית 16","176","22/10/2019","92000","6453-197-2","קוטג' דו משפחתי","6","קרקע + ראשונה"
"160","ביאליק 20","267","18/10/2019","4670000","6455-806-3","קוטג' דו משפחתי","5","לא ידוע"
"161","הצבעוני 4","49.03","15/10/2019","3400000","6454-172-1","דירה בבית קומות","3","לא ידוע"
"162","בורוכוב 8","266","02/10/2019","6100000","6454-98-1","קוטג' דו משפחתי","8","לא ידוע"
"163","חשוון 8","501","26/09/2019","2200000","6454-395-2","קרקע למגורים","לא ידוע","לא ידוע"
"164","גורדון 4","278.43","26/09/2019","4204000","6454-275-3","קוטג' דו משפחתי","6","מרתף+קרקע+ראשונה+גג"
"165","משה שרת 35","29.4","26/09/2019","1200000","6455-494-10","דירה בבית קומות","2","ב"
"166","ביאליק 20","256","18/09/2019","4350000","6455-806-2","דירה בבית קומות","5","לא ידוע"
"167","לוטם 28","124","10/09/2019","3120000","6453-279-27","דירה בבית קומות","5","קרקע"
"168","יל פרץ 5","128.75","04/09/2019","3920000","6455-992-2","קוטג' דו משפחתי","8","מרתף+קרקע"
"169","לוטם 32","96","20/08/2019","2225000","6453-279-23","דירה בבית קומות","4","שלישית"
"170","חשוון 6","501","15/08/2019","961000","6454-395-1","קרקע למגורים","לא ידוע","לא ידוע"
"171","בת חן 14","170","11/08/2019","3550000","6455-516-1","דירה בבית קומות","5","לא ידוע"
"172","בן גוריון 55","78","04/08/2019","840000","6455-574-4","דירה בבית קומות","3","ראשונה"
"173","רמז 21","560","25/07/2019","2810000","6454-107-2","קרקע למגורים","לא ידוע","לא ידוע"
"174","חבצלת 21","212","05/07/2019","4120000","6453-218-1","קוטג' דו משפחתי","7","לא ידוע"
"175","לוטם 32","93","20/06/2019","2270000","6453-279-15","דירה בבית קומות","4","שלישית"
"176","חמנית 2","139","14/05/2019","3330000","6453-201-2","דירה בבית קומות","6","קרקע+ראשונה"
"177","השלום 24","168.4","05/05/2019","4100000","6453-113-2","קוטג' דו משפחתי","6","קרקע+ראשונה"
"178","יסמין 4","236","15/04/2019","4040000","6454-412-2","קוטג' דו משפחתי","6","לא ידוע"
"179","שטיין 1","280","28/03/2019","346000","6455-797-10","קוטג' דו משפחתי","6","לא ידוע"
"180","בן יהודה 12","148.4","20/03/2019","3450000","6455-963-2","קוטג' דו משפחתי","6","קרקע, ראשונה"
"181","בן גוריון 49","68.5","17/03/2019","1700000","6455-573-21","דירה בבית קומות","3","רביעית"
"182","בן גוריון 55","76","04/03/2019","1760000","6455-574-16","דירה בבית קומות","3","שלישית"
"183","בן גוריון 41","68","03/03/2019","1650000","6455-767-8","דירה בבית קומות","3","שניה"
"184","טשרניחובסקי 24","237","17/02/2019","4290000","6455-902-1","קוטג' דו משפחתי","6","לא ידוע"
"185","משה שרת 29","38.3","28/01/2019","1170000","6455-499-15","דירה בבית קומות","2","רביעית"
