מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
1,בבל 18,124.86,"2025","935000",18051-62-3,דירה בבית קומות,3.5,ראשונה=שניה
2,0,187,"2025","2750000",18051-139-3,קוטג' דו משפחתי,6,לא ידוע
3,יפה נוף 18,223,"2025","4500000",21165-38-2,דירה בבית קומות,6,לא ידוע
4,גולומב 38,142.8,"2025","1600000",18051-121-4,דירה בבית קומות,5,קרקע+ראשונה
5,בבל 20,113.4,"2024","900000",18051-63-2,דירה בבית קומות,5,קרקע
6,אחד העם 10,127,"2024","1180000",21165-103-2,דירה בבית קומות,5,ראשונה
7,הדס 15,136.06,"2024","2700000",21165-19-2,דירה בבית קומות,5,קרקע+ראשונה
8,בורוכוב 5,25.5,"2024","540000",18051-72-4,דירה בבית קומות,2,ראשונה
9,גולומב 39,134.61,"2024","400000",18051-106-2,דירה בבית קומות,5,קרקע
10,בורוכוב 5,168.1,"2024","1480000",18051-68-4,דירה בבית קומות,5,ראשונה ושניה
11,גולומב 28,105.4,"2024","600000",18051-117-2,דירה בבית קומות,4,קרקע ראשונה
12,בבל 11,50.27,"2024","950000",18051-58-22,דירה בבית קומות,3,קרקע
13,בורוכוב 16,108.2,"2023","1500000",18051-76-1,דירה בבית קומות,4,קרקע
14,0,187,"2023","2500000",18051-139-2,דירה בבית קומות,6,ראשונה
15,בבל 17,56.45,"2023","375000",18051-58-33,דירה בבית קומות,3,קרקע
16,גולומב 27,138.2,"2023","1350000",18051-111-3,דירה בבית קומות,5,ראשונה
17,בבל 7,101.41,"2023","1500000",18051-57-4,דירה בבית קומות,4,ראשונה
18,אחד העם 10,86,"2023","870000",21165-103-1,דירה בבית קומות,4,שניה
19,גולומב 33,67.7,"2023","1100000",18051-108-2,דירה בבית קומות,3,קרקע
20,אחד העם 7,40.7,"2023","105000",18051-48-3,דירה בבית קומות,2,ראשונה
21,בורוכוב 22,38.1,"2023","297000",18051-94-3,דירה בבית קומות,2,ראשונה
22,גולומב 39,68.57,"2023","1150000",18051-106-3,דירה בבית קומות,3,ראשונה
23,0,3963,"2023","12538000",21165-107-1,מגורים,לא ידוע,לא ידוע
24,בורוכוב 1,25.9,"2023","700000",18051-70-3,דירה בבית קומות,1.5,קרקע
25,הנרייטה סאלד 1,95,"2022","600000",18051-1-2,דירה בבית קומות,4,ראשונה
26,בורוכוב 12,84.8,"2022","1030000",18051-78-3,דירה בבית קומות,4,ראשונה
27,0,1724,"2022","4157000",21165-101-1,קרקע למגורים,לא ידוע,לא ידוע
28,הפרחים 2,440,"2022","2700000",21165-158-2,קוטג' חד משפחתי,7,ראשונה
29,גולומב 19,33.42,"2022","92000",18051-115-3,דירה בבית קומות,2,ראשונה
30,הנדיב 46,120,"2022","1000000",18103-218-1,דירה בבית קומות,4,ראשונה
31,אחד העם 9,59.84,"2022","570000",18051-49-4,דירה בבית קומות,2,ראשונה
32,בבל 26,119,"2022","1050000",18051-6-10,דירה בבית קומות,4,ראשונה
33,גולומב 32,29.6,"2022","527000",18051-119-5,דירה בבית קומות,1,קרקע
34,בורוכוב 24,114.15,"2022","1160000",18051-95-1,דירה בבית קומות,4,קרקע
35,בורוכוב 1,105.3,"2022","1215000",18051-70-2,דירה בבית קומות,4,קרקע
