מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
2,הוד השרון,רמתיים,לוטם 32,96,2025,3170000,6453-279-12,דירה בבית,4,33021
4,הוד השרון,רמתיים,פרג 13,188.6,2025,1167000,6454-422-5,דירה בבית,6,6188
8,הוד השרון,רמתיים,טבת 9,211.48,2024,6700000,6454-494-2,דירה בבית,6,31681
13,הוד השרון,רמתיים,הרדוף 27,244.4,2024,746000,6454-457-2,קוטג' דו משפחתי,6,3052
16,הוד השרון,רמתיים,בן גוריון 51,62,2024,1250000,6455-558-12,דירה בבית,3,20161
17,הוד השרון,רמתיים,כרכום 10,112,2024,4380000,6453-301-10,דירה בבית,4,39107
18,הוד השרון,רמתיים,גורדון 15,200,2024,1342000,6454-158-2,קוטג' דו משפחתי,6,6710
19,הוד השרון,רמתיים,לוטם 30,124,2024,4100000,6453-279-34,דירה בבית,5,33065
20,הוד השרון,רמתיים,השקמים 24,333,2024,4092000,6455-994-3,קוטג' דו משפחתי,5,12288
22,הוד השרון,רמתיים,פעמונית 32,190,2024,1850000,6453-186-3,קוטג' חד משפחתי,6,9737
23,הוד השרון,רמתיים,לוטם 30,127,2024,3500000,6453-279-39,דירה בבית,5,27559
24,הוד השרון,רמתיים,בן יהודה 26,212,2024,3475000,6455-809-2,קוטג' דו משפחתי,7,16392
25,הוד השרון,רמתיים,האירוס 2,174.9,2024,572000,6454-416-2,קוטג' דו משפחתי,6,3270
27,הוד השרון,רמתיים,בן גוריון 51,76.5,2024,2500000,6455-558-13,דירה בבית,4,32680
28,הוד השרון,רמתיים,לוטם 32,96,2024,3590000,6453-279-10,דירה בבית,4,37396
29,הוד השרון,רמתיים,שטיין 1,280,2024,7000000,6455-797-9,קוטג' דו משפחתי,5,25000
31,הוד השרון,רמתיים,השקמים 24,334,2023,8800000,6455-994-2,קוטג' דו משפחתי,8,26347
34,הוד השרון,רמתיים,חצב 11,280,2023,6900000,6453-225-2,קוטג' דו משפחתי,6,24643
35,הוד השרון,רמתיים,עקלתון 9,168.82,2023,3450000,6454-247-1,קוטג' דו משפחתי,6,20436
37,הוד השרון,רמתיים,סתוונית 3,153.92,2023,5235000,6453-233-5,דירה בבית,6,34011
39,הוד השרון,רמתיים,פעמונית 35,332,2023,5800000,6453-182-3,קוטג' דו משפחתי,8,17470
