מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,כפר סבא,בית ונוף,נחום 11,280,2024,692000,8697-15-1,דירה בבית,6,2471
2,כפר סבא,בית ונוף,נחמיה 6,233,2024,4500000,7594-83-2,קוטג' דו משפחתי,9,19313
7,כפר סבא,בית ונוף,יעל 4,239,2022,5350000,7604-127-1,קוטג' דו משפחתי,5,22385
8,כפר סבא,בית ונוף,נחום 1,213,2021,4300000,8697-10-1,קוטג' חד משפחתי,5,20188
9,כפר סבא,בית ונוף,ירמיהו 35,695,2021,3050000,8697-28-1,דירה בבית,5,4388
10,כפר סבא,בית ונוף,0,218,2021,3100000,8697-44-2,דירה בבית,5,14220
11,כפר סבא,בית ונוף,0,200,2020,3250000,8697-44-1,קוטג' דו משפחתי,6,16250
12,כפר סבא,בית ונוף,חבקוק 10,198,2020,3550000,8697-21-1,קוטג' דו משפחתי,5,17929
14,כפר סבא,בית ונוף,חבקוק 4,206,2019,2800000,8697-18-1,קוטג' חד משפחתי,5,13592
17,כפר סבא,בית ונוף,חבקוק 5,299,2019,3000000,8697-25-2,קוטג' חד משפחתי,5,10033
18,כפר סבא,בית ונוף,חבקוק 8,212,2018,3225000,8697-20-1,קוטג' דו משפחתי,5,15212
20,כפר סבא,בית ונוף,נחמיה 11,113,2017,2440000,7594-76-2,דירה בבית,4,21593
21,כפר סבא,בית ונוף,חבקוק 9,215,2017,2970000,8697-27-1,קוטג' דו משפחתי,7,13814
22,כפר סבא,בית ונוף,נחמיה 8,117.05,2017,1800000,7594-82-1,קוטג' דו משפחתי,4,15378
23,כפר סבא,בית ונוף,0,911,2017,2865000,7604-130-0,קוטג' חד משפחתי,5,3145
25,כפר סבא,בית ונוף,חגי 6,223.6,2016,3170000,7594-10-4,דירה בבית,6,14177
26,כפר סבא,בית ונוף,דניאל 6,209.2,2016,3350000,7594-71-2,קוטג' דו משפחתי,5,16013
27,כפר סבא,בית ונוף,חבקוק 3,224,2016,3500000,8697-24-1,קוטג' דו משפחתי,6,15625
28,כפר סבא,בית ונוף,נחום 2,192.4,2016,2850000,8697-2-1,קוטג' דו משפחתי,5,14813
29,כפר סבא,בית ונוף,ירמיהו 33,234,2015,2699000,8697-29-1,דירה בבית,5,11534
30,כפר סבא,בית ונוף,חגי 9,150,2015,2800000,8191-2-2,דירה בבית,7,18667
31,כפר סבא,בית ונוף,נחמיה 6,100,2015,1550000,7594-83-1,קוטג' דו משפחתי,4,15500
