מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","0","27","06/07/2025","975000","40123-1-15","דירת נופש","1","לא ידוע"
"2","0","69","11/06/2025","2500000","40167-2-7","דירה בבית קומות","3","שניה"
"3","0","56","29/05/2025","1375000","40166-2-4","דירה בבית קומות","3","חמישית"
"4","0","61","07/04/2025","800000","40185-1-7","דירה בבית קומות","2","ראשונה"
"5","0","56","06/04/2025","2686812","40166-2-5","דירה בבית קומות","3","שלישית"
"6","0","71","27/03/2025","1666000","40166-2-6","דירה בבית קומות","3","שניה"
"7","0","50","13/03/2025","4492400","40166-2-7","דירה בבית קומות","2","שניה"
"8","0","58","25/02/2025","2180000","40166-2-8","דירה בבית קומות","2","שלישית"
"9","0","לא ידוע","16/02/2025","2315000","40186-6-1","מלונאות ונופש","לא ידוע","לא ידוע"
"10","הפלמ"ח 7","לא ידוע","16/02/2025","4628000","40187-6-1","מלונאות ונופש","לא ידוע","לא ידוע"
"11","0","48","21/01/2025","1126000","40166-2-10","דירה בבית קומות","2","שלישית"
"12","קאמפן 3","81","14/01/2025","291000","40185-2-10","דירה בבית קומות","3","לא ידוע"
"13","0","73","12/01/2025","1800000","40166-2-11","דירה בבית קומות","3","שניה"
"14","0","69","09/01/2025","2300000","40167-2-8","דירה בבית קומות","3","שניה"
"15","0","לא ידוע","05/01/2025","169000","40172-14-1","ללא תיכנון","לא ידוע","לא ידוע"
"16","הפלמ"ח 3","לא ידוע","01/01/2025","2150000","40186-5-4","חנות","לא ידוע","ראשונה"
"17","0","70","31/12/2024","2000000","40167-2-9","דירה בבית קומות","3","לא ידוע"
"18","0","58","29/12/2024","1500000","40166-2-12","דירה בבית קומות","3","שלישית"
"19","0","50","23/12/2024","1111000","40166-2-15","דירה בבית קומות","2","שניה"
"20","0","48","10/11/2024","1165000","40166-2-16","דירה בבית קומות","2","חמישית"
"21","0","56","07/11/2024","2870000","40166-2-17","דירה בבית קומות","3","חמישית"
"22","0","48","08/10/2024","2190000","40166-2-18","דירה בבית קומות","2","חמישית"
"23","0","48","11/09/2024","1190000","40166-2-19","דירה בבית קומות","2","רביעית"
"24","0","48","03/09/2024","2480000","40166-2-26","דירה בבית קומות","2","חמישית"
"25","0","100","29/08/2024","4770000","40166-2-31","דירה בבית קומות","4","שישית"
"26","0","69","27/08/2024","6749300","40166-2-32","דירה בבית קומות","3","שניה"
"27","0","109","20/08/2024","2273000","40166-2-34","דירה בבית קומות","4","שביעית"
"28","0","56","19/08/2024","2181712","40166-2-3","לא ידוע","3","שביעית"
"29","0","48","19/08/2024","1105000","40166-2-37","דירה בבית קומות","2","שישית"
"30","קאמפן 3","41","29/07/2024","800000","40185-2-8","דירה בבית קומות","2","שניה"
"31","0","109","11/07/2024","996000","40166-2-43","דירה בבית קומות","3","שביעית"
"32","0","56","10/07/2024","1993065","40166-2-2","לא ידוע","3","שביעית"
"33","0","109","10/07/2024","4169820","40166-2-1","לא ידוע","4","שביעית"
"34","0","58","23/06/2024","1124000","40166-2-45","דירה בבית קומות","3","רביעית"
"35","קאמפן 3","101","27/02/2024","2400000","40185-2-12","דירה בבית קומות","4","רביעית"
"36","קאמפן 3","91","25/02/2024","2200000","40185-2-13","דירה בבית קומות","4","שניה"
"37","0","59","12/12/2023","1530000","40185-1-8","דירה בבית קומות","2","ראשונה"
