Area Name,Area ID,Type
"רמות","65210105","Neighborhood"
"א","65210106","Neighborhood"
"ה","65210107","Neighborhood"
"ו","65210108","Neighborhood"
"יא","65210109","Neighborhood"
"ב","65210110","Neighborhood"
"ג","65210111","Neighborhood"
"נווה מנחם","65210112","Neighborhood"
"ד","65210113","Neighborhood"
"נחל בקע","65210114","Neighborhood"
"נווה נוי","65210115","Neighborhood"
"עיר עתיקה","65210116","Neighborhood"
"נאות לון","65210117","Neighborhood"
"נווה זאב","65210118","Neighborhood"
"ט","65210119","Neighborhood"
"מרכז אזרחי","65210120","Neighborhood"
"רמות הרכס","65210121","Neighborhood"
"קרית יהודית","65210122","Neighborhood"
"עמק שרה","65210123","Neighborhood"
"אזור תעשיה","65210124","Neighborhood"
"אוניברסיטת בן גורי","65210127","Neighborhood"
"בית חולים סורוקה","65210128","Neighborhood"
"פלח שבע","65210728","Neighborhood"
"צפת","90000345","Street"
"עדן פרטוש","90001084","Street"
"שפירא","90000824","Street"
"חסידה","90000129","Street"
"פנחס לבון","90001340","Street"
"אסף הרופא","90000403","Street"
"אנילביץ","90000902","Street"
"מאיר גרוסמן","90001051","Street"
"הרב שושנה","90001391","Street"
"אייזנשטדט","90001314","Street"
"שיפון","90001434","Street"
"מנחם בגין","90000534","Street"
"מינץ","90000429","Street"
"שמואל סמבורסקי","90001255","Street"
"רנה קאסין","90001210","Street"
"מיכאל אבן ארי","90001236","Street"
"קדיש לוז","90000492","Street"
"עבדת","90000488","Street"
"משה חובב","90001061","Street"
"תור","90001425","Street"
"משה זמורה","90000581","Street"
"אלעזר בן-יאיר","90000204","Street"
"קלישר","90000515","Street"
"ממשית","90000478","Street"
"צבעוני","90001010","Street"
"צבי אבידוב","90000552","Street"
"הרב קפאח","90001189","Street"
"יוחנן סמאטס","90000821","Street"
"אמנון","90001122","Street"
"שטרוק","90000417","Street"
"ההסתדרות","90000919","Street"
"זאב ויניק","90001151","Street"
"לאה","90001162","Street"
"עין גדי","90000484","Street"
"אביגד","90001287","Street"
"יעקב אפרת","90000559","Street"
"דוד פנקס","90001104","Street"
"הלל הזקן","90000247","Street"
"הרב שלמה גורן","90001375","Street"
"הרצל","90000925","Street"
"שניידרוביץ","90000883","Street"
"רפאל קלצ'קין","90000599","Street"
"פיארברג","90001081","Street"
"ח"ן","90000658","Street"
"לוי","90000951","Street"
"אפרים לוזון","90001163","Street"
"בני אור","90000291","Street"
"דוד ניב ניב","90001072","Street"
"דן","90000913","Street"
"הטחנה","90000869","Street"
"בוסתנאי","90001124","Street"
"שלושת בני עין חרוד","90000966","Street"
"שורק","90001436","Street"
"יצחק ויטנברג","90001058","Street"
"אהרון קציר","90001234","Street"
"שפרה","90001198","Street"
"צבי לוריא","90001339","Street"
"בלהה","90001125","Street"
"יהודה שטיינברג","90000655","Street"
