מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
4,פתח תקווה,בילינסון,הר ציון 16,283,2023,1874000,6319-272-1,קוטג' חד משפחתי,5,6622
8,פתח תקווה,בילינסון,האגמון 4,108.9,2022,640000,6319-204-1,דירה בבית,3,5877
9,פתח תקווה,בילינסון,התפוז 27,345,2022,4500000,6319-318-1,קוטג' דו משפחתי,8,13043
13,פתח תקווה,בילינסון,נווה רעים 47,1412,2022,1177000,6319-98-1,דירה בבית,1,834
14,פתח תקווה,בילינסון,החרוב 27,227,2022,2908000,6319-338-3,דירה בבית,8,12811
15,פתח תקווה,בילינסון,הר ציון 16,190,2022,5000000,6319-273-2,קוטג' דו משפחתי,6,26316
17,פתח תקווה,בילינסון,הר ציון 1,332,2021,4700000,6319-269-3,קוטג' דו משפחתי,8,14157
19,פתח תקווה,בילינסון,הלולב 1,284.61,2021,4800000,6319-223-2,קוטג' דו משפחתי,6,16865
22,פתח תקווה,בילינסון,אבימלך 5,242.6,2021,4500000,6319-235-2,דירה בבית,6,18549
23,פתח תקווה,בילינסון,ההדר 4,242.38,2021,3950000,6319-191-1,קוטג' דו משפחתי,6,16297
24,פתח תקווה,בילינסון,הר ציון 1,332,2021,4480000,6319-269-2,דירה בבית,8,13494
26,פתח תקווה,בילינסון,אופקים 10,362,2021,3850000,6319-336-1,קוטג' דו משפחתי,9,10635
27,פתח תקווה,בילינסון,החרוב 38,360,2021,5300000,6319-158-7,קוטג' דו משפחתי,6,14722
31,פתח תקווה,בילינסון,אלישיב 3,280,2019,3850000,6319-264-2,דירה בבית,5,13750
32,פתח תקווה,בילינסון,החרוב 41,230,2019,3980000,6319-333-2,דירה בבית,8,17304
34,פתח תקווה,בילינסון,הר ציון 3,165,2019,3600000,6319-266-2,קוטג' דו משפחתי,6,21818
35,פתח תקווה,בילינסון,החרוב 20,300,2019,4350000,6319-158-6,דירה בבית,6,14500
36,פתח תקווה,בילינסון,החרוב 34,360,2019,4900000,6319-158-5,דירה בבית,7,13611
37,פתח תקווה,בילינסון,נווה רעים 49,226,2019,5725000,6319-99-1,קוטג' חד משפחתי,5,25332
38,פתח תקווה,בילינסון,ההדס 14,220,2018,4190000,6319-326-1,קוטג' דו משפחתי,6,19045
39,פתח תקווה,בילינסון,הר ציון 1,350,2018,4200000,6319-269-1,קוטג' דו משפחתי,8,12000
41,פתח תקווה,בילינסון,החרוב 24,250,2018,3700000,6319-158-4,דירה בבית,6,14800
43,פתח תקווה,בילינסון,אלישיב 3,280,2016,3989000,6319-264-1,קוטג' דו משפחתי,7,14246
44,פתח תקווה,בילינסון,הר ציון 3,435,2016,3450000,6319-266-1,קוטג' דו משפחתי,6,7931
46,פתח תקווה,בילינסון,הר ציון 16,190,2015,3349000,6319-273-1,דירה בבית,6,17626
47,פתח תקווה,בילינסון,בוסל 10,140,2015,2800000,6319-340-1,קוטג' דו משפחתי,6,20000
48,פתח תקווה,בילינסון,ההדר 4,242.38,2015,3299000,6319-191-2,קוטג' דו משפחתי,9,13611
