מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,כפר סבא,הירוקה כס 80,אנגל 33,114.1,2025,3270000,7621-558-36,דירה בבית,4,28659
3,כפר סבא,הירוקה כס 80,סוסנובסקי 6,136.3,2025,4210000,7621-436-43,דירה בבית,6,30888
4,כפר סבא,הירוקה כס 80,0,91,2025,2960000,7621-482-83,דירה בבית,3,32527
6,כפר סבא,הירוקה כס 80,סקיבין 4,160,2025,4340000,7621-442-12,דירה בבית,5,27125
8,כפר סבא,הירוקה כס 80,לוונברג 2,135.6,2025,4625000,7621-562-2,דירה בבית,5,34108
9,כפר סבא,הירוקה כס 80,0,102.93,2025,3700000,7621-559-13,דירה בבית,4,35947
10,כפר סבא,הירוקה כס 80,אוסטרובסקי 1,135.05,2025,4640000,7621-458-52,דירה בבית,5,34358
11,כפר סבא,הירוקה כס 80,שיינפיין 20,142.2,2025,4600000,7621-479-35,דירה בבית,6,32349
12,כפר סבא,הירוקה כס 80,קמינסקי 6,221.87,2025,6885000,7621-463-51,דירה בבית,6,31032
13,כפר סבא,הירוקה כס 80,סוסנובסקי 6,134.7,2025,4350000,7621-436-65,דירה בבית,6,32294
16,כפר סבא,הירוקה כס 80,ויינברג 8,124.5,2025,3850000,7621-468-12,דירה בבית,4,30924
17,כפר סבא,הירוקה כס 80,אנגל 21,128,2025,4050000,7621-465-3,דירה בבית,5,31641
18,כפר סבא,הירוקה כס 80,אנציקובסקי 1,113.7,2025,4100000,7621-580-11,דירה בבית,5,36060
19,כפר סבא,הירוקה כס 80,אוסטרובסקי 17,113.3,2025,3670000,7621-456-44,דירה בבית,5,32392
20,כפר סבא,הירוקה כס 80,0,132.56,2025,4480000,7621-559-48,דירה בבית,5,33796
21,כפר סבא,הירוקה כס 80,קמינסקי 7,95.2,2025,3450000,7621-467-7,דירה בבית,4,36239
22,כפר סבא,הירוקה כס 80,סוסנובסקי 6,101.8,2025,3250000,7621-436-17,דירה בבית,4,31925
23,כפר סבא,הירוקה כס 80,אנגל 45,97.9,2025,3330000,7621-556-34,דירה בבית,4,34014
24,כפר סבא,הירוקה כס 80,זליוונסקי 3,150,2024,4200000,7621-444-18,דירה בבית,5,28000
25,כפר סבא,הירוקה כס 80,נלקין 12,111.8,2024,3548000,7621-560-20,דירה בבית,5,31735
27,כפר סבא,הירוקה כס 80,לוונברג 4,135.6,2024,4950000,7621-562-25,דירה בבית,5,36504
29,כפר סבא,הירוקה כס 80,קמינסקי 7,104.1,2024,3630000,7621-467-39,דירה בבית,4,34870
30,כפר סבא,הירוקה כס 80,קמינסקי 7,128,2024,1000000,7621-467-1,דירת גן,5,7813
31,כפר סבא,הירוקה כס 80,שיינפיין 26,142.06,2024,4100000,7621-474-53,דירה בבית,5,28861
32,כפר סבא,הירוקה כס 80,אנגל 21,105,2024,3520000,7621-465-13,דירה בבית,4,33524
33,כפר סבא,הירוקה כס 80,0,73.22,2024,2700000,7621-486-23,דירה בבית,3,36875
34,כפר סבא,הירוקה כס 80,שיינפיין 30,111.15,2024,3400000,7621-474-107,דירה בבית,4,30589
35,כפר סבא,הירוקה כס 80,שיינפיין 8,189.8,2024,6100000,7621-582-35,דירה בבית,6,32139
36,כפר סבא,הירוקה כס 80,נלקין 10,116.7,2024,3500000,7621-560-171,דירה בבית,4,29991
37,כפר סבא,הירוקה כס 80,אנגל 36,138.8,2024,3780000,7621-462-9,דירה בבית,5,27233
39,כפר סבא,הירוקה כס 80,נלקין 10,148.8,2024,4500000,7621-560-178,דירה בבית,5,30242
41,כפר סבא,הירוקה כס 80,נלקין 10,133.25,2024,4300000,7621-560-90,דירה בבית,5,32270
42,כפר סבא,הירוקה כס 80,שיינפיין 1,120,2024,3900000,7621-439-82,דירה בבית,5,32500
43,כפר סבא,הירוקה כס 80,0,109,2024,3400000,7621-484-21,דירה בבית,4,31193
44,כפר סבא,הירוקה כס 80,אוסטרובסקי 17,129.9,2024,4030000,7621-456-57,דירה בבית,5,31024
45,כפר סבא,הירוקה כס 80,קמינסקי 7,112.2,2024,3900000,7621-467-62,דירה בבית,4,34759
46,כפר סבא,הירוקה כס 80,סוסנובסקי 6,186.9,2024,7127500,7621-436-77,דירה בבית,7,38135
48,כפר סבא,הירוקה כס 80,זליוונסקי 16,99,2024,3260000,7621-443-25,דירה בבית,4,32929
49,כפר סבא,הירוקה כס 80,אנגל 9,163,2024,4130000,7621-446-49,דירה בבית,5,25337
50,כפר סבא,הירוקה כס 80,זליוונסקי 4,130,2024,3330000,7621-446-48,דירה בבית,4,25615
51,כפר סבא,הירוקה כס 80,שיינפיין 17,93.3,2024,3550000,7621-478-53,דירה בבית,4,38049
53,כפר סבא,הירוקה כס 80,לוונברג 4,120.6,2024,1484000,7621-562-42,דירה בבית,5,12305
54,כפר סבא,הירוקה כס 80,אוסטרובסקי 13,200.95,2024,7850000,7621-456-11,דירה בבית,7,39064
55,כפר סבא,הירוקה כס 80,0,73.21,2024,2840000,7621-486-54,דירה בבית,3,38793
56,כפר סבא,הירוקה כס 80,שיינפיין 8,151.15,2024,1392000,7621-582-34,דירה בבית,6,9209
57,כפר סבא,הירוקה כס 80,שיינפיין 10,97.9,2024,3400000,7621-582-13,דירה בבית,4,34729
58,כפר סבא,הירוקה כס 80,זליוונסקי 5,164,2024,3500000,7621-444-17,דירה בבית,5,21341
59,כפר סבא,הירוקה כס 80,0,115.35,2024,3300000,7621-450-2,דירה בבית,4,28609
60,כפר סבא,הירוקה כס 80,סוסנובסקי 6,136.5,2024,4500000,7621-436-50,דירה בבית,6,32967
61,כפר סבא,הירוקה כס 80,סקיבין 4,195,2024,5800000,7621-442-11,דירה בבית,5,29744
62,כפר סבא,הירוקה כס 80,שיינפיין 32,142.15,2024,4220000,7621-474-123,דירה בבית,5,29687
63,כפר סבא,הירוקה כס 80,ויינברג 4,115.1,2024,4100000,7621-580-46,דירה בבית,5,35621
65,כפר סבא,הירוקה כס 80,שיינפיין 1,174,2024,6150000,7621-439-79,דירה בבית,7,35345
66,כפר סבא,הירוקה כס 80,נלקין 10,115.2,2024,3350000,7621-560-180,דירה בבית,4,29080
67,כפר סבא,הירוקה כס 80,אנגל 36,111.74,2024,3250000,7621-462-3,דירה בבית,4,29085
68,כפר סבא,הירוקה כס 80,שיינפיין 30,110.73,2024,3500000,7621-474-113,דירה בבית,4,31608
69,כפר סבא,הירוקה כס 80,ויינברג 8,123.7,2024,3885000,7621-468-37,דירה בבית,4,31407
70,כפר סבא,הירוקה כס 80,נלקין 12,139.65,2024,4385000,7621-560-14,דירה בבית,5,31400
72,כפר סבא,הירוקה כס 80,שיינפיין 7,126,2024,4150000,7621-477-0,דירת גן,4,32937
73,כפר סבא,הירוקה כס 80,אנגל 28,104.73,2024,3350000,7621-458-12,דירה בבית,4,31987
75,כפר סבא,הירוקה כס 80,נלקין 12,129.85,2024,4615000,7621-560-37,דירה בבית,5,35541
76,כפר סבא,הירוקה כס 80,אנגל 44,136.18,2024,4080000,7621-457-25,דירה בבית,5,29960
77,כפר סבא,הירוקה כס 80,שיינפיין 36,111.96,2024,3515000,7621-474-156,דירה בבית,4,31395
78,כפר סבא,הירוקה כס 80,קמינסקי 6,104.42,2024,3390000,7621-463-13,דירה בבית,4,32465
79,כפר סבא,הירוקה כס 80,אנגל 26,131,2024,4420000,7621-475-8,דירה בבית,6,33740
81,כפר סבא,הירוקה כס 80,ויינברג 4,226.2,2024,3525000,7621-580-57,דירה בבית,7,15584
82,כפר סבא,הירוקה כס 80,0,121.28,2024,4750000,7621-559-38,דירה בבית,5,39166
83,כפר סבא,הירוקה כס 80,שיינפיין 12,112.9,2024,3975000,7621-473-34,דירה בבית,5,35208
85,כפר סבא,הירוקה כס 80,זליוונסקי 16,130,2024,3300000,7621-443-23,דירה בבית,4,25385
86,כפר סבא,הירוקה כס 80,שיינפיין 20,142.1,2024,4452000,7621-479-33,דירה בבית,6,31330
87,כפר סבא,הירוקה כס 80,אנגל 39,114.1,2024,4060000,7621-557-73,דירה בבית,5,35583
88,כפר סבא,הירוקה כס 80,קמינסקי 7,131.1,2024,4320000,7621-467-80,דירה בבית,5,32952
90,כפר סבא,הירוקה כס 80,שיינפיין 8,97.9,2024,3450000,7621-582-33,דירה בבית,4,35240
91,כפר סבא,הירוקה כס 80,שיינפיין 17,126.4,2024,4000000,7621-478-40,דירה בבית,5,31646
92,כפר סבא,הירוקה כס 80,זליוונסקי 6,122,2024,4650000,7621-440-42,דירה בבית,5,38115
93,כפר סבא,הירוקה כס 80,נלקין 12,139.55,2024,1900000,7621-560-47,דירה בבית,5,13615
94,כפר סבא,הירוקה כס 80,אנגל 43,97.9,2024,3250000,7621-556-15,דירה בבית,4,33197
96,כפר סבא,הירוקה כס 80,לוונברג 2,101.3,2024,3300000,7621-562-3,דירה בבית,4,32577
98,כפר סבא,הירוקה כס 80,ויינברג 8,124.5,2023,4000000,7621-468-9,דירה בבית,4,32129
99,כפר סבא,הירוקה כס 80,סוסנובסקי 6,137.3,2023,4300000,7621-436-28,דירה בבית,6,31318
100,כפר סבא,הירוקה כס 80,שיינפיין 17,100.5,2023,750000,7621-478-7,דירה בבית,4,7463
101,כפר סבא,הירוקה כס 80,ויינברג 4,112,2023,4150000,7621-580-45,דירה בבית,5,37054
102,כפר סבא,הירוקה כס 80,0,89,2023,2600000,7621-484-10,דירה בבית,3,29213
103,כפר סבא,הירוקה כס 80,אנגל 35,113.5,2023,4425000,7621-557-24,דירה בבית,5,38987
104,כפר סבא,הירוקה כס 80,0,88,2023,2490000,7621-484-7,דירה בבית,3,28295
105,כפר סבא,הירוקה כס 80,שיינפיין 26,111.65,2023,3350000,7621-474-58,דירה בבית,4,30004
106,כפר סבא,הירוקה כס 80,ויינברג 4,112,2023,2425000,7621-580-39,דירה בבית,5,21652
107,כפר סבא,הירוקה כס 80,אנגל 19,107,2023,3250000,7621-465-28,דירה בבית,4,30374
108,כפר סבא,הירוקה כס 80,נלקין 10,117.2,2023,3435000,7621-560-66,דירה בבית,5,29309
109,כפר סבא,הירוקה כס 80,אברוצקי 7,133.65,2023,3997000,7621-583-17,דירה בבית,5,29906
110,כפר סבא,הירוקה כס 80,קמינסקי 7,110.1,2023,4000000,7621-467-79,דירה בבית,4,36331
112,כפר סבא,הירוקה כס 80,קמינסקי 7,97.1,2023,3370000,7621-467-46,דירה בבית,4,34706
113,כפר סבא,הירוקה כס 80,שיינפיין 17,168,2023,5400000,7621-478-61,דירה בבית,5,32143
114,כפר סבא,הירוקה כס 80,קמינסקי 7,104.1,2023,3400000,7621-467-47,דירה בבית,4,32661
115,כפר סבא,הירוקה כס 80,0,106,2023,3300000,7621-464-7,דירה בבית,4,31132
116,כפר סבא,הירוקה כס 80,ויינברג 11,110.1,2023,3420000,7621-474-28,דירה בבית,4,31063
117,כפר סבא,הירוקה כס 80,0,90,2023,800000,7621-482-79,דירה בבית,3.5,8889
118,כפר סבא,הירוקה כס 80,0,90,2023,2400000,7621-482-80,דירה בבית,3.5,26667
119,כפר סבא,הירוקה כס 80,0,90,2023,2400000,7621-482-77,דירה בבית,3.5,26667
120,כפר סבא,הירוקה כס 80,שיינפיין 17,101,2023,3280000,7621-478-45,דירה בבית,4,32475
121,כפר סבא,הירוקה כס 80,לוונברג 10,87.1,2023,3400000,7621-561-22,דירה בבית,4,39036
