Area Name,Area ID,Type
"פסגת זאב","65209641","Neighborhood"
"הגבעה הצרפתית - גבע","65209646","Neighborhood"
"אזור תעשיה הר החוצב","65209647","Neighborhood"
"סנהדריה","65209649","Neighborhood"
"רמת אשכול","65209650","Neighborhood"
"רמת שלמה","65209653","Neighborhood"
"נווה יעקב","65209694","Neighborhood"
"עיסאוויה","65209752","Neighborhood"
"שועפאת","65209754","Neighborhood"
"כפר עקב","65209755","Neighborhood"
"גבעת רם","65209773","Neighborhood"
"קטמונים","65209774","Neighborhood"
"בית הכרם","65209775","Neighborhood"
"רחביה","65209776","Neighborhood"
"בית וגן","65209778","Neighborhood"
"אזור תעשיה גבעת שאו","65209779","Neighborhood"
"קרית היובל","65209780","Neighborhood"
"מנחת-מלחה","65209781","Neighborhood"
"בית חנינא","65209744","Neighborhood"
"רמות","65209745","Neighborhood"
"החבשים","65209746","Neighborhood"
"מחנה יהודה","65209747","Neighborhood"
"קרית הלאום","65209748","Neighborhood"
"קרית משה","65209829","Neighborhood"
"מורשה-מוסררה","65209830","Neighborhood"
"גילה","65209832","Neighborhood"
"ארנונה","65209833","Neighborhood"
"הרובע המוסלמי","65209786","Neighborhood"
"מרכז העיר","65209787","Neighborhood"
"רמות רחל-ארנונה החד","65209788","Neighborhood"
"נחלאות","65209803","Neighborhood"
"הרובע היהודי","65209804","Neighborhood"
"ימין משה","65209805","Neighborhood"
"עמק רפאים-המושבה הג","65209807","Neighborhood"
"המושבה היוונית","65209808","Neighborhood"
"תלפיות","65209809","Neighborhood"
"תלפיות מזרח","65209810","Neighborhood"
"הרובע הנוצרי","65209813","Neighborhood"
"גבעת משואה","65209816","Neighborhood"
"א שייאח","65209818","Neighborhood"
"ממילא","65209819","Neighborhood"
"עין כרם","65209821","Neighborhood"
"הרובע הארמני","65209790","Neighborhood"
"ניות","65209791","Neighborhood"
"גבעת חנניה - אבו תור","65209792","Neighborhood"
"טלביה-קוממויות","65209794","Neighborhood"
"מי נפתוח-ליפתא","65209798","Neighborhood"
"קרית בעלז","65209799","Neighborhood"
"כרם אברהם","65209846","Neighborhood"
"ראס אל עמוד","65209847","Neighborhood"
"אום טובא","65209848","Neighborhood"
"גבעת המטוס","65209849","Neighborhood"
"זכרון משה","65209854","Neighborhood"
"גבעת הורדים-רסקו","65209856","Neighborhood"
"מעלות דפנה","65209859","Neighborhood"
"עזרת תורה","65209860","Neighborhood"
"גבעת מרדכי","65209861","Neighborhood"
"הר הצופים","65209862","Neighborhood"
"רוממה","65209863","Neighborhood"
"שיכון חב"ד","65209864","Neighborhood"
"תל ארזה","65209865","Neighborhood"
"קטמון הישנה","65209866","Neighborhood"
"שמעון הצדיק","65209867","Neighborhood"
"אזור תעשיה רוממה","65209869","Neighborhood"
"הבוכרים","65209870","Neighborhood"
"רמת שרת","65209871","Neighborhood"
"גאולים-בקעה","65209872","Neighborhood"
"מקור ברוך","65209874","Neighborhood"
"הר נוף","65209834","Neighborhood"
"ערב א סוואחרה","65209835","Neighborhood"
"קרית מנחם","65209836","Neighborhood"
"מקור חיים","65209837","Neighborhood"
"מרכז העיר מזרח","65209838","Neighborhood"
"בית ישראל","65209839","Neighborhood"
"עיר גנים א","65209841","Neighborhood"
"גבעת המבתר","65209970","Neighborhood"
"קריית הממשלה - קריי","65209971","Neighborhood"
"שייח ג'ראח","65209972","Neighborhood"
"ואדי ג'וז","65209973","Neighborhood"
"המושבה האמריקנית","65209974","Neighborhood"
"באב א זהרה","65209975","Neighborhood"
"שומרי החומות","65209976","Neighborhood"
"מאה שערים","65209977","Neighborhood"
"גאולה","65209978","Neighborhood"
"שמואל הנביא","65209919","Neighborhood"
"ארזי הבירה","65210765","Neighborhood"
"אזור תעשיה עטרות","65209920","Neighborhood"
"א-רם","65209921","Neighborhood"
"א טור","65209922","Neighborhood"
"א סוואנה","65209923","Neighborhood"
"הר הזיתים","65209924","Neighborhood"
"עין כרם","65209925","Neighborhood"
"כפר שלמא-הכפר השווד","65209926","Neighborhood"
"פת","65209927","Neighborhood"
"קרית שמואל","65209928","Neighborhood"
"הולילנד","65209929","Neighborhood"
"רמת דניה","65209930","Neighborhood"
"רמת מוצא","65210766","Neighborhood"
"הר המנוחות","65209931","Neighborhood"
"גבעת שאול","65209932","Neighborhood"
"בית צפפא","65209933","Neighborhood"
"חומת שמואל-הר חומה","65210031","Neighborhood"
"צפון תלפיות","65210032","Neighborhood"
"תלפיות","65210033","Neighborhood"
"אום ליסון","65210034","Neighborhood"
"צור באהר","65210035","Neighborhood"
"הר ציון","65209979","Neighborhood"
"עיר דוד","65209980","Neighborhood"
"סילוואן","65209981","Neighborhood"
"ג'בל מוקאבר","65209982","Neighborhood"
"אל-מראבטין סמטה 6","30005675","Street"
"אל-מקפה סמטה 9","30005187","Street"
"א-רואאיה סמטה 1","30003242","Street"
"דיר אל-עאמוד סמטה 4","30005220","Street"
"א-תון","30005726","Street"
"מסעדה סמטה 3","30005742","Street"
"אל-מראבטין","30005669","Street"
"אבו ד'ר אל-ר'פארי","30004729","Street"
"אל-מקפה","30004855","Street"
"אבו ד'ר אל-ר'פארי סמטה 3","30005246","Street"
"א-תון סמטה 4","30005728","Street"
"א-תון סמטה 2","30005727","Street"
"ד'את א-נטאקין","30005216","Street"
"פיירוטי","30004610","Street"
"עץ הדר","30000238","Street"
"לייב דיין","30000142","Street"
"הרצל","30001021","Street"
"תכלת מרדכי","30000945","Street"
"עובדיה סומך","30000667","Street"
"אבן שמואל","30004478","Street"
"משה קול","30001085","Street"
"הארזים","30001048","Street"
"דן","30001783","Street"
"זוננפלד","30000143","Street"
"אמיל בוטה","30001530","Street"
"תקי א-דין","30005761","Street"
"קדושי סלוניקי","30001800","Street"
"נבון","30000610","Street"
"א-רחמה סמטה 2","30005638","Street"
"הרב סלנט","30000173","Street"
"אל-קאע","30004130","Street"
"החומה","30001490","Street"
"פלומבו","30001199","Street"
"שטנר","30000894","Street"
"רפפורט","30000160","Street"
"עומר אבן כתב","30004060","Street"
"תחכמוני","30000321","Street"
"אוריאל","30000183","Street"
"אהרון אשכולי","30004455","Street"
"הרב חיים עראקי","30000712","Street"
"משכנות","30000688","Street"
"א-סביל סמטה 6","30005705","Street"
"עבודת ישראל","30000219","Street"
"המורה","30001044","Street"
"עמוס","30000311","Street"
"הרב אטון בן-ציון","30000241","Street"
