מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","0","29253","03/12/2019","265000000","30337-171-1","קומבינציה","לא ידוע","לא ידוע"
"2","0","100","04/03/2009","1700000","30337-173-1","דירה בבית קומות","4","לא ידוע"
"3","0","95","28/12/2007","2200000","30337-171-2","דירה בבית קומות","4","שניה"
"4","0","100","03/12/2007","1745000","30337-171-3","דירה בבית קומות","4","לא ידוע"
"5","0","100","06/11/2007","2200000","30337-173-2","דירה בבית קומות","4","לא ידוע"
"6","0","33","13/06/2007","182000","30147-65-1","מחסנים","לא ידוע","לא ידוע"
"7","0","100","20/05/2007","1630000","30337-5-1","דירה בבית קומות","4","שניה"
"8","0","100","22/04/2007","1600000","30337-5-2","דירה בבית קומות","4","לא ידוע"
"9","0","125","15/03/2005","1780000","30337-171-4","דירה בבית קומות","5","רביעית"
"10","0","75","01/02/2005","1050000","30337-171-5","דירה בבית קומות","3","לא ידוע"
"11","0","100","09/12/2004","1338000","30337-171-6","דירה בבית קומות","4","שניה"
"12","0","125","31/07/2001","1410000","30337-269-1","לא ידוע","5","ראשונה"
"13","0","91","03/07/2001","860000","30337-6-1","דירה בבית קומות","3","שניה"
