מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,אשקלון,אפרידר,הרב נורוק 4,56,2025,1018000,1942-177-116,דירה בבית,3,18179
2,אשקלון,אפרידר,ברייר דב 7,166,2025,2250000,1932-72-60,דירה בבית,5,13554
3,אשקלון,אפרידר,הסנה 28,79.6,2025,1200000,1942-134-48,דירה בבית,3,15075
4,אשקלון,אפרידר,ברייר דב 1,112,2025,1500000,1942-177-115,דירה בבית,4,13393
5,אשקלון,אפרידר,הקיקיון 1,116.52,2025,1520000,1942-143-5,דירה בבית,5,13045
6,אשקלון,אפרידר,אלי כהן 3,74.8,2025,1280000,1942-126-23,דירה בבית,3,17112
7,אשקלון,אפרידר,בר כוכבא 39,69,2025,1200000,2871-99-23,דירה בבית,3,17391
8,אשקלון,אפרידר,ברייר דב 11,99.4,2025,1410000,1932-71-11,דירה בבית,4,14185
9,אשקלון,אפרידר,הקיקיון 1,116.52,2025,1300000,1942-143-18,דירה בבית,5,11157
10,אשקלון,אפרידר,כרכום 1,152.6,2025,3000000,1958-148-2,דירה בבית,5,19659
11,אשקלון,אפרידר,הטייסים 63,109.8,2025,1580000,1941-107-21,דירה בבית,5,14390
12,אשקלון,אפרידר,הטייסים 73,120.7,2025,1870000,1941-109-42,דירה בבית,5,15493
13,אשקלון,אפרידר,0,105,2025,2700000,1241-90-1,דירה בבית,4,25714
14,אשקלון,אפרידר,הטייסים 73,92.1,2025,1660000,1941-109-50,דירה בבית,4,18024
15,אשקלון,אפרידר,הגליל 800,82,2025,1262000,1932-79-1,דירה בבית,4,15390
16,אשקלון,אפרידר,יחזקאל זונאבנד 16,85.1,2025,665000,1959-26-1,קוטג' דו משפחתי,4,7814
17,אשקלון,אפרידר,ברייר דב 1,112,2025,1600000,1942-177-114,דירה בבית,5,14286
18,אשקלון,אפרידר,אורט 4,80,2025,1100000,1942-177-117,דירה בבית,4,13750
19,אשקלון,אפרידר,משה ובר 6,126.6,2025,1500000,2855-41-42,דירה בבית,4,11848
21,אשקלון,אפרידר,הרב נורוק 3,122,2025,1800000,1942-177-113,דירה בבית,5,14754
23,אשקלון,אפרידר,הסנה 8,66,2025,650000,1942-158-50,דירה בבית,3,9848
24,אשקלון,אפרידר,גבעתי 8,80,2025,1350000,2871-91-26,דירה בבית,4,16875
25,אשקלון,אפרידר,הסנה 1,76.1,2025,525000,1942-97-8,דירה בבית,4,6899
26,אשקלון,אפרידר,האגוז 6,176,2025,3400000,1335-39-2,דירה בבית,5.5,19318
27,אשקלון,אפרידר,0,131,2025,2660000,1241-92-1,דירה בבית,5,20305
28,אשקלון,אפרידר,הגליל 800,68,2025,1100000,1932-79-18,דירה בבית,3,16176
