מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
3,קרית ים,קריית ים ג,יהודה הלוי 11,24.8,2025,635000,10444-603-7,דירה בבית,2,25605
4,קרית ים,קריית ים ג,שבטי ישראל 15,36.51,2025,50000,10444-546-1,דירה בבית,2,1369
5,קרית ים,קריית ים ג,פינסקר 10,24.8,2025,650000,10444-613-4,דירה בבית,1.5,26210
6,קרית ים,קריית ים ג,ירושלים 76,44.16,2025,271000,10450-3-21,דירה בבית,2,6137
7,קרית ים,קריית ים ג,מוהליבר 5,36.37,2025,840000,10444-1120-2,דירה בבית,2,23096
8,קרית ים,קריית ים ג,דוד המלך 14,28,2025,565000,10444-569-9,דירה בבית,1,20179
9,קרית ים,קריית ים ג,הראשונים 1,52.7,2025,1000000,10444-1781-12,דירה בבית,3,18975
10,קרית ים,קריית ים ג,פנחס ספיר 5,67.7,2025,1200000,10444-1765-10,דירה בבית,3,17725
11,קרית ים,קריית ים ג,ירושלים 74,64.16,2025,1075000,10450-4-27,דירה בבית,3.5,16755
12,קרית ים,קריית ים ג,ההסתדרות 9,75.3,2025,1000000,10444-1740-7,דירה בבית,3,13280
15,קרית ים,קריית ים ג,יהודה הלוי 2,24.8,2025,500000,10444-515-8,דירה בבית,2,20161
16,קרית ים,קריית ים ג,ירושלים 64,72.06,2025,1270000,10450-9-8,דירה בבית,4,17624
17,קרית ים,קריית ים ג,הנרייטה סאלד 50,71,2025,980000,10444-1917-5,דירה בבית,3,13803
18,קרית ים,קריית ים ג,מוהליבר 4,36.37,2025,212000,10444-1121-3,דירה בבית,3,5829
19,קרית ים,קריית ים ג,ההסתדרות 11,53.9,2025,750000,10444-1748-30,דירה בבית,3,13915
20,קרית ים,קריית ים ג,יוספטל 21,39,2025,1050000,10444-1785-15,דירה בבית,2,26923
21,קרית ים,קריית ים ג,החשמונאים 15,24.8,2025,665000,10444-575-3,דירה בבית,2,26815
22,קרית ים,קריית ים ג,דוד המלך 2,62.92,2025,915000,10444-498-10,דירה בבית,3,14542
24,קרית ים,קריית ים ג,הראשונים 3,52.7,2025,1000000,10444-1782-10,דירה בבית,3,18975
25,קרית ים,קריית ים ג,הראשונים 3,52.7,2025,1110000,10444-1782-9,דירה בבית,3,21063
26,קרית ים,קריית ים ג,אליהו גולומב 12,152,2025,1822000,10444-888-4,דירה בבית,5,11987
27,קרית ים,קריית ים ג,ההסתדרות 10,56.5,2025,930000,10444-1730-15,דירה בבית,3,16460
28,קרית ים,קריית ים ג,השופטים 8,24.8,2024,110000,10444-558-3,דירה בבית,2.5,4435
29,קרית ים,קריית ים ג,החשמונאים 3,24.8,2024,680000,10444-502-3,דירה בבית,2,27419
30,קרית ים,קריית ים ג,מוהליבר 9,24.8,2024,585000,10444-629-2,דירה בבית,2,23589
31,קרית ים,קריית ים ג,יוספטל 34,48.2,2024,575000,10444-1772-21,דירה בבית,3,11929
32,קרית ים,קריית ים ג,רמבם 15,90,2024,1272700,10444-594-1,דירה בבית,4,14141
35,קרית ים,קריית ים ג,יוספטל 32,39.3,2024,990000,10444-1773-8,דירה בבית,2,25191
36,קרית ים,קריית ים ג,ההסתדרות 9,74,2024,930000,10444-1740-9,דירה בבית,3,12568
39,קרית ים,קריית ים ג,ההסתדרות 8,75.3,2024,1040000,10444-1729-14,דירה בבית,4,13811
40,קרית ים,קריית ים ג,מוהליבר 9,24.8,2024,652000,10444-629-1,דירה בבית,2,26290
41,קרית ים,קריית ים ג,יוספטל 36,45.5,2024,930000,10444-1771-30,דירה בבית,3,20440
42,קרית ים,קריית ים ג,בורוכוב 13,49.6,2024,700000,10444-713-4,דירה בבית,3,14113
43,קרית ים,קריית ים ג,סטרומה 6,130,2024,900000,10444-670-3,דירה בבית,4,6923
44,קרית ים,קריית ים ג,יוספטל 34,45,2024,1000000,10444-1772-31,דירה בבית,3,22222
45,קרית ים,קריית ים ג,פינסקר 9,80,2024,825000,10444-612-1,דירה בבית,4,10313
46,קרית ים,קריית ים ג,יוספטל 21,39,2024,1000000,10444-1785-5,דירה בבית,2,25641
47,קרית ים,קריית ים ג,ההסתדרות 3,72.3,2024,940000,10444-1743-14,דירה בבית,3,13001
48,קרית ים,קריית ים ג,ההסתדרות 5,66.7,2024,900000,10444-1742-15,דירה בבית,3,13493
49,קרית ים,קריית ים ג,ההסתדרות 9,66.7,2024,890000,10444-1740-16,דירה בבית,3,13343
50,קרית ים,קריית ים ג,יהודה הלוי 13,24.8,2024,466000,10444-601-2,דירה בבית,1,18790
51,קרית ים,קריית ים ג,דוד המלך 11,24.8,2024,600000,10444-566-8,דירה בבית,2,24194
52,קרית ים,קריית ים ג,הראשונים 6,45.5,2024,666000,10444-1778-16,דירה בבית,3,14637
53,קרית ים,קריית ים ג,שבטי ישראל 11,83,2024,1208000,10444-542-4,דירה בבית,4,14554
54,קרית ים,קריית ים ג,הראשונים 4,55.4,2024,1050000,10444-1779-7,דירה בבית,3,18953
55,קרית ים,קריית ים ג,בורוכוב 7,107.78,2024,1100000,10444-683-6,דירה בבית,4,10206
56,קרית ים,קריית ים ג,ההסתדרות 8,76.5,2024,1135000,10444-1729-1,דירה בבית,4,14837
57,קרית ים,קריית ים ג,ירושלים 66,47.8,2024,820000,10450-8-6,דירה בבית,2,17155
58,קרית ים,קריית ים ג,ירושלים 68,44.28,2024,850000,10450-7-10,דירה בבית,3,19196
60,קרית ים,קריית ים ג,מוהליבר 6,134,2024,1500000,10444-533-2,דירה בבית,5,11194
61,קרית ים,קריית ים ג,הראשונים 5,52.7,2024,1050000,10444-1783-5,דירה בבית,3,19924
63,קרית ים,קריית ים ג,גורדון 7,49.6,2024,900000,10444-710-1,דירה בבית,3,18145
64,קרית ים,קריית ים ג,החשמונאים 15,24.8,2024,670000,10444-575-2,דירה בבית,2,27016
65,קרית ים,קריית ים ג,מוהליבר 11,63,2024,930000,10444-627-2,דירה בבית,3,14762
66,קרית ים,קריית ים ג,בורוכוב 11,24.8,2024,600000,10444-954-8,דירה בבית,2,24194
67,קרית ים,קריית ים ג,יהודה הלוי 4,24.8,2024,670000,10444-517-8,דירה בבית,2,27016
68,קרית ים,קריית ים ג,ירושלים 69,54.5,2024,1060000,10444-1883-6,דירה בבית,3,19450
69,קרית ים,קריית ים ג,הראשונים 5,52.7,2024,1050000,10444-1783-12,דירה בבית,3,19924
70,קרית ים,קריית ים ג,ירושלים 77,68.5,2024,900000,10444-1887-6,דירה בבית,3.5,13139
71,קרית ים,קריית ים ג,ירושלים 75,54.5,2024,850000,10444-1886-6,דירה בבית,3,15596
74,קרית ים,קריית ים ג,ירושלים 65,54.5,2024,1100000,10444-1881-9,דירה בבית,3,20183
75,קרית ים,קריית ים ג,יוספטל 23,53.9,2024,985000,10444-1786-6,דירה בבית,3,18275
76,קרית ים,קריית ים ג,רמבם 9,24.8,2024,500000,10444-588-1,דירה בבית,2,20161
77,קרית ים,קריית ים ג,יוספטל 38,39.6,2024,1050000,10444-1770-5,דירה בבית,3,26515
78,קרית ים,קריית ים ג,ירושלים 67,54.5,2024,870000,10444-1882-12,דירה בבית,3,15963
79,קרית ים,קריית ים ג,ירושלים 75,54.5,2024,950000,10444-1886-1,דירה בבית,3,17431
80,קרית ים,קריית ים ג,ירושלים 77,68.5,2024,930000,10444-1887-10,דירה בבית,4,13577
81,קרית ים,קריית ים ג,הקוממיות 2,53.3,2024,970000,10444-1909-4,דירה בבית,3,18199
83,קרית ים,קריית ים ג,יהודה הלוי 4,24.8,2024,508000,10444-517-5,דירה בבית,2,20484
84,קרית ים,קריית ים ג,ההסתדרות 12,77,2024,1030000,10444-1731-15,דירה בבית,4,13377
85,קרית ים,קריית ים ג,ירושלים 78,82.9,2024,1000000,10450-2-11,דירה בבית,4,12063
86,קרית ים,קריית ים ג,יוספטל 34,45,2024,1150000,10444-1772-11,דירה בבית,3,25556
87,קרית ים,קריית ים ג,פינסקר 1,24.8,2024,250000,10444-527-1,דירה בבית,2,10081
89,קרית ים,קריית ים ג,יוספטל 34,45.5,2024,1190000,10444-1772-30,דירה בבית,2.5,26154
90,קרית ים,קריית ים ג,ההסתדרות 1,66.7,2024,1060000,10444-1744-14,דירה בבית,4,15892
91,קרית ים,קריית ים ג,יוספטל 19,53.9,2024,880000,10444-1784-2,דירה בבית,3,16327
92,קרית ים,קריית ים ג,דוד המלך 14,119,2024,800000,10444-569-7,דירה בבית,4,6723
93,קרית ים,קריית ים ג,יוספטל 23,53.9,2024,320000,10444-1786-16,דירה בבית,3,5937
94,קרית ים,קריית ים ג,הקוממיות 4,53.3,2024,930000,10444-1907-15,דירה בבית,3,17448
95,קרית ים,קריית ים ג,סטרומה 12,49.6,2024,890000,10444-724-4,דירה בבית,3,17944
96,קרית ים,קריית ים ג,ההסתדרות 5,66.7,2024,1025000,10444-1742-14,דירה בבית,3,15367
97,קרית ים,קריית ים ג,הנרייטה סאלד 25,61.4,2024,950000,10444-1725-11,דירה בבית,3,15472
98,קרית ים,קריית ים ג,ירושלים 78,83.62,2024,220000,10450-2-51,דירה בבית,4,2631
99,קרית ים,קריית ים ג,החשמונאים 10,24.8,2024,600000,10444-580-3,דירה בבית,1,24194
100,קרית ים,קריית ים ג,ירושלים 73,72.5,2024,1070000,10444-1885-12,דירה בבית,4,14759
101,קרית ים,קריית ים ג,הנרייטה סאלד 25,61.4,2024,1130000,10444-1725-14,דירה בבית,3,18404
103,קרית ים,קריית ים ג,הקוממיות 6,53.3,2024,98000,10444-1906-10,דירה בבית,3,1839
104,קרית ים,קריית ים ג,ירושלים 76,64.02,2024,910000,10450-3-6,דירה בבית,3,14214
105,קרית ים,קריית ים ג,פנקס 4,36.51,2024,900000,10444-647-1,דירה בבית,2,24651
106,קרית ים,קריית ים ג,מוהליבר 5,62,2024,840000,10444-1120-3,דירה בבית,3,13548
107,קרית ים,קריית ים ג,גורדון 4,49.6,2024,720000,10444-958-4,דירה בבית,3,14516
108,קרית ים,קריית ים ג,החשמונאים 5,24.8,2024,520000,10444-504-7,דירה בבית,2,20968
109,קרית ים,קריית ים ג,לוחמי הגטאות 15,121,2024,1700000,10444-928-1,דירה בבית,4,14050
110,קרית ים,קריית ים ג,הת 15,46,2024,1100000,10444-867-4,דירה בבית,3,23913
111,קרית ים,קריית ים ג,יהודה הלוי 4,50,2024,505000,10444-517-6,דירה בבית,3,10100
113,קרית ים,קריית ים ג,יוספטל 19,53.9,2024,1170000,10444-1784-18,דירה בבית,3,21707
114,קרית ים,קריית ים ג,בורוכוב 10,24.8,2024,550000,10444-955-6,דירה בבית,1,22177
116,קרית ים,קריית ים ג,מוהליבר 14,24.8,2024,530000,10444-624-5,דירה בבית,2,21371
117,קרית ים,קריית ים ג,ירושלים 74,64.28,2024,410000,10450-4-33,דירה בבית,3,6378
118,קרית ים,קריית ים ג,סטרומה 9,24.8,2024,260000,10444-698-4,דירה בבית,1,10484
119,קרית ים,קריית ים ג,יוספטל 38,39.3,2024,1030000,10444-1770-21,דירה בבית,2,26209
122,קרית ים,קריית ים ג,אליהו גולומב 8,66,2024,1000000,10444-798-2,דירה בבית,3,15152
123,קרית ים,קריית ים ג,ירושלים 69,54.5,2024,1070000,10444-1883-11,דירה בבית,3,19633
124,קרית ים,קריית ים ג,יוספטל 36,45.5,2024,1025000,10444-1771-28,דירה בבית,3,22527
125,קרית ים,קריית ים ג,ירושלים 68,64.17,2023,860000,10450-7-14,דירה בבית,3,13402
126,קרית ים,קריית ים ג,מוהליבר 14,24.8,2023,660000,10444-624-2,דירה בבית,2,26613
128,קרית ים,קריית ים ג,המעפילים 2,90,2023,1270000,10444-811-2,דירה בבית,4.5,14111
130,קרית ים,קריית ים ג,יוספטל 19,53.9,2023,350000,10444-1784-9,דירה בבית,3,6494
131,קרית ים,קריית ים ג,יוספטל 23,53.9,2023,1120000,10444-1786-15,דירה בבית,3,20779
132,קרית ים,קריית ים ג,יוספטל 38,39.3,2023,1030000,10444-1770-8,דירה בבית,2,26209
133,קרית ים,קריית ים ג,השופטים 13,24.8,2023,385000,10444-553-1,דירה בבית,2,15524
134,קרית ים,קריית ים ג,פינסקר 5,115,2023,1010100,10444-523-5,דירה בבית,5,8783
135,קרית ים,קריית ים ג,ירושלים 66,44.75,2023,750000,10450-8-16,דירה בבית,2,16760
136,קרית ים,קריית ים ג,אליהו גולומב 13,115,2023,1305000,10444-890-2,דירה בבית,5,11348
137,קרית ים,קריית ים ג,הראשונים 4,45.5,2023,850000,10444-1779-18,דירה בבית,3,18681
138,קרית ים,קריית ים ג,ירושלים 76,40.49,2023,500000,10450-3-27,דירה בבית,2,12349
139,קרית ים,קריית ים ג,ההסתדרות 3,72.3,2023,965000,10444-1743-10,דירה בבית,3,13347
141,קרית ים,קריית ים ג,0,130,2023,1175000,10444-635-3,דירה בבית,5,9038
142,קרית ים,קריית ים ג,טרומפלדור 8,24.8,2023,450000,10444-692-7,דירה בבית,1,18145
143,קרית ים,קריית ים ג,ירושלים 78,83.6,2023,1150000,10450-2-6,דירה בבית,4,13756
144,קרית ים,קריית ים ג,ירושלים 62,75.77,2023,1040000,10450-10-2,דירה בבית,4,13726
145,קרית ים,קריית ים ג,השופטים 15,49.6,2023,500000,10444-551-1,דירה בבית,2,10081
146,קרית ים,קריית ים ג,החשמונאים 6,36.51,2023,512000,10444-505-2,דירה בבית,3,14024
147,קרית ים,קריית ים ג,ההסתדרות 12,75.1,2023,950000,10444-1731-14,דירה בבית,4,12650
150,קרית ים,קריית ים ג,יוספטל 36,45,2023,450000,10444-1771-23,דירה בבית,3,10000
151,קרית ים,קריית ים ג,הראשונים 6,90.4,2023,1245000,10444-1778-9,דירה בבית,4,13772
152,קרית ים,קריית ים ג,יוספטל 21,39.8,2023,950000,10444-1785-4,דירה בבית,2,23869
153,קרית ים,קריית ים ג,הקוממיות 4,53.3,2023,830000,10444-1907-12,דירה בבית,2.5,15572
154,קרית ים,קריית ים ג,טרומפלדור 10,24.8,2023,650000,10444-966-2,דירה בבית,2,26210
155,קרית ים,קריית ים ג,ירושלים 73,68.5,2023,135000,10444-1885-6,דירה בבית,3,1971
156,קרית ים,קריית ים ג,ההסתדרות 13,70.5,2023,820000,10444-1749-11,דירה בבית,3,11631
157,קרית ים,קריית ים ג,ירושלים 66,27.55,2023,680000,10450-8-2,דירה בבית,1,24682
158,קרית ים,קריית ים ג,ההסתדרות 11,53.9,2023,815000,10444-1748-35,דירה בבית,3,15121
159,קרית ים,קריית ים ג,רמבם 14,24.8,2023,420000,10444-593-6,דירה בבית,1.5,16935
160,קרית ים,קריית ים ג,הנרייטה סאלד 19,50.7,2023,1000000,10444-1722-8,דירה בבית,3,19724
162,קרית ים,קריית ים ג,פנחס ספיר 3,67.7,2023,416000,10444-1766-1,דירה בבית,3,6145
163,קרית ים,קריית ים ג,סוקולוב 4,36.51,2023,850000,10444-638-1,דירה בבית,2,23281
164,קרית ים,קריית ים ג,המעפילים 17,44,2023,270000,10444-879-3,דירה בבית,1,6136
165,קרית ים,קריית ים ג,ירושלים 76,40.49,2023,261000,10450-3-38,דירה בבית,2,6446
166,קרית ים,קריית ים ג,טרומפלדור 11,24.8,2023,500000,10444-963-4,דירה בבית,2,20161
167,קרית ים,קריית ים ג,גורדון 5,49.6,2023,890000,10444-957-4,דירה בבית,2,17944
168,קרית ים,קריית ים ג,שבטי ישראל 5,66.63,2023,1020000,10444-481-5,דירה בבית,4,15308
169,קרית ים,קריית ים ג,יצחק שדה 11,60,2023,129000,10444-922-2,דירה בבית,2,2150
170,קרית ים,קריית ים ג,יוספטל 19,53.9,2023,950000,10444-1784-16,דירה בבית,3,17625
171,קרית ים,קריית ים ג,פנחס ספיר 7,67.7,2023,264000,10444-1764-6,דירה בבית,3,3900
