מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,רעננה,קריית גנים,השחר 43,408,2024,15000000,6579-175-2,קוטג' דו משפחתי,5,36765
2,רעננה,קריית גנים,הגלים 28,294,2024,6300000,6579-738-6,דירה בבית,5,21429
3,רעננה,קריית גנים,הערבה 6,89.2,2024,383000,7651-196-2,קוטג' דו משפחתי,5,4294
4,רעננה,קריית גנים,התמר 23,227.8,2024,7450000,7651-129-3,קוטג' דו משפחתי,5.5,32704
5,רעננה,קריית גנים,הטללים 9,273,2024,7600000,6579-750-2,קוטג' דו משפחתי,6,27839
6,רעננה,קריית גנים,הגלים 35,334,2024,7500000,6579-744-3,קוטג' חד משפחתי,8,22455
7,רעננה,קריית גנים,הגלים 15,240,2024,7000000,6579-746-2,קוטג' חד משפחתי,5,29167
8,רעננה,קריית גנים,הגלים 15,150,2024,350000,6579-746-1,קוטג' דו משפחתי,5,2333
9,רעננה,קריית גנים,האלון 15,421,2024,8877000,7651-148-3,קוטג' דו משפחתי,6,21086
10,רעננה,קריית גנים,התאנה 18,481,2024,8200000,7651-249-3,קוטג' דו משפחתי,5,17048
11,רעננה,קריית גנים,התמר 12,1029,2023,24200000,7651-136-3,קוטג' חד משפחתי,9,23518
13,רעננה,קריית גנים,הגלים 29,301,2023,7400000,6579-742-2,דירה בבית,6,24585
14,רעננה,קריית גנים,הגלים 32,522,2023,12000000,6579-738-5,קוטג' דו משפחתי,6,22989
16,רעננה,קריית גנים,התאנה 1,214,2023,7000000,7651-238-2,קוטג' דו משפחתי,6,32710
18,רעננה,קריית גנים,הכוכב 5,308,2023,828000,6579-140-1,דירה בבית,8,2688
21,רעננה,קריית גנים,הגלים 45,620,2022,14800000,6579-752-2,קוטג' חד משפחתי,5,23871
23,רעננה,קריית גנים,השחר 45,395,2022,7697000,6579-176-2,קוטג' דו משפחתי,6,19486
24,רעננה,קריית גנים,השחר 85,320,2022,9126000,7651-266-1,קוטג' דו משפחתי,7,28519
27,רעננה,קריית גנים,האלון 23,244,2022,4588000,7651-253-3,קוטג' דו משפחתי,7,18803
28,רעננה,קריית גנים,האלון 17,432,2021,10000000,7651-139-1,קוטג' חד משפחתי,6,23148
30,רעננה,קריית גנים,הטללים 26,283,2021,6450000,6579-733-1,קוטג' דו משפחתי,6,22792
31,רעננה,קריית גנים,הגלים 28,310,2021,6000000,6579-738-4,קוטג' חד משפחתי,7,19355
35,רעננה,קריית גנים,התאנה 11,261,2021,5300000,7651-246-2,קוטג' דו משפחתי,5,20307
36,רעננה,קריית גנים,הכוכב 10,248,2021,7450000,6579-477-4,קוטג' חד משפחתי,6,30040
37,רעננה,קריית גנים,השחר 23,198,2021,4200000,6579-470-2,דירה בבית,6,21212
38,רעננה,קריית גנים,התמר 15,225.2,2020,5800000,7651-128-2,קוטג' דו משפחתי,7,25755
40,רעננה,קריית גנים,התמר 25,298.25,2020,7050000,7651-130-2,קוטג' חד משפחתי,6,23638
41,רעננה,קריית גנים,הדקל 3,89.2,2020,189000,7651-198-2,קוטג' דו משפחתי,5,2119
42,רעננה,קריית גנים,האלון 24,240,2020,4600000,7651-263-3,קוטג' דו משפחתי,6,19167
43,רעננה,קריית גנים,התאנה 3,562,2020,9900000,7651-242-4,קוטג' חד משפחתי,8,17616
