מספר סידורי,שם העיר,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
15,שפרעם,0,60,2024,1200000,10313-22-1,דירה בבית,3,20000
60,שפרעם,0,472,2024,3000000,10272-25-2,קוטג' דו משפחתי,9,6356
