מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","0","131","06/07/2025","3300000","7240-86-1","דירה בבית קומות","5","שלישית"
"2","ההסתדרות 3","65.8","18/06/2025","1800000","7217-86-19","דירה בבית קומות","3","חמישית"
"3","ההסתדרות 11","83.2","04/06/2025","1870000","7217-76-8","דירה בבית קומות","4","רביעית"
"4","0","114","22/05/2025","2500000","7217-204-113","דירה בבית קומות","5","ראשונה"
"5","ההסתדרות 12","34.9","19/05/2025","1850000","7216-83-9","דירה בבית קומות","3","ראשונה"
"6","ז'בוטינסקי 28","106","12/05/2025","2300000","7217-85-26","דירה בבית קומות","4","שביעית"
"7","אופירה 5","92","07/05/2025","2470000","7217-226-6","דירה בבית קומות","3","לא ידוע"
"8","0","107","29/04/2025","3065000","7240-86-2","דירה בבית קומות","4","שישית"
"9","0","102","27/04/2025","3000000","7240-86-3","דירה בבית קומות","4","תשיעית"
"10","ז'בוטינסקי 10","80.2","08/04/2025","1950000","7217-70-12","דירה בבית קומות","4","שניה"
"11","ההסתדרות 13","83.9","06/04/2025","1800000","7217-77-19","דירה בבית קומות","4","שניה"
"12","ההסתדרות 3","66.3","31/03/2025","1895000","7217-86-6","דירה בבית קומות","3","שניה"
"13","0","78","24/03/2025","2420000","7240-86-4","דירה בבית קומות","3","חמישית"
"14","0","78","18/03/2025","2350000","7240-86-5","דירה בבית קומות","3","ראשונה"
"15","0","82","12/03/2025","2475000","7240-86-6","דירה בבית קומות","3","ראשונה"
"16","יהדות קנדה קפלן 46","67.2","11/03/2025","1910000","7216-71-23","דירה בבית קומות","4","שניה"
"17","העצמאות 28","72.8","11/03/2025","2078000","7217-61-8","דירה בבית קומות","4","שניה"
"18","העצמאות 13","113","23/02/2025","3166000","7217-32-9","דירה בבית קומות","4","תשיעית"
"19","העצמאות 5","123","23/02/2025","3217000","7217-34-9","דירה בבית קומות","5","שלישית"
"20","דגניה 30","40.8","13/02/2025","1510000","7216-103-16","דירה בבית קומות","3","שניה"
"21","יוסף חיים 9","75.6","06/02/2025","1666600","7217-12-5","דירה בבית קומות","4","קרקע"
"22","דגניה 18","83","12/01/2025","1940000","7216-102-20","דירה בבית קומות","4","ראשונה"
"23","דוד אלעזר 8","67.5","30/12/2024","1815000","7217-18-5","דירה בבית קומות","3","קרקע"
"24","יהדות קנדה 34","46.4","26/12/2024","1650000","7216-74-32","דירה בבית קומות","3","שלישית"
"25","כצנלסון 6","46.8","26/12/2024","1600000","7216-78-17","דירה בבית קומות","3","שלישית"
"26","יהדות קנדה קפלן 50","67.2","17/12/2024","1800000","7216-69-15","דירה בבית קומות","3","ראשונה"
"27","יהדות קנדה 34","26.5","12/12/2024","857000","7216-74-23","דירה בבית קומות","1","ראשונה"
"28","כצנלסון 1","46.8","27/11/2024","1620000","7216-76-23","דירה בבית קומות","3","שלישית"
"29","דגניה 25","36.4","19/11/2024","1490000","7216-85-2","דירה בבית קומות","2","ראשונה"
"30","דגניה 10","40.8","17/11/2024","1700000","7216-101-25","דירה בבית קומות","3","ראשונה"
"31","0","166","13/10/2024","2750000","7217-204-111","לא ידוע","5","תשיעית"
"32","יוסף חיים 1","39.3","01/10/2024","762000","7217-13-9","דירה בבית קומות","3","שניה"
"33","דגניה 20","40.8","30/09/2024","1700000","7216-102-30","דירה בבית קומות","3","שלישית"
"34","דגניה 16","40.8","26/09/2024","1750000","7216-102-18","דירה בבית קומות","3","שלישית"
"35","דגניה 36","34.9","19/09/2024","700000","7216-104-24","דירה בבית קומות","2","רביעית"
"36","יוסף חיים 11","88.5","15/09/2024","600000","7217-11-8","דירה בבית קומות","4","ראשונה"
"37","משה דיין 19","136.27","05/09/2024","3900000","7240-59-53","דירה בבית קומות","6","שלישית+רביעית"
"38","משה דיין 21","101.33","03/09/2024","2920000","7240-59-32","דירה בבית קומות","4","שניה"
"39","כצנלסון 2","46.8","20/08/2024","1640000","7216-78-6","דירה בבית קומות","3","שלישית"
"40","אופירה 4","41.7","01/08/2024","1745000","7217-68-22","לא ידוע","3","שלישית"
"41","העצמאות 30","66.3","30/07/2024","2000000","7217-60-10","דירה בבית קומות","3","ראשונה"
"42","ירושלים 2","86","16/07/2024","2190000","7217-133-23","דירה בבית קומות","4","שניה"
"43","ז'בוטינסקי 21","41.7","16/07/2024","1490000","7217-62-32","דירה בבית קומות","2","רביעית"
"44","דגניה 27","36.4","10/07/2024","1700000","7216-86-22","דירה בבית קומות","2","שניה"
"45","דגניה 18","40.8","10/07/2024","1500000","7216-102-22","דירה בבית קומות","3","שניה"
"46","דגניה 25","36.4","01/07/2024","1500000","7216-85-29","דירה בבית קומות","2","שלישית"
"47","ירושלים 15","97.7","24/06/2024","680000","7217-71-2","דירה בבית קומות","4","ראשונה"
"48","ההסתדרות 19","90","23/06/2024","1910000","7217-78-21","דירה בבית קומות","4","שלישית"
"49","ההסתדרות 9","80","16/06/2024","900000","7217-76-11","דירה בבית קומות","4","שניה"
"50","ירושלים 2","86","03/06/2024","2200000","7217-133-22","דירה בבית קומות","4","שניה"
"51","העצמאות 16","79.8","29/05/2024","192000","7217-64-11","דירה בבית קומות","4","שניה"
"52","יוסף חיים 1","55.1","18/04/2024","1800000","7217-13-19","דירה בבית קומות","3","ראשונה"
"53","העצמאות 22","59.4","16/04/2024","1600000","7217-63-12","דירה בבית קומות","3","שניה"
"54","דגניה 30","40.8","16/04/2024","1430000","7216-103-28","דירה בבית קומות","3","שניה"
"55","יהדות קנדה 34","40","15/04/2024","320000","7216-74-6","דירה בבית קומות","3","ראשונה"
"56","השיטה 8","51.1","09/04/2024","1261000","7217-109-1","דירה בבית קומות","3","קרקע"
"57","אופירה 5","121","09/04/2024","2370000","7217-226-4","דירה בבית קומות","4","ראשונה"
"58","אופירה 5","97","10/03/2024","2220000","7217-226-3","דירה בבית קומות","3","שמינית"
"59","ירושלים 1","91.2","07/02/2024","1910000","7217-65-5","דירה בבית קומות","4","שלישית"
"60","דוד אלעזר 23","120","25/01/2024","2100000","7217-84-32","דירה בבית קומות","5","שמינית"
"61","ירושלים 17","83.2","16/01/2024","1900000","7217-73-18","דירה בבית קומות","4","ראשונה"
"62","דגניה 38","34.9","14/12/2023","570000","7216-104-28","דירה בבית קומות","3","שניה"
"63","ההסתדרות 10","79","15/11/2023","454000","7216-83-5","דירה בבית קומות","4","שלישית"
"64","ירושלים 21","83.2","05/09/2023","1650000","7217-73-1","דירה בבית קומות","4","ראשונה"
"65","0","100","10/08/2023","2200000","7217-227-2","דירה בבית קומות","3","שלישית"
"66","יוסף חיים 1","39.3","08/08/2023","1510000","7217-13-20","דירה בבית קומות","2","ראשונה"
"67","יוסף חיים 11","79.5","31/07/2023","379000","7217-11-7","דירה בבית קומות","4","ראשונה"
"68","כצנלסון 2","46.8","20/07/2023","1700000","7216-78-5","דירה בבית קומות","3","שלישית"
"69","יהדות קנדה קפלן 46","67.2","11/07/2023","1600000","7216-71-28","דירה בבית קומות","4","ראשונה"
"70","כצנלסון 16","46.8","25/06/2023","1414100","7216-79-22","דירה בבית קומות","3","שניה"
"71","העצמאות 2","46","15/06/2023","157000","7216-68-28","חנות","לא ידוע","ראשונה"
"72","העצמאות 28","72.8","07/06/2023","1747400","7217-61-6","דירה בבית קומות","4","שניה"
"73","יוסף חיים 1","55.1","04/06/2023","1720000","7217-13-21","דירה בבית קומות","3","שניה"
"74","ז'בוטינסקי 15","41.7","02/06/2023","396000","7217-62-7","דירה בבית קומות","2","רביעית"
"75","משה דיין 19","91.83","17/05/2023","2510000","7240-59-51","דירה בבית קומות","4","שניה"
"76","הבנים 9","72.8","27/04/2023","1750000","7217-72-12","דירה בבית קומות","3","שלישית"
"77","דוד אלעזר 34","101.4","24/04/2023","225000","7217-5-12","דירה בבית קומות","5","ראשונה"
"78","דגניה 34","74","30/03/2023","1650000","7216-104-11","דירה בבית קומות","4","שניה"
"79","ירושלים 9","102.9","30/03/2023","487500","7217-66-5","דירה בבית קומות","5","שניה"
"80","אופירה 8","41.7","22/02/2023","1180000","7217-68-8","דירה בבית קומות","2","רביעית"
"81","דגניה 25","36.4","06/02/2023","1346900","7216-85-20","דירה בבית קומות","2","ראשונה"
"82","העצמאות 16","79.8","08/01/2023","1990000","7217-64-12","דירה בבית קומות","4","שניה"
"83","ירושלים 18","59.4","01/01/2023","1415000","7217-80-23","דירה בבית קומות","3","רביעית"
