מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,בת ים,בית וגן,הגדוד העברי 4,100,2025,2656000,7149-151-9,דירה בבית,4,26560
2,בת ים,בית וגן,ההגנה 3,44.75,2025,1400000,7150-344-1,דירה בבית,2,31285
3,בת ים,בית וגן,אתרוג 3,50,2025,1720000,7150-285-5,דירה בבית,3,34400
4,בת ים,בית וגן,הגדוד העברי 4,46,2025,1706000,7149-151-10,דירה בבית,2,37087
5,בת ים,בית וגן,הגדוד העברי 4,48.9,2025,1756000,7149-151-6,דירה בבית,2,35910
6,בת ים,בית וגן,הגדוד העברי 4,68,2025,2266000,7149-151-11,דירה בבית,3,33324
7,בת ים,בית וגן,הגדוד העברי 4,68,2025,2266000,7149-151-12,דירה בבית,3,33324
8,בת ים,בית וגן,הגדוד העברי 4,46,2025,1706000,7149-151-13,דירה בבית,2,37087
9,בת ים,בית וגן,הגדוד העברי 4,75,2025,2406000,7149-151-14,דירה בבית,3,32080
10,בת ים,בית וגן,רימון 7,57.2,2025,1600000,7151-212-4,דירה בבית,2.5,27972
11,בת ים,בית וגן,ברל כצנלסון 4,43,2025,800000,7151-254-15,דירה בבית,2,18605
12,בת ים,בית וגן,טרומפלדור 9,60.7,2025,1900000,7150-260-13,דירה בבית,2.5,31301
13,בת ים,בית וגן,ברל כצנלסון 12,51.92,2025,1630000,7151-208-7,דירה בבית,2.5,31394
14,בת ים,בית וגן,קלויזנר 2,52.73,2025,1840000,7150-339-1,דירה בבית,2.5,34895
15,בת ים,בית וגן,קורצ'אק 4,26.25,2025,1200000,7149-157-28,דירה בבית,1,45714
16,בת ים,בית וגן,אתרוג 5,57.27,2025,1666600,7150-287-4,דירה בבית,2.5,29101
18,בת ים,בית וגן,ברל כצנלסון 8,43.5,2025,1530000,7151-202-22,דירה בבית,2,35172
19,בת ים,בית וגן,קלויזנר 2,33.77,2025,1450000,7150-339-10,דירה בבית,1.5,42938
21,בת ים,בית וגן,ההגנה 17,49,2025,1600000,7150-356-10,דירה בבית,2,32653
22,בת ים,בית וגן,ברל כצנלסון 4,43,2025,1660000,7151-254-17,דירה בבית,2,38605
23,בת ים,בית וגן,בית וגן 6,69.25,2025,1850000,7150-281-8,דירה בבית,3,26715
24,בת ים,בית וגן,בית וגן 10,57,2025,1830000,7150-284-2,דירה בבית,3,32105
25,בת ים,בית וגן,ההגנה 15,33.5,2024,1280000,7150-352-12,דירה בבית,1.5,38209
26,בת ים,בית וגן,ברל כצנלסון 18,57,2024,1690000,7151-227-14,דירה בבית,3,29649
27,בת ים,בית וגן,ברל כצנלסון 18,43.5,2024,1400000,7151-227-18,דירה בבית,2,32184
28,בת ים,בית וגן,אתרוג 5,43.58,2024,1550000,7150-287-10,דירה בבית,2,35567
29,בת ים,בית וגן,טרומפלדור 13,39.5,2024,1700000,7150-450-7,דירה בבית,2,43038
30,בת ים,בית וגן,ברל כצנלסון 6,85.7,2024,2000000,7151-195-11,דירה בבית,4,23337
31,בת ים,בית וגן,טרומפלדור 6,33.86,2024,500000,7149-155-9,דירה בבית,1.5,14767
32,בת ים,בית וגן,ברל כצנלסון 8,44,2024,1541600,7151-202-26,דירה בבית,2,35036
33,בת ים,בית וגן,0,43.4,2024,1250000,7150-363-9,דירה בבית,3,28802
34,בת ים,בית וגן,טרומפלדור 9,60.7,2024,1870000,7150-260-6,דירה בבית,2.5,30807
35,בת ים,בית וגן,ההגנה 15,60.8,2024,163000,7150-352-6,דירה בבית,3,2681
36,בת ים,בית וגן,רימון 4,44.4,2024,1590000,7151-214-5,דירה בבית,2.5,35811
37,בת ים,בית וגן,ירושלים 62,30.73,2024,1300000,7150-229-3,דירה בבית,2,42304
38,בת ים,בית וגן,קלויזנר 8,40.9,2024,1520000,7150-347-9,דירה בבית,2,37164
39,בת ים,בית וגן,ירושלים 68,43.14,2024,1000000,7151-174-1,דירה בבית,2,23180
40,בת ים,בית וגן,בית וגן 7,67.11,2024,1830000,7150-272-17,דירה בבית,3,27269
41,בת ים,בית וגן,ירושלים 54,47.15,2024,1490000,7149-138-4,דירה בבית,3,31601
42,בת ים,בית וגן,קורצ'אק 4,52.3,2024,1770000,7149-157-41,דירה בבית,2,33843
43,בת ים,בית וגן,הגדוד העברי 24,49.1,2024,1390000,7151-190-3,דירה בבית,2,28310
44,בת ים,בית וגן,כינרת 7,56.09,2024,1750000,7151-206-2,דירה בבית,3,31200
45,בת ים,בית וגן,קלויזנר 6,68.7,2024,2110000,7150-346-3,דירה בבית,3,30713
46,בת ים,בית וגן,בית וגן 17,39.4,2024,1500000,7151-191-2,דירה בבית,2,38071
47,בת ים,בית וגן,רימון 6,55,2024,1430000,7151-215-9,דירה בבית,2.5,26000
48,בת ים,בית וגן,אתרוג 2,58.1,2024,1695000,7150-291-16,דירה בבית,3,29174
49,בת ים,בית וגן,כינרת 13,42,2024,1570000,7151-223-1,דירה בבית,2,37381
51,בת ים,בית וגן,טרומפלדור 1,67.6,2024,900000,7149-156-1,דירה בבית,3,13314
52,בת ים,בית וגן,דניאל 15,53.7,2024,1870000,7149-150-1,דירה בבית,2,34823
53,בת ים,בית וגן,כינרת 5,43.55,2024,1460000,7151-203-6,דירה בבית,2,33525
54,בת ים,בית וגן,ברל כצנלסון 6,87.33,2024,2020000,7151-195-12,דירה בבית,4,23131
55,בת ים,בית וגן,טרומפלדור 10,50.7,2024,1660000,7150-258-12,דירה בבית,2.5,32742
56,בת ים,בית וגן,ירושלים 74,57.4,2024,1870000,7151-177-4,דירה בבית,3,32578
57,בת ים,בית וגן,בית וגן 10,57,2024,900000,7150-284-4,דירה בבית,2.5,15789
58,בת ים,בית וגן,הגדוד העברי 20,62.96,2024,1500000,7151-186-2,דירה בבית,3,23825
59,בת ים,בית וגן,טרומפלדור 11,39.5,2024,1520000,7150-449-11,דירה בבית,2,38481
60,בת ים,בית וגן,הגדוד העברי 4,74,2024,2526000,7149-151-15,דירה בבית,3,34135
61,בת ים,בית וגן,0,78.37,2024,1825000,7150-342-23,דירה בבית,3,23287
62,בת ים,בית וגן,ירושלים 68,43,2024,1590000,7151-174-9,דירה בבית,2,36977
63,בת ים,בית וגן,רימון 2,32.1,2024,1290000,7150-358-4,דירה בבית,2,40187
64,בת ים,בית וגן,כצנלסון ברל 22,52,2024,73000,7151-229-12,דירה בבית,2,1404
65,בת ים,בית וגן,הגדוד העברי 25,45,2024,1500000,7151-180-7,דירה בבית,2.5,33333
66,בת ים,בית וגן,כינרת 3,87,2024,2000000,7151-204-5,דירה בבית,3.5,22989
67,בת ים,בית וגן,הגדוד העברי 12,47.5,2024,1975000,7150-268-6,דירה בבית,2,41579
68,בת ים,בית וגן,ההגנה 33,44,2024,1540000,7151-225-14,דירה בבית,3,35000
69,בת ים,בית וגן,הגדוד העברי 12,47.5,2024,1969000,7150-268-12,דירה בבית,2,41453
70,בת ים,בית וגן,כינרת 11,47.37,2024,1510000,7151-222-4,דירה בבית,2,31877
71,בת ים,בית וגן,הגדוד העברי 24,54,2024,1820000,7151-190-1,דירה בבית,3,33704
72,בת ים,בית וגן,ירושלים 62,45.43,2024,1500000,7150-229-10,דירה בבית,2,33018
73,בת ים,בית וגן,0,49.5,2024,400000,7150-294-12,דירה בבית,3,8081
74,בת ים,בית וגן,רימון 4,44.05,2024,1460000,7151-214-9,דירה בבית,2,33144
75,בת ים,בית וגן,בית וגן 11,74.73,2024,1000000,7150-277-4,דירה בבית,3.5,13382
