מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","טשרניחובסקי 131","53","27/11/2024","1025000","7620-274-6","דירה בבית קומות","3","שניה"
"2","טשרניחובסקי 129","53","25/11/2024","1900000","7620-273-7","דירה בבית קומות","3","שניה"
"3","טשרניחובסקי 131","53","24/07/2024","2050000","7620-274-23","דירה בבית קומות","3","שישית"
"4","קפלנסקי 18","37.2","13/06/2024","1807000","7620-314-4","דירה בבית קומות","2","שניה"
"5","צייטלין 13","32.31","17/04/2024","88000","7621-254-1","דירה בבית קומות","2","ראשונה"
"6","קפלנסקי 16","76.98","16/04/2024","2550000","7620-313-2","דירה בבית קומות","3","קרקע"
"7","דוד רמז 15","89","07/09/2023","2225000","7620-248-12","דירה בבית קומות","4","שניה"
"8","שיפר 7","31.32","29/08/2023","524000","7621-215-2","קרקע למגורים","לא ידוע","לא ידוע"
"9","דוד רמז 11","35","23/06/2023","266000","7620-232-3","דירה בבית קומות","2","ראשונה"
"10","גולדשטיין 10","117","21/06/2023","312000","7621-307-1","קוטג' דו משפחתי","4","ראשונה"
"11","אבא ברדיצ'ב 7","35.78","16/03/2023","1800000","7621-299-1","דירה בבית קומות","3","ראשונה"
"12","דוד רמז 14","40.4","08/03/2023","1950000","7620-194-7","דירה בבית קומות","3","ב'"
"13","קפלנסקי 46","31.32","08/12/2022","4500000","7621-146-1","קרקע למגורים","לא ידוע","לא ידוע"
"14","לופבן 8","116.5","21/09/2022","975000","7620-239-1","קוטג' דו משפחתי","4","קרקע"
"15","0","88","27/06/2022","3750000","7621-203-1","דירה בבית קומות","4","ראשונה"
"16","דוד רמז 10","40.4","29/05/2022","1695000","7620-196-6","דירה בבית קומות","2","ב'"
"17","שיפר 8","31.32","26/05/2022","1550000","7621-283-2","קרקע למגורים","לא ידוע","לא ידוע"
"18","קפלנסקי 13","36.5","16/05/2022","1500000","7620-334-2","דירה בבית קומות","2","קרקע"
"19","ישראל ישעיהו 12","31.32","06/02/2022","3000000","7621-234-1","קרקע למגורים","לא ידוע","לא ידוע"
"20","ויתקין 15","148","27/01/2022","302000","7621-408-1","קוטג' דו משפחתי","7","ראשונה"
"21","אבא ברדיצ'ב 9","34.97","25/01/2022","1800000","7621-300-3","דירה בבית קומות","2","ב'"
"22","טשרניחובסקי 131","53","23/12/2021","1560000","7620-274-4","דירה בבית קומות","3","ראשונה"
"23","בורוכוב 18","107.63","25/11/2021","1638000","7620-246-2","קוטג' דו משפחתי","3","קרקע"
"24","אבא ברדיצ'ב 3","158","25/11/2021","3530000","7621-297-2","קוטג' דו משפחתי","6","ראשונה"
"25","טהון 5","507","21/11/2021","3090000","7620-270-2","קרקע למגורים","לא ידוע","לא ידוע"
"26","דוד רמז 8","36.4","07/11/2021","1635000","7620-197-4","דירה בבית קומות","3","א'"
"27","דוד רמז 33","518","28/10/2021","3500000","7621-200-1","קרקע למגורים","לא ידוע","לא ידוע"
