city,neighborhood,transaction_id,address,area_sqm,transaction_date,transaction_price,block,property_type,rooms,price_per_sqm
ירושלים,בית וגן,43,0,102,2024,2673000,30868-31-365,דירה בבית,3,26206
ירושלים,בית וגן,44,החידא 26,149,2024,5350000,30166-436-9,דירה בבית,5.5,35906
ירושלים,בית וגן,45,0,102,2024,3380000,30868-31-367,דירה בבית,4,33137
ירושלים,בית וגן,46,הרב עוזיאל 1,75,2024,2760000,30164-322-7,דירה בבית,3,36800
ירושלים,בית וגן,47,0,101.2,2024,3850000,30164-54-2,דירה בבית,4,38043
ירושלים,בית וגן,52,הרב עוזיאל 28,62,2024,2800000,30166-300-21,דירה בבית,3,45161
ירושלים,בית וגן,53,הרב סלמן מוצפי 1,159.3,2024,4350000,30192-263-91,דירה בבית,5,27307
ירושלים,בית וגן,54,0,110,2024,4020000,30192-277-2,דירה בבית,5,36545
ירושלים,בית וגן,57,0,149,2024,6000000,30192-276-23,דירה בבית,5,40268
ירושלים,בית וגן,58,בית וגן 115,54,2024,2400000,30341-96-12,דירה בבית,3,44444
ירושלים,בית וגן,59,0,102,2024,3352000,30868-31-370,דירה בבית,4,32863
ירושלים,בית וגן,60,הרב עוזיאל 1,74,2024,2900000,30164-322-8,דירה בבית,2.5,39189
ירושלים,בית וגן,62,שערי תורה 18,63,2024,2100000,30342-140-3,דירה בבית,3,33333
ירושלים,בית וגן,63,הרב אליעזרי 2,126,2024,4350000,30341-278-17,דירה בבית,5,34524
ירושלים,בית וגן,67,בית וגן 11,46,2024,1950000,30164-225-11,דירה בבית,2.5,42391
ירושלים,בית וגן,68,הרב עוזיאל 58,65,2024,2000000,30166-332-4,דירה בבית,3,30769
ירושלים,בית וגן,69,הרב עוזיאל 89,60,2024,2800000,30341-315-6,דירה בבית,3,46667
ירושלים,בית וגן,70,הרב פרנק 31,57,2024,2740000,30341-567-2,דירה בבית,3,48070
ירושלים,בית וגן,71,0,72,2024,2615000,30868-31-353,דירה בבית,3,36319
ירושלים,בית וגן,72,הרב עוזיאל 76,100.5,2024,3800000,30341-335-4,דירה בבית,5,37811
ירושלים,בית וגן,74,0,140,2024,4700000,30868-31-374,דירה בבית,5,33571
ירושלים,בית וגן,76,הרב פרנק 3,43,2024,2000000,30342-51-9,דירה בבית,2,46512
ירושלים,בית וגן,78,בית וגן 11,46,2024,2111100,30164-225-8,דירה בבית,2,45893
ירושלים,בית וגן,79,יצחק בן נחום 6,362.8,2024,13000000,30568-42-13,דירה בבית,8,35832
ירושלים,בית וגן,80,0,102,2024,3415000,30868-31-376,דירה בבית,4,33480
ירושלים,בית וגן,84,הרב עוזיאל 1,71,2024,2840000,30164-322-9,דירה בבית,3,40000
ירושלים,בית וגן,85,בית וגן 91,104.9,2024,3800000,30341-413-3,דירה בבית,4,36225
ירושלים,בית וגן,86,הרב עוזיאל 106,96,2024,3200000,30341-357-5,דירה בבית,4,33333
ירושלים,בית וגן,90,החידא 17,143.3,2024,4675000,30166-413-14,דירה בבית,6,32624
ירושלים,בית וגן,91,זאב חקלאי 10,92,2024,4650000,30164-96-1,דירה בבית,4,50543
ירושלים,בית וגן,93,החידא 10,41,2024,2050000,30166-430-11,דירה בבית,2,50000
ירושלים,בית וגן,94,0,155,2024,5900000,30868-31-379,דירה בבית,5,38065
ירושלים,בית וגן,97,בית וגן 91,119.2,2024,4380000,30341-413-5,דירה בבית,5,36745
ירושלים,בית וגן,99,הפסגה 9,62,2024,2800000,30164-369-20,דירה בבית,3,45161
ירושלים,בית וגן,100,הרב עוזיאל 5,45,2024,2000000,30164-324-13,דירה בבית,2,44444
ירושלים,בית וגן,101,0,80,2024,4040400,30341-228-6,דירה בבית,4,50505
ירושלים,בית וגן,102,0,102,2024,3320000,30868-31-382,דירה בבית,4,32549
ירושלים,בית וגן,103,זאב חקלאי 15,55,2024,2640000,30164-219-48,דירה בבית,3,48000
ירושלים,בית וגן,106,הרב עוזיאל 67,100,2024,3402000,30166-364-13,דירה בבית,4,34020
ירושלים,בית וגן,114,שחראי 12,64,2024,2400000,30166-61-18,דירה בבית,3,37500
ירושלים,בית וגן,115,הרב עוזיאל 72,76,2024,2700000,30341-331-3,דירה בבית,4,35526
ירושלים,בית וגן,116,קאסוטו 22,64,2024,2820000,30341-575-2,דירה בבית,2,44063
ירושלים,בית וגן,118,הרב עוזיאל 1,93,2024,2800000,30164-322-10,דירה בבית,3,30108
ירושלים,בית וגן,119,החידא 17,109,2024,2900000,30166-413-5,דירה בבית,4,26606
ירושלים,בית וגן,121,0,75,2024,2700000,30868-31-394,דירה בבית,3,36000
ירושלים,בית וגן,122,0,99,2024,3330000,30868-31-395,דירה בבית,4,33636
ירושלים,בית וגן,124,בית וגן 6,128.9,2024,3850000,30164-261-2,דירה בבית,5,29868
