מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,תל אביב - יפו,נווה שאנן,הגדוד העברי 68,78,2025,2550000,6946-55-15,דירה בבית,3,32692
2,תל אביב - יפו,נווה שאנן,הגרא 35,88,2025,5099000,6977-18-2,דירה בבית,3,57943
4,תל אביב - יפו,נווה שאנן,0,44,2025,2400000,6948-205-20,דירה בבית,3,54545
5,תל אביב - יפו,נווה שאנן,עין הקורא 19,50,2025,2736000,9032-30-4,דירה בבית,2,54720
6,תל אביב - יפו,נווה שאנן,וולפסון 54,143,2025,7300000,9021-20-20,דירה בבית,5,51049
7,תל אביב - יפו,נווה שאנן,0,43,2025,2738000,6948-158-2,דירה בבית,2,63674
8,תל אביב - יפו,נווה שאנן,0,43,2025,2708000,6948-158-3,דירה בבית,2,62977
10,תל אביב - יפו,נווה שאנן,0,55,2025,3165000,6947-70-4,דירה בבית,3,57545
11,תל אביב - יפו,נווה שאנן,יסוד המעלה 32,50.4,2025,1700000,6943-56-10,דירה בבית,3,33730
12,תל אביב - יפו,נווה שאנן,הגדוד העברי 45,58,2025,900000,6946-39-10,דירה בבית,2,15517
13,תל אביב - יפו,נווה שאנן,עקיבא איגר 2,50,2025,2494000,6943-89-4,דירה בבית,2,49880
14,תל אביב - יפו,נווה שאנן,0,103,2025,4750000,6948-61-34,דירה בבית,4,46117
16,תל אביב - יפו,נווה שאנן,הגרא 35,48,2025,3025000,6977-18-3,דירה בבית,2,63021
18,תל אביב - יפו,נווה שאנן,יל פרץ 39,60,2025,3270000,8942-33-13,דירה בבית,3,54500
20,תל אביב - יפו,נווה שאנן,0,100,2025,5500000,6947-64-19,דירה בבית,4,55000
21,תל אביב - יפו,נווה שאנן,עקיבא איגר 14,50,2025,2350000,6943-90-2,דירה בבית,2,47000
22,תל אביב - יפו,נווה שאנן,לוינסקי 134,47.62,2025,1500000,9036-5-15,דירה בבית,2,31499
23,תל אביב - יפו,נווה שאנן,מירון 5,50.17,2025,2425000,6977-67-13,דירה בבית,2,48336
25,תל אביב - יפו,נווה שאנן,0,81.1,2025,5250000,9029-8-52,דירת,4,64735
26,תל אביב - יפו,נווה שאנן,הגרא 35,48,2025,2813000,6977-18-4,דירה בבית,2,58604
28,תל אביב - יפו,נווה שאנן,הגדוד העברי 31,42,2025,1930000,6946-46-16,דירה בבית,2,45952
29,תל אביב - יפו,נווה שאנן,0,42,2025,2050000,6947-23-13,דירה בבית,2.5,48810
30,תל אביב - יפו,נווה שאנן,עין הקורא 13,58,2025,2500000,9032-24-6,דירה בבית,2,43103
31,תל אביב - יפו,נווה שאנן,0,49.6,2025,2290000,9029-8-7,דירה בבית,2,46169
32,תל אביב - יפו,נווה שאנן,הגדוד העברי 57,50,2025,1085000,6946-32-6,דירה בבית,2.5,21700
33,תל אביב - יפו,נווה שאנן,ארלנג'ר 9,24,2025,975000,6894-35-17,דירה בבית,1,40625
34,תל אביב - יפו,נווה שאנן,יסוד המעלה 18,41,2025,2078000,6943-49-10,דירה בבית,2,50683
35,תל אביב - יפו,נווה שאנן,0,44.9,2025,2300000,6947-186-21,דירה בבית,2,51225
36,תל אביב - יפו,נווה שאנן,עקיבא איגר 2,49,2025,2490000,6943-89-5,דירה בבית,2,50816
38,תל אביב - יפו,נווה שאנן,0,44,2025,2637000,6948-158-5,דירה בבית,2,59932
40,תל אביב - יפו,נווה שאנן,0,55.31,2024,2800000,6947-56-3,דירה בבית,2,50624
41,תל אביב - יפו,נווה שאנן,0,50,2024,2580000,6944-19-2,דירה בבית,2,51600
42,תל אביב - יפו,נווה שאנן,עקיבא איגר 2,50,2024,2720000,6943-89-6,דירה בבית,2,54400
43,תל אביב - יפו,נווה שאנן,הגרא 35,74,2024,3921000,6977-18-5,דירה בבית,3,52986
46,תל אביב - יפו,נווה שאנן,הגרא 35,62,2024,4060000,6977-18-7,דירה בבית,2,65484
47,תל אביב - יפו,נווה שאנן,הגרא 35,48,2024,2950000,6977-18-9,דירה בבית,2,61458
48,תל אביב - יפו,נווה שאנן,0,57,2024,3547000,6948-158-6,דירה בבית,2,62228
49,תל אביב - יפו,נווה שאנן,עקיבא איגר 2,50,2024,2615000,6943-89-7,דירה בבית,2,52300
50,תל אביב - יפו,נווה שאנן,0,44,2024,2507000,6948-158-7,דירה בבית,2,56977
51,תל אביב - יפו,נווה שאנן,0,43,2024,2727000,6948-158-8,דירה בבית,2,63419
52,תל אביב - יפו,נווה שאנן,0,101,2024,4050000,6943-91-1,דירה בבית,4,40099
53,תל אביב - יפו,נווה שאנן,0,45,2024,2591000,6948-158-9,דירה בבית,2,57578
54,תל אביב - יפו,נווה שאנן,הקונגרס 17,50.6,2024,2200000,9021-23-18,דירה בבית,2,43478
55,תל אביב - יפו,נווה שאנן,0,64.65,2024,2800000,6947-9-11,דירה בבית,2,43310
56,תל אביב - יפו,נווה שאנן,פין 9,55,2024,2650000,6894-50-4,דירה בבית,2,48182
