מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,בני ברק,שיכון ההסתדרות,יהודה הנשיא 26,49,2025,1860000,6188-442-2,דירה בבית,2,37959
2,בני ברק,שיכון ההסתדרות,יהודה הנשיא 42,70,2025,1300000,6188-469-10,דירה בבית,3,18571
3,בני ברק,שיכון ההסתדרות,בארי 13,59,2025,2550000,6188-402-3,דירה בבית,3,43220
4,בני ברק,שיכון ההסתדרות,חולדה הנביאה 23,143,2025,4150000,6188-320-8,דירה בבית,7,29021
5,בני ברק,שיכון ההסתדרות,יהודית 5,45,2025,1750000,6188-445-4,דירה בבית,2,38889
6,בני ברק,שיכון ההסתדרות,רח' 282 3,32.44,2025,1150000,6188-323-8,דירה בבית,2,35450
7,בני ברק,שיכון ההסתדרות,רמז 2,58,2025,2100000,6188-364-8,דירה בבית,3,36207
8,בני ברק,שיכון ההסתדרות,הרב יעקב לנדא 11,76.7,2025,3425000,6188-583-23,דירה בבית,4,44654
9,בני ברק,שיכון ההסתדרות,רמז 16,82.5,2025,2300000,6188-373-11,דירה בבית,4,27879
11,בני ברק,שיכון ההסתדרות,יהודה הנשיא 62,40.5,2025,1900000,6124-330-8,דירה בבית,2,46914
12,בני ברק,שיכון ההסתדרות,בעל התניא 20,99.59,2025,2900000,6188-609-87,דירה בבית,6,29119
13,בני ברק,שיכון ההסתדרות,יהודה הנשיא 34,54,2025,2000000,6188-465-8,דירה בבית,2.5,37037
14,בני ברק,שיכון ההסתדרות,חולדה הנביאה 15,41.5,2025,950000,6188-476-4,דירה בבית,2,22892
15,בני ברק,שיכון ההסתדרות,רמז 16,66,2025,2600000,6188-373-2,דירה בבית,3,39394
16,בני ברק,שיכון ההסתדרות,בעל התניא 20,122.33,2025,4000000,6188-609-113,דירה בבית,5,32698
17,בני ברק,שיכון ההסתדרות,בעל התניא 6,71,2025,361000,6188-590-29,דירה בבית,3,5085
18,בני ברק,שיכון ההסתדרות,חולדה הנביאה 12,100,2025,2500000,6188-322-4,דירה בבית,4,25000
19,בני ברק,שיכון ההסתדרות,גולומב 7,124.48,2024,484000,6188-394-16,דירה בבית,6,3888
21,בני ברק,שיכון ההסתדרות,הרב יעקב לנדא 8,112,2024,4050000,6188-590-28,דירה בבית,5,36161
23,בני ברק,שיכון ההסתדרות,בארי 9,90,2024,3800000,6188-326-14,דירה בבית,4,42222
24,בני ברק,שיכון ההסתדרות,יהודה הנשיא 48,75,2024,3500000,6188-545-3,דירה בבית,4.5,46667
25,בני ברק,שיכון ההסתדרות,בעל התניא 4,80,2024,2800000,6188-590-27,דירה בבית,4,35000
28,בני ברק,שיכון ההסתדרות,גולומב 7,66.37,2024,2300000,6188-394-5,דירה בבית,3,34654
30,בני ברק,שיכון ההסתדרות,בעל התניא 4,135,2024,4000000,6188-590-25,דירה בבית,5,29630
31,בני ברק,שיכון ההסתדרות,יצחק שדה 11,123,2024,4800000,6188-377-1,דירה בבית,4,39024
33,בני ברק,שיכון ההסתדרות,יהודית 8,62,2024,2000000,6188-524-18,דירה בבית,3,32258
37,בני ברק,שיכון ההסתדרות,גולומב 5,77,2024,2428000,6188-393-2,דירה בבית,3,31532
38,בני ברק,שיכון ההסתדרות,חזון איש 64,99.59,2024,3100000,6188-611-19,דירה בבית,5,31128
39,בני ברק,שיכון ההסתדרות,סנש 28,81,2024,3468000,6188-354-8,דירה בבית,3,42815
40,בני ברק,שיכון ההסתדרות,יהודה הנשיא 34,75,2024,2050000,6188-465-5,דירה בבית,3,27333
42,בני ברק,שיכון ההסתדרות,יהודה הנשיא 36,70,2024,2290000,6188-466-1,דירה בבית,4,32714
44,בני ברק,שיכון ההסתדרות,בעל התניא 8,86,2024,2650000,6188-590-24,דירה בבית,4,30814
45,בני ברק,שיכון ההסתדרות,מרים הנביאה 11,54,2024,1890000,6124-351-11,דירה בבית,3,35000
46,בני ברק,שיכון ההסתדרות,חולדה הנביאה 3,40.06,2024,1900000,6188-474-2,דירה בבית,2,47429
47,בני ברק,שיכון ההסתדרות,בעל התניא 20,103.36,2024,2800000,6188-609-107,דירה בבית,5,27090
51,בני ברק,שיכון ההסתדרות,גורדון 5,100,2024,1850000,6188-324-4,דירה בבית,5,18500
52,בני ברק,שיכון ההסתדרות,בארי 13,83,2024,3200000,6188-402-1,דירה בבית,4,38554
54,בני ברק,שיכון ההסתדרות,בעל התניא 4,130,2024,3695000,6188-590-23,דירה בבית,5,28423
55,בני ברק,שיכון ההסתדרות,רמז 6,107,2024,3550000,6188-368-18,דירה בבית,5,33178
56,בני ברק,שיכון ההסתדרות,חזון איש 64,95.24,2024,3400000,6188-611-48,דירה בבית,5,35699
57,בני ברק,שיכון ההסתדרות,גורדון 4,88.5,2024,2900000,6188-403-8,דירה בבית,4,32768
58,בני ברק,שיכון ההסתדרות,יהודה הנשיא 48,66.42,2024,2474700,6188-545-4,דירה בבית,3,37258
59,בני ברק,שיכון ההסתדרות,הרב גרוסברד 3,83,2024,2300000,6188-603-106,דירה בבית,4,27711
60,בני ברק,שיכון ההסתדרות,סנש 28,98,2024,3806000,6188-354-9,דירה בבית,4,38837
