מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,ירושלים,ערב א סוואחרה,0,81,2025,1895000,30926-78-5,דירה בבית,3,23395
4,ירושלים,ערב א סוואחרה,0,118,2025,3210000,30926-74-3,דירה בבית,5,27203
5,ירושלים,ערב א סוואחרה,0,118,2025,2506000,30926-103-4,דירה בבית,4,21237
6,ירושלים,ערב א סוואחרה,0,124,2024,3480000,30926-78-8,דירה בבית,5,28065
7,ירושלים,ערב א סוואחרה,0,123,2024,2450000,30926-79-9,דירה בבית,4,19919
8,ירושלים,ערב א סוואחרה,0,95,2024,2270000,30926-103-3,דירה בבית,4,23895
9,ירושלים,ערב א סוואחרה,0,130,2024,2570000,30926-79-10,דירה בבית,5,19769
10,ירושלים,ערב א סוואחרה,0,80,2024,1918000,30926-79-11,דירה בבית,3,23975
11,ירושלים,ערב א סוואחרה,0,121,2024,2400000,30926-100-2,דירה בבית,4,19835
12,ירושלים,ערב א סוואחרה,0,82,2024,1908000,30926-79-12,דירה בבית,3,23268
13,ירושלים,ערב א סוואחרה,0,113,2024,2539000,30926-79-13,דירה בבית,4,22469
14,ירושלים,ערב א סוואחרה,0,81,2024,1865000,30926-79-14,דירה בבית,3,23025
15,ירושלים,ערב א סוואחרה,0,81,2024,1908000,30926-79-15,דירה בבית,3,23556
16,ירושלים,ערב א סוואחרה,0,81,2024,1858000,30926-79-16,דירה בבית,3,22938
17,ירושלים,ערב א סוואחרה,0,87,2023,1878000,30926-79-17,דירה בבית,3,21586
18,ירושלים,ערב א סוואחרה,0,113,2023,2384000,30926-79-18,דירה בבית,4,21097
21,ירושלים,ערב א סוואחרה,0,130,2023,2580000,30926-79-20,דירה בבית,5,19846
22,ירושלים,ערב א סוואחרה,0,130,2023,2570000,30926-79-21,דירה בבית,5,19769
23,ירושלים,ערב א סוואחרה,0,124,2023,2579000,30926-79-22,דירה בבית,5,20798
24,ירושלים,ערב א סוואחרה,0,118,2023,2584000,30926-79-23,דירה בבית,5,21898
25,ירושלים,ערב א סוואחרה,0,123,2022,2439000,30926-79-25,דירה בבית,5,19829
26,ירושלים,ערב א סוואחרה,0,112,2022,2304000,30926-79-26,דירה בבית,4,20571
27,ירושלים,ערב א סוואחרה,0,124,2022,2459000,30926-79-27,דירה בבית,5,19831
28,ירושלים,ערב א סוואחרה,0,81,2022,1898000,30926-79-28,דירה בבית,3,23432
29,ירושלים,ערב א סוואחרה,0,131,2022,2549000,30926-79-29,דירה בבית,5,19458
30,ירושלים,ערב א סוואחרה,0,104,2022,2019000,30926-79-30,דירה בבית,4,19413
31,ירושלים,ערב א סוואחרה,0,112,2022,1768000,30926-79-31,דירה בבית,5,15786
32,ירושלים,ערב א סוואחרה,0,81,2022,1878000,30926-79-33,דירה בבית,3,23185
33,ירושלים,ערב א סוואחרה,0,113,2022,2679000,30926-78-11,דירה בבית,4,23708
34,ירושלים,ערב א סוואחרה,0,132,2022,2619000,30926-76-6,דירה בבית,5,19841
35,ירושלים,ערב א סוואחרה,0,81,2022,1838000,30926-79-34,דירה בבית,3,22691
36,ירושלים,ערב א סוואחרה,0,104,2022,2069000,30926-79-36,דירה בבית,4,19894
