מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,מחיר למר
1,קרית אתא,גבעת רם,דפנה 3,109,2025,1500000,12420-5-4,דירה בבית,4,13761
2,קרית אתא,גבעת רם,האשל 45,125.5,2025,2253000,12419-67-2,דירה בבית,5,17952
3,קרית אתא,גבעת רם,האורן 91,132.57,2025,2075000,12418-24-2,דירה בבית,6,15652
4,קרית אתא,גבעת רם,יסמין 11,133.46,2025,2780000,12420-23-2,קוטג' דו משפחתי,5,20830
5,קרית אתא,גבעת רם,האלה 13,147.14,2025,1800000,12417-30-9,דירה בבית,5,12233
6,קרית אתא,גבעת רם,מורן 15,111,2025,2200000,12419-27-2,דירה בבית,5,19820
7,קרית אתא,גבעת רם,האלה 5,139.34,2025,2100000,12417-32-6,דירה בבית,6,15071
8,קרית אתא,גבעת רם,אלמוגן 8,111.33,2025,2300000,12420-80-2,דירה בבית,5,20659
9,קרית אתא,גבעת רם,האורן 41,116.71,2024,2000000,12418-30-1,דירה בבית,5,17136
11,קרית אתא,גבעת רם,האלה 3,147.14,2024,1844000,12417-33-3,דירה בבית,5,12532
13,קרית אתא,גבעת רם,מורן 4,128,2024,2340000,12419-46-1,דירה בבית,5,18281
14,קרית אתא,גבעת רם,האורן 68,108.21,2024,2200000,12418-14-2,דירה בבית,5.5,20331
15,קרית אתא,גבעת רם,האלה 5,135.97,2024,2150000,12417-32-1,דירה בבית,6,15812
16,קרית אתא,גבעת רם,הדס 18,262,2024,2250000,12419-88-1,דירה בבית,5,8588
18,קרית אתא,גבעת רם,צבי הרר 5,89.46,2024,1875000,12420-73-2,דירה בבית,5,20959
19,קרית אתא,גבעת רם,צבי הרר 11,136,2024,2050000,12420-70-3,דירה בבית,6,15074
20,קרית אתא,גבעת רם,צבי הרר 7,91.66,2024,1400000,12420-72-4,דירה בבית,4,15274
21,קרית אתא,גבעת רם,צבי הרר 7,94,2024,1850000,12420-72-1,דירה בבית,4,19681
22,קרית אתא,גבעת רם,האלה 3,138.69,2024,2085000,12417-33-2,דירה בבית,6,15034
23,קרית אתא,גבעת רם,רותם 12,162,2024,2825000,12420-68-7,קוטג' דו משפחתי,6,17438
24,קרית אתא,גבעת רם,האשל 47,125.5,2023,2110000,12419-68-2,דירה בבית,5,16813
25,קרית אתא,גבעת רם,האלה 8,123,2023,2520000,12417-20-1,דירה בבית,5,20488
26,קרית אתא,גבעת רם,האשל 18,122,2023,2180000,12420-58-1,דירה בבית,5,17869
27,קרית אתא,גבעת רם,האלה 5,166.04,2023,1800000,12417-32-10,דירה בבית,5,10841
28,קרית אתא,גבעת רם,האשל 17,122,2023,2275000,12419-59-2,דירה בבית,5,18648
29,קרית אתא,גבעת רם,הארז 14,119.7,2023,2225000,12417-40-6,דירה בבית,4.5,18588
30,קרית אתא,גבעת רם,אלמוגן 6,97.36,2023,1550000,12420-79-3,דירה בבית,4,15920
31,קרית אתא,גבעת רם,דפנה 5,125,2023,1600000,12420-6-1,דירה בבית,4.5,12800
32,קרית אתא,גבעת רם,האלה 3,135.97,2023,1975000,12417-33-1,דירה בבית,5,14525
33,קרית אתא,גבעת רם,רותם 11,225,2023,2000000,12420-47-3,דירה בבית,5,8889
34,קרית אתא,גבעת רם,צבי הרר 3,102.7,2023,1930000,12420-74-1,דירה בבית,4,18793
35,קרית אתא,גבעת רם,האשל 57,128,2023,1454500,12419-73-2,דירה בבית,4,11363
36,קרית אתא,גבעת רם,האורן 104,120.11,2023,650000,12418-9-8,דירה בבית,5,5412
37,קרית אתא,גבעת רם,האורן 86,116.71,2023,2450000,12418-12-6,דירה בבית,6,20992
38,קרית אתא,גבעת רם,יסמין 19,124.36,2023,2175000,12420-27-2,דירה בבית,5,17490
39,קרית אתא,גבעת רם,רותם 28,182,2022,2420000,12420-67-5,דירה בבית,5,13297
40,קרית אתא,גבעת רם,צבי הרר 66,125.49,2022,2300000,12420-43-2,דירה בבית,5,18328
41,קרית אתא,גבעת רם,האורן 134,107.4,2022,1980000,12418-6-11,דירה בבית,5,18436
42,קרית אתא,גבעת רם,האשל 12,122,2022,2180000,12420-61-2,דירה בבית,5,17869
43,קרית אתא,גבעת רם,האורן 122,125.33,2022,1550000,12418-8-3,דירה בבית,4,12367
44,קרית אתא,גבעת רם,האורן 72,116.71,2022,2100000,12418-13-8,דירה בבית,5.5,17993
45,קרית אתא,גבעת רם,האורן 142,120.9,2022,1750000,12418-5-7,דירה בבית,5,14475
46,קרית אתא,גבעת רם,האלה 5,147.14,2022,1510000,12417-32-9,דירה בבית,5,10262
47,קרית אתא,גבעת רם,יסמין 16,125.5,2022,1700000,12420-33-2,דירה בבית,5,13546
48,קרית אתא,גבעת רם,אלמוגן 28,132,2022,2270000,12420-82-10,דירה בבית,6,17197
49,קרית אתא,גבעת רם,רותם 27,202,2022,2275000,12420-49-1,קוטג' דו משפחתי,5,11262
50,קרית אתא,גבעת רם,האורן 10,100.19,2022,750000,12418-18-3,דירה בבית,6,7486
51,קרית אתא,גבעת רם,הדס 19,160,2022,2300000,12419-95-1,דירה בבית,5,14375
52,קרית אתא,גבעת רם,האורן 56,104.89,2022,1950000,12418-15-2,דירה בבית,6,18591
53,קרית אתא,גבעת רם,דפנה 1,106.97,2022,1510000,12420-4-5,דירה בבית,5,14116
54,קרית אתא,גבעת רם,הארז 16,120,2022,1925000,12417-40-7,דירה בבית,5,16042
55,קרית אתא,גבעת רם,האורן 17,104.59,2022,1777000,12418-32-4,דירת גן,5,16990
56,קרית אתא,גבעת רם,צבי הרר 11,172,2022,1600000,12420-70-2,קוטג' דו משפחתי,7,9302
57,קרית אתא,גבעת רם,האלה 4,123,2022,1770000,12417-22-2,דירה בבית,5,14390
58,קרית אתא,גבעת רם,האורן 138,107.4,2022,1625000,12418-6-21,דירה בבית,4,15130
59,קרית אתא,גבעת רם,צבי הרר 7,84.62,2022,740000,12420-72-5,דירה בבית,4,8745
60,קרית אתא,גבעת רם,האלה 11,135.97,2022,1745000,12417-31-1,דירה בבית,5,12834
61,קרית אתא,גבעת רם,דפנה 16,120.55,2021,2365000,12420-9-1,דירה בבית,6,19618
62,קרית אתא,גבעת רם,האורן 20,122.02,2021,2040000,12418-17-6,דירה בבית,6,16719
63,קרית אתא,גבעת רם,האורן 58,98.89,2021,1715000,12418-14-8,דירה בבית,5,17343
64,קרית אתא,גבעת רם,יסמין 4,125.5,2021,1720000,12420-39-2,דירה בבית,5,13705
65,קרית אתא,גבעת רם,צבי הרר 68,116.72,2021,1520000,12420-42-1,דירה בבית,5,13023
66,קרית אתא,גבעת רם,האלה 13,166.04,2021,1580000,12417-30-10,דירה בבית,5,9516
67,קרית אתא,גבעת רם,צבי הרר 9,80.92,2021,1175000,12420-71-4,דירה בבית,4,14521
68,קרית אתא,גבעת רם,צבי הרר 5,84.62,2021,1000000,12420-73-5,דירה בבית,3,11818
69,קרית אתא,גבעת רם,האשל 38,131.9,2021,1000000,12419-4-2,קוטג' דו משפחתי,5,7582
70,קרית אתא,גבעת רם,צבי הרר 34,128,2021,1900000,12419-42-1,דירה בבית,5,14844
71,קרית אתא,גבעת רם,הארז 26,126.6,2021,1900000,12417-40-17,דירה בבית,5,15008
72,קרית אתא,גבעת רם,האלה 14,123,2021,1670000,12417-17-2,דירה בבית,5,13577
73,קרית אתא,גבעת רם,הארז 22,126.6,2021,1920000,12417-40-13,דירה בבית,5,15166
74,קרית אתא,גבעת רם,רותם 14,132,2021,1580000,12420-68-6,דירה בבית,5,11970
76,קרית אתא,גבעת רם,אלמוגן 28,132,2021,1678000,12420-82-3,דירה בבית,6,12712
77,קרית אתא,גבעת רם,האשל 61,128,2021,1800000,12419-75-1,דירה בבית,5,14063
78,קרית אתא,גבעת רם,מורן 13,111,2021,1500000,12419-28-2,דירה בבית,5,13514
79,קרית אתא,גבעת רם,האורן 134,143.97,2021,1720000,12418-6-1,דירה בבית,5,11947
80,קרית אתא,גבעת רם,רותם 21,182,2021,1900000,12420-48-4,דירה בבית,5,10440
81,קרית אתא,גבעת רם,דפנה 3,109,2021,1150000,12420-5-3,דירה בבית,4,10550
82,קרית אתא,גבעת רם,רותם 20,120,2021,1880000,12420-67-4,קוטג' דו משפחתי,4,15667
83,קרית אתא,גבעת רם,רותם 24,204,2021,1640000,12420-67-6,קוטג' דו משפחתי,5,8039
84,קרית אתא,גבעת רם,האורן 138,124.95,2021,1270000,12418-6-23,דירה בבית,5,10164
85,קרית אתא,גבעת רם,רותם 3,174,2021,1875000,12420-45-2,קוטג' דו משפחתי,5,10776
86,קרית אתא,גבעת רם,מורן 11,240,2021,1887000,12419-29-1,דירה בבית,5,7863
87,קרית אתא,גבעת רם,אלמוגן 24,132,2021,1600000,12420-82-6,קוטג' דו משפחתי,6,12121
88,קרית אתא,גבעת רם,צבי הרר 1,98.85,2021,1520000,12420-75-1,דירה בבית,4,15377
89,קרית אתא,גבעת רם,הדס 6,134,2021,1970000,12419-82-1,קוטג' דו משפחתי,5,14701
90,קרית אתא,גבעת רם,רותם 5,174,2021,1940000,12420-45-4,דירה בבית,5,11149
91,קרית אתא,גבעת רם,יסמין 12,125.5,2021,1665000,12420-35-2,דירה בבית,6,13267
92,קרית אתא,גבעת רם,צבי הרר 38,128,2021,1665000,12419-79-1,קוטג' דו משפחתי,5,13008
93,קרית אתא,גבעת רם,אלמוגן 26,132,2021,1395000,12420-82-7,דירת גן,5,10568
94,קרית אתא,גבעת רם,מורן 6,128,2021,2150000,12419-37-4,דירה בבית,5,16797
95,קרית אתא,גבעת רם,האורן 142,105,2021,1250000,12418-5-10,דירה בבית,4,11905
96,קרית אתא,גבעת רם,האלה 28,123,2021,1650000,12417-10-1,דירה בבית,5,13415
