מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
"1","0","2897","24/11/2024","3810000","30539-25-1","ללא תיכנון","לא ידוע","לא ידוע"
"2","0","לא ידוע","12/11/2023","2456000","30539-31-1","מסחרי + משרדים","לא ידוע","לא ידוע"
"3","קריית מדע 3","לא ידוע","10/03/2022","7014000","30241-211-2","מסחרי + משרדים","לא ידוע","לא ידוע"
"4","0","124","31/01/2022","2470000","30758-6-15","לא ידוע","5","לא ידוע"
"5","0","105","30/10/2021","1883200","30758-6-14","לא ידוע","4","ראשונה"
"6","0","244","05/09/2021","1500000","30539-23-1","ללא תיכנון","לא ידוע","לא ידוע"
"7","0","104","21/06/2021","1694000","30758-6-16","דירה בבית קומות","4","לא ידוע"
"8","0","82","23/05/2021","1505000","30758-6-17","דירה בבית קומות","3","ראשונה"
"9","0","105","09/05/2021","1829000","30758-6-18","דירה בבית קומות","4","לא ידוע"
"10","0","124","21/04/2021","2363000","30758-6-19","דירה בבית קומות","5","לא ידוע"
"11","0","104","17/03/2021","1804000","30758-6-20","דירה בבית קומות","4","לא ידוע"
"12","0","436","21/02/2021","437000","30758-41-1","ללא תיכנון","לא ידוע","לא ידוע"
"13","הרטום 21","394","21/02/2021","437000","30758-42-1","ללא תיכנון","לא ידוע","לא ידוע"
"14","0","411","21/02/2021","437000","30758-43-1","ללא תיכנון","לא ידוע","לא ידוע"
"15","0","112","06/01/2021","1674000","30758-6-21","דירה בבית קומות","4","ראשונה"
"16","0","104","22/12/2020","1459000","30758-6-25","דירה בבית קומות","4","ראשונה"
"17","0","112","09/12/2020","1562000","30758-6-26","דירה בבית קומות","4","ראשונה"
"18","0","104","09/12/2020","1688200","30758-6-13","דירה","4","לא ידוע"
"19","0","174","02/12/2020","2738896","30758-6-28","דירה בבית קומות","5","ראשונה"
"20","0","113","02/12/2020","1919096","30758-6-4","דירה בבית קומות","4","לא ידוע"
"21","0","151","02/12/2020","2085896","30758-6-7","דירה בבית קומות","5","שניה"
"22","0","113","02/12/2020","2272896","30758-6-9","דירה בבית קומות","5","לא ידוע"
"23","0","124","02/12/2020","2112896","30758-6-8","דירה בבית קומות","5","לא ידוע"
"24","0","132","02/12/2020","1954896","30758-6-5","דירה בבית קומות","5","לא ידוע"
"25","0","112","02/12/2020","2004096","30758-6-6","דירה בבית קומות","4","ראשונה"
"26","0","133","02/12/2020","1914896","30758-6-3","דירה בבית קומות","5","שניה"
"27","0","3448","26/10/2020","28754000","30243-196-2","ללא תיכנון","לא ידוע","לא ידוע"
"28","קריית מדע 3","לא ידוע","09/07/2019","621000","30241-211-1","משרד","לא ידוע","ראשונה"
"29","המרפא 2","לא ידוע","19/03/2019","111890000","30241-152-1","תעשיה","לא ידוע","לא ידוע"
"30","0","לא ידוע","03/03/2019","224000","30243-196-1","מסחרי + משרדים","לא ידוע","לא ידוע"
"31","0","12292","21/12/2016","9818000","30539-21-1","ללא תיכנון","לא ידוע","לא ידוע"
"32","0","12292","31/07/2015","48191000","30539-21-2","תעשיה","לא ידוע","לא ידוע"
"33","הרטום 14","לא ידוע","01/05/2014","158138000","30243-192-1","משרד","לא ידוע","ראשונה"
"34","המרפא 1","5500","20/12/2009","39999000","30241-105-1","חנות","לא ידוע","ראשונה"
"35","0","1026","27/07/2009","5907000","30239-19-3","משרד","לא ידוע","שישית"
"36","0","7900","06/04/2009","52306000","30239-19-2","משרד","לא ידוע","ראשונה"
"37","0","35","08/07/2008","188000","30243-115-1","בניני ציבור","לא ידוע","ראשונה"
"38","הרטום 10","7793","04/12/2007","46534000","30243-100-1","תעשיה","לא ידוע","לא ידוע"
"39","0","לא ידוע","14/10/2003","52091000","30239-19-1","תעשיה","לא ידוע","לא ידוע"
"40","המרפא 6","2625","16/05/1998","19028000","30243-116-1","לא ידוע","לא ידוע","לא ידוע"
