מספר סידורי,שם העיר,שם השכונה,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,מחיר למר,חדרים
1,רמת גן,מתחם נגבה,פנחס 53,76.29,2025,2685000,6182-122-3,דירה בבית,4,35195
2,רמת גן,מתחם נגבה,נגבה 2,106.6,2025,3050000,6145-1601-44,דירה בבית,4,28612
4,רמת גן,מתחם נגבה,השר משה 67,81.23,2025,2680000,6145-1566-6,דירה בבית,4,32993
5,רמת גן,מתחם נגבה,חד נס 39,71,2025,2625000,6145-1345-9,דירה בבית,3,36972
6,רמת גן,מתחם נגבה,הראה 194,63,2025,2300000,6145-1674-1,דירה בבית,3,36508
7,רמת גן,מתחם נגבה,עוזיאל 115,64.7,2025,2690000,6145-1571-18,דירה בבית,3,41577
8,רמת גן,מתחם נגבה,תל חי 19,93,2025,3170000,6186-426-15,דירה בבית,4,34086
9,רמת גן,מתחם נגבה,השר משה 40,93,2025,3830000,6145-585-3,דירה בבית,4,41183
10,רמת גן,מתחם נגבה,יא באדר 8,65,2025,2500000,6182-468-10,דירה בבית,3,38462
11,רמת גן,מתחם נגבה,השר משה 3,57.7,2025,2220000,6145-121-6,דירה בבית,3,38475
12,רמת גן,מתחם נגבה,הארי 5,63.53,2025,2250000,6145-1489-7,דירה בבית,3,35416
14,רמת גן,מתחם נגבה,עמינדב 8,83,2025,1950000,6145-680-7,דירה בבית,4,23494
15,רמת גן,מתחם נגבה,הראה 226,53,2025,2450000,6145-1126-5,דירה בבית,3.5,46226
16,רמת גן,מתחם נגבה,תל חי 23,63,2025,1900000,6182-368-5,דירה בבית,3,30159
17,רמת גן,מתחם נגבה,אמיר 20,156.78,2025,3450000,6145-76-3,דירה בבית,5,22005
18,רמת גן,מתחם נגבה,אמיר 6,153,2025,4250000,6145-1623-5,דירה בבית,5,27778
20,רמת גן,מתחם נגבה,השר משה 34,57.43,2025,2490000,6145-1175-1,דירה בבית,3,43357
21,רמת גן,מתחם נגבה,השר משה 3,57.3,2025,2150000,6145-121-3,דירה בבית,3,37522
22,רמת גן,מתחם נגבה,הראה 190,41,2025,1730000,6145-909-5,דירה בבית,2,42195
23,רמת גן,מתחם נגבה,פנחס 41,57.22,2025,2200000,6145-1262-6,דירה בבית,3,38448
24,רמת גן,מתחם נגבה,תל חי 25,57,2025,1925000,6182-62-9,דירה בבית,2,33772
25,רמת גן,מתחם נגבה,עמינדב 5,42,2025,900000,6145-672-4,דירה בבית,2,21429
26,רמת גן,מתחם נגבה,חד נס 5,152,2025,6856000,6145-1138-7,דירה בבית,5,45105
27,רמת גן,מתחם נגבה,חד נס 43,69,2025,2500000,6145-1343-3,דירה בבית,3,36232
28,רמת גן,מתחם נגבה,שלומציון 10,119,2025,4135000,6145-1035-10,דירה בבית,5,34748
29,רמת גן,מתחם נגבה,השר משה 23,98,2025,2550000,6145-1676-2,דירה בבית,4,26020
30,רמת גן,מתחם נגבה,בר יוחאי 10,84,2025,2900000,6145-1204-13,דירה בבית,4,34524
31,רמת גן,מתחם נגבה,הצנחנים 18,83.61,2025,2550000,6145-760-4,דירה בבית,4,30499
32,רמת גן,מתחם נגבה,החיל 60,75,2025,2500000,6145-139-6,דירה בבית,4,33333
