מספר סידורי,כתובת,שטח במר,תאריך העסקה,מחיר העסקה,גוש,סוג נכס,חדרים,קומה
1,אפק 83,32,"2025","845000",4270-160-1,קרקע למגורים,לא ידוע,לא ידוע
2,יעקב ספיר 3,100,"2025","2200000",4271-127-1,דירה בבית קומות,4,ראשונה
3,שבזי 114,1442,"2024","1356000",4270-68-1,קרקע למגורים,5,לא ידוע
4,בעל מלאכת שלמה 11,84.55,"2024","1550000",4270-46-2,דירה בבית קומות,4,קרקע
5,דקר 37,100.8,"2024","232000",4272-97-1,קרקע למגורים,לא ידוע,קרקע
6,אפק 38,250,"2024","1800000",4271-98-1,מגורים,לא ידוע,לא ידוע
7,שבזי 70,21.87,"2024","2150000",4271-128-2,קומבינציה,לא ידוע,לא ידוע
8,אפק 32,105,"2023","3050000",4271-100-2,קוטג' טורי,4,ראשונה
9,ארץ ישראל השלמה 10,21.87,"2023","680000",4271-111-1,קרקע למגורים,לא ידוע,ראשונה
10,בעל מלאכת שלמה 6,100,"2023","1300000",4270-65-1,דירה בבית קומות,5,ראשונה
11,אפק 82,47.1,"2023","3550000",4270-53-2,קרקע למגורים,לא ידוע,קרקע
12,שבזי 122,148,"2023","312000",4270-66-1,דירה בבית קומות,7,ראשונה
13,בעל מלאכת שלמה 6,21.87,"2023","1710000",4270-65-2,קרקע למגורים,לא ידוע,לא ידוע
14,יעקב ספיר 3,2946,"2023","11250000",4271-127-0,קומבינציה,לא ידוע,לא ידוע
15,שבטי ישראל 18,161,"2022","985000",4270-119-1,דירה בבית קומות,5,קרקע
16,אפק 27,לא ידוע,"2022","1739000",4271-132-1,מגורים,לא ידוע,לא ידוע
17,ארץ ישראל השלמה 17,108,"2022","2500000",4271-118-2,דירה בבית קומות,5,קומה ‎0‏
18,אחווה 1,21.87,"2022","917000",4271-123-2,קרקע למגורים,לא ידוע,ראשונה
19,ארץ ישראל השלמה 4,21.87,"2022","10750000",4271-112-3,קרקע למגורים,לא ידוע,לא ידוע
20,אפק 29,163,"2021","101000",4271-132-3,דירה בבית קומות,5,ראשונה
21,שלמה מעודה 1,4133,"2021","39640000",4271-191-2,קרקע למגורים,לא ידוע,לא ידוע
22,ג'ון קנדי 4,214,"2021","2800000",4272-93-2,דירה בבית קומות,7,שניה
23,יהודה הלוי 160,730,"2021","3560000",4270-103-1,קרקע למגורים,לא ידוע,לא ידוע
24,אפק 12,50.3,"2021","2550000",4271-105-2,קרקע למגורים,לא ידוע,לא ידוע
25,אפק 60,21.87,"2021","161000",4271-93-2,דירה בבית קומות,2,ראשונה
26,אפק 27,לא ידוע,"2021","1150000",4271-132-4,ללא תיכנון,לא ידוע,לא ידוע
27,אפק 27,לא ידוע,"2021","800000",4271-132-5,ללא תיכנון,לא ידוע,לא ידוע
